Id	IsMask	MaskTarget	Type	Icon	Name	DescriptionType	Text	Duration
104040102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	不，下次的作战肯定没问题的。	
104040103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	多留意点露西亚比较好哦，指挥官。	
104040104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	我也会帮忙堵住那个叫渡边的嘴巴的。	
104040105	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	……清理部队……消灭构造体的构造体…	
104040106	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	别想些有的没的，把这些徘徊的敌人消灭就休息吧。	
104040201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	怀疑我的话，大可以去看看那些墓碑。	
104040202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	曼哈弥，分析型，擅用长刀，热爱偷懒的蠢人，11月。	
104040203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	桐生，进攻型，擅用变形斧，拥抱龙狼，11月。	
104040204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	弥生，分析型，擅用治疗机，为明日献上花束，11月。	
104040205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	有不识好歹的来了……你们会帮忙战斗的吧？	
104040301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	投降吧！我不会对构造体下杀手的。	
104040302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	我拒绝！	
104040401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	渡边会替我们保护好丽芙的。	
104040402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	指挥官，我们先从敌人手上撤退吧。	
104040403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	……	
104040404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	这里我拦着，指挥官带着里先走！	
105010101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	想要快速通过这里，只能希望神威的地形侦查结果可靠了……	
105010102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	尽量不要制造出太大动静被遗忘者察觉，毕竟丽芙现在还在他们手上……	
105010201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	不知道这这座设施内有什么陷阱，我们最好不要分散行……	
105010202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	里？神威？！	
105010203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	怎么回事？	
105010204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	消失了？	
105010205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	视觉系统故障？还是意识海紊乱？	
105010206	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	感染体的信号最先恢复了，只能先战斗了……不会伤到他们吧？	
105010301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	下一批投影设备已经定位。	
105010302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	跟着我的标记走。	
105010401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	引力子探测装置开始成像了，虽然很模糊，但也足够了。	
105010402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	但这些感染体，他们可不是投影。	
105010403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	没有引力子探测装置的遗忘者们是怎么通过这里的？	
105010404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	想必是十分熟悉这里的路线了……否则也不会带着丽芙一路直奔这里。	
105020101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	要让EMP一次影响尽可能多的投影设备，就需要找到最好的位置。	
105020102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	周围还有不少感染体，时机合适我会给你信号。	
105020103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	感染体攻势变缓了。	
105020104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	就是现在！	
105020105	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里 	1	知道了。	
105020201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	你刚才说不能让神威到视线外，听起来别有用意……	
105020202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	现在的通讯只有我们灰鸦小队能听到，我就直说了。	
105020203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	刚才我检查神威的逆元装置的时候……	
105020204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	发现他的逆元装置处于高负荷状态，并且有尝试自己关闭定位和通讯系统。	
105020205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	自己关闭？	
105020206	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	他可能有一些自己的打算……但我认为我们应该开始多关心他的状态。	
105020301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	那些感染体在保护投影设备……	
105020302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	位于中心的感染体很特殊，通过它应该就能揭开这里的秘密。	
105020303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	好叻！看我的！	
105020401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	开始捕捉下一个目标。	
105020402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	神威你注意点，别伤了它的电子脑。	
105020403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	嘿嘿，只要第一下没劈到的话……	
105020404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	捕捉成功——这个也麻烦你了，里。	
105030101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	不给看意识海的话，七实就动手啦——	
105030102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	嘿呀！	
105030103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	好强！没法造成伤害？！	
105030104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	啊！好无聊好无聊！！	
105030105	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	七实，不打了！	
105030201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	这里是东方风格啊，我想起一些过去的事情了……	
105030202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	……	
105030301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	这里就是丽芙的意识海，已经出现了帕弥什病毒感染症状。	
105030302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	啧，那个叫渡边的……待会最好给我做好觉悟……	
105030303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	丽芙！	
105030401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	露西亚，不要犹豫，否则可能会错失夺回丽芙的最后机会！	
105030402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	（深呼吸）好的……	
105030403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	丽芙……	
106010101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	这下面就是019号地下避难都市了，在免疫时代中共计接纳了约50万难民。	
106010102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	几乎相当于现在空中花园三分之一的人口……最终，当然是以悲剧收尾。	
106010103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	无数遗骸集中在出口处……说明最后的危机是从内部爆发的……	
106010104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	我们的目标现在是升格者，过去的历史，交给考古部队他们发掘吧。	
106010105	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	等等，电梯下方有东西爬上来了！	
106010106	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	终于有东西给我解闷……	
106010107	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	电梯门要开了。	
106010201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	想要继续往下层移动，必须先通过连接桥到达对面。	
106010202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	我们逐步推进，注意别在桥上被夹击了。	
106010203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	哇，不愧是露西亚，作战经验真丰富！	
106010204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	各位，我检测到了一个……熟悉的信号。	
106010205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	执行清理任务，清理目标：遗忘者……	
106010301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	这个感染体的原型是……一种立体机动的大型消防机械……	
106010302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	我懂了……那它一定喷水攻击了！	
106010401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	喂，为什么我们这边的感染体没有遗忘者那边多啊？你是不是不够努力！	
106010402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	这又不是比赛……	
106010403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	七实，别愣着了，你说过要帮忙的吧？！	
106010404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	我在等呀！	
106010405	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	等什么？	
106010406	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	你背后的那个！	
106020101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	神威的事情我们稍后处理，当务之急是清理出前进路线。	
106020102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	指挥官，通过之前请保持在小队中间的位置。	
106020201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	那个突击鹰的，居然当了逃兵……	
106020202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	那他铁定要被“那个女人”给盯上了……	
106020203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	这方面我可是很有经验。	
106020204	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	心态倒是豁达……	
106020205	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	怎么会这样……	
106020206	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	偏偏还是感染体这么多的时候……只能采取隐秘行动了。	
106020301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	那个小姑娘说的没错，这道隔离门的确可以利用起来。	
106020302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	丽芙，开始关门吧。任务结束之后……我一定要找神威问清楚。	
106020303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	大门关闭了！所有人员，前往协助七实。	
106020401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	我开始放置引爆装置了。	
106020402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	灰鸦的，你们负责帮我清理附近的感染体。	
106020403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	糟糕，道路塌陷了……	
106020404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	小丫头你先撤，摧毁感染体制造源头是我自己的任务。	
106030101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	它的声音……好冰冷……	
106030102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	如此高的病毒感染率下，还能保持理智……难道又是升格者的“杰作”？	
106030103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	她的声音……总觉得有些……熟悉……呃……	
106030104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	露西亚你没事吧？总、总之，各位请务必小心应对！	
106030201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	天上的是……人类阵线的运输机……可是我们并没有呼叫支援。	
106030202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	不请自来的，那就只有清理部队了。	
106030301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	各位，我发现神威的信号了，就在不远处！	
106030302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	神威……	
106030303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	不能在这里浪费时间！速战速决！	
106030401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	抱歉，比安卡小姐，卡列尼娜，我要在这里阻止你们。	
106030402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	没关系，用结果说话吧。	
106040201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/XiunvNomal01.png	感染体	1	我不会让你们带走他们的！	
106040202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/XiunvNomal01.png	感染体	1	全部，全部都是我的宝物！	
106040203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	修女……就请你在这里安息吧。	
106040301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	露娜，冷静点！	
106040302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyongjianyingNomal01.png	露娜	1	我才不想听姐姐的话呢。	
106040303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	雷达上出现未知部队的反应！	
106040401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	派来的部队竟然是比安卡的队伍……	
106040402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	大叔，你认识她们吗？	
106040403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	何止认识，我还跟她们打过。	
106040404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	那就是有实力保证了。	
106040405	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	就算是清理部队，我也不会认输的！	
106040406	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	反抗是在加重你们的罪，露西亚。	
106040407	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	……我可是队长！	
106040408	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	卡列尼娜	1	比安卡，露西亚说好要由我来解决的！	
106040409	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	你的对手在这里啊！	
106040410	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	卡列尼娜	1	切……！	
107010101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	遗迹周边的稀有金属，是拾荒者重要的经济物质。	
107010102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	为什么现在一个拾荒者都没看见？	
107010103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	这里为什么会出现“钻探装置”？	
107010201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	阻止它们继续制造坍塌！	
107010301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	竟然遇上了分岔，时间紧迫……	
107010302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	交由指挥官定夺。	
107010401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	感染体好多喔——但谁也不能阻止七实前进！	
107010402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	七实	1	来，指挥官，六八亲就在那边了！	
107020101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	放置干扰器的最佳位置我已经标记出来了。	
107020102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	我反对，时间紧迫，当务之急是在包围圈彻底形成之前进行突破！	
107020201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	糟了，是信号发射器！	
107020202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	是陷阱吗……毋庸置疑我们的信息已经被暴露了。	
107020203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	保持警觉，同时抓紧时间。	
107020301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	别挡路！	
107020302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	卡列尼娜……一定不要乱来……	
107020401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	难道是因为神威……？	
107020402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	里	1	先打倒她再找答案吧。	
107030101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	要尽快找到指挥官的思维信标，否则意识海会陷入沸腾状态。	
107030102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	意识海沸腾，会借由构造体记忆中执念的部分呈现……	
107030103	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	消灭感染体……消除帕弥什病毒……	
107030104	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	同步完成……立即前往找到下一个思维信标的位置。	
107030105	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	思维信标同步完成……这是……青蛙布偶？	
107030201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	大家坚持住！	
107030202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	支援火力就快抵达了！	
107030301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	罗兰由我和渡边牵制，请迅速解决那台巨型机械。	
107030302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	渡边	1	我有点回忆起从前的合作了。	
107030303	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	比安卡	1	让我看看你如今的实力。	
107030401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	这次，不会再让你逃走了！	
107030402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	罗兰	1	无用的话语，无趣的意识。	
107030403	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	罗兰	1	看起来我作为升格者的实力被小看了……	3
107030404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	罗兰	1	……真令我意外。	
108010101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	补给箱已投放到指定地点。	
108010102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	露西亚	1	保护补给箱，消灭所有接近的感染体。	
108010201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	黎明机体在作战能力上，会大有提升。	
108010202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	我会尽量克制，避免将队友卷入攻势之中。	
108010301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	感染体数目过多，注意躲避它们的扫描范围	
108010401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	喷涂机械	1	嘻嘻，把你们磨碎，做成涂料！	
108020101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown01.png	蔷薇之剑	1	谨遵我……主人的意愿。	
108020102	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown01.png	蔷薇之剑	1	不能……再由你们……继续前行了。	
108020201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	……还是不行，里先生的信号完全消失了！	
108020202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	追击“苦刑之女”。	
108020203	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	不能由她离开，否则我们会彻底丢失里的讯息。	
108020301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	要消灭不断包围过来的感染体……	
108020302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	丽芙	1	并且找到机会，限制住里先生的攻势。	
108020401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	提法	1	我很期待啊，打倒罗兰的士兵，献出你们的全部力量！	
108030101	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	能量舱里还是一片深红……无法确定神威现在究竟是什么情况。	
108030201	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	目标是限制清理部队的行动能力，全力保护神威。	
108030202	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	请大家注意避开要害。	
108030301	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	不管是你还是暗能，我都不会轻易屈服的！	
108030302	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	虽然早有思想准备……不管了，只有击败你们这一种选择！	
108030401	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	卡穆	1	帮手来了吗？	
108030402	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	神威	1	你们……为什么……	
108030403	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	露西亚	1	我说过了，一定会帮你的。	
108030404	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	卡穆	1	真是愚蠢……这样一来，你们的意识海就会进入到沸腾状态。	
