Id	Type	Params[1]	Params[2]	Params[3]	Desc
772300	10101	1			指挥官等级达到1级开启
772400	10101	1			指挥官等级达到1级开启
772500	10105	10020102			通关普通剧情2-2副本后开启
772600	10105	10020204			通关普通剧情2-8副本后开启
772700	10105	10020201			通关普通剧情2-5副本后开启
772800	10105	10020102			通关普通剧情2-2副本后开启
772900	10105	11010105			通关隐藏剧情1-5副本后开启
773000	10105	10020301			通关普通剧情2-9副本后开启
773100	10105	10020204			通关普通剧情2-8副本后开启
773200	10105	10020202			通关普通剧情2-6副本后开启
773300	10105	10020201			通关普通剧情2-5副本后开启
773400	10105	11020101			通关隐藏剧情2-1副本后开启
773500	10101	1			指挥官等级达到1级开启
773600	10101	1			指挥官等级达到1级开启
773700	10101	1			指挥官等级达到1级开启
773800	10101	1			指挥官等级达到1级开启
773900	10101	1			指挥官等级达到1级开启
774000	10101	1			指挥官等级达到1级开启
774100	10105	10020303			通关普通剧情2-11副本后开启
774200	10105	10030204			通关普通剧情3-8副本后开启
774300	10101	65			指挥官等级达到65级开启
774301	10109	5	3000		拥有5个3000战力以上的构造体开启
774400	10105	10030103			通关普通剧情3-3副本后开启
774500	10105	10020104			通关普通剧情2-4副本后开启
774600	10105	10060304			通关普通剧情6-12副本后开启
777700	10101	100			指挥官等级达到100级开启
850000	10101	1			
850101	10105	10010102			
850102	10105	10010102			
850103	10105	10010102			
850201	10105	10010103			
850202	10105	10010103			
850203	10105	10010103			
850301	10105	10010104			
850401	10105	10010202			
850501	10105	10010204			
850602	10105	10010301			
850603	10105	10010301			
850701	10105	10010302			
850800	10105	10010304			
850801	10105	10010304			
850802	10105	10010304			
850803	10105	10010304			
850901	10105	10020101			
850931	10105	10020102			
851001	10105	10020103			
851101	10105	10020104			
851201	10105	10020201			
851301	10105	10020202			
851401	10105	10020204			
851501	10105	10020301			
851601	10105	10020303			
851701	10105	10020304			
851801	10105	11010102			
851901	10105	11010105			
852001	10105	10030101			
852031	10105	10030102			
852101	10105	10030103			
852201	10101	50			
852301	10105	10030203			
852401	10105	10030204			
852501	10105	10030302			
852601	10105	11020101			
852701	10105	10040102			
852801	10105	10040204			
852901	10105	10050203			
852931	10105	10060304			
10010100	10101	1			推荐战力:140
10010101	10101	1			推荐战力:144
10010102	10101	1			推荐战力:148
10010103	10101	1			推荐战力:152
10010104	10101	1			推荐战力:180
10010105	10101	1			推荐战力:190
10010106	10101	1			推荐战力:200
10010107	10101	1			推荐战力:210
10010108	10101	1			推荐战力:250
10010109	10101	1			推荐战力:260
10010110	10101	1			推荐战力:270
10010111	10101	1			推荐战力:280
10010112	10101	1			推荐战力:500
10010113	10101	1			推荐战力:510
10010114	10101	1			推荐战力:520
10010115	10101	1			推荐战力:530
10010116	10101	1			推荐战力:600
10010117	10101	1			推荐战力:610
10010118	10101	1			推荐战力:620
10010119	10101	1			推荐战力:630
10010120	10101	1			推荐战力:700
10010121	10101	1			推荐战力:710
10010122	10101	1			推荐战力:720
10010123	10101	1			推荐战力:730
10010124	10101	1			推荐战力:1200
10010125	10101	1			推荐战力:1210
10010126	10101	1			推荐战力:1220
10010127	10101	1			推荐战力:1230
10010128	10101	1			推荐战力:1300
10010129	10101	1			推荐战力:1310
10010130	10101	1			推荐战力:1320
10010131	10101	1			推荐战力:1330
10010132	10101	1			推荐战力:1400
10010133	10101	1			推荐战力:1410
10010134	10101	1			推荐战力:1420
10010135	10101	1			推荐战力:1430
10010136	10101	1			推荐战力:1700
10010137	10101	1			推荐战力:1710
10010138	10101	1			推荐战力:1720
10010139	10101	1			推荐战力:1730
10010140	10101	1			推荐战力:1800
10010141	10101	1			推荐战力:1810
10010142	10101	1			推荐战力:1820
10010143	10101	1			推荐战力:1830
10010144	10101	1			推荐战力:1900
10010145	10101	1			推荐战力:1910
10010146	10101	1			推荐战力:1920
10010147	10101	1			推荐战力:1930
10010148	10101	1			推荐战力:2200
10010149	10101	1			推荐战力:2210
10010150	10101	1			推荐战力:2220
10010151	10101	1			推荐战力:2230
10010152	10101	1			推荐战力:2300
10010153	10101	1			推荐战力:2310
10010154	10101	1			推荐战力:2320
10010155	10101	1			推荐战力:2330
10010156	10101	1			推荐战力:2400
10010157	10101	1			推荐战力:2410
10010158	10101	1			推荐战力:2420
10010159	10101	1			推荐战力:2430
10010160	10101	1			推荐战力:2700
10010161	10101	1			推荐战力:2710
10010162	10101	1			推荐战力:2720
10010163	10101	1			推荐战力:2730
10010164	10101	1			推荐战力:2800
10010165	10101	1			推荐战力:2810
10010166	10101	1			推荐战力:2820
10010167	10101	1			推荐战力:2830
10010168	10101	1			推荐战力:2900
10010169	10101	1			推荐战力:2910
10010170	10101	1			推荐战力:2920
10010171	10101	1			推荐战力:2930
10010172	10101	1			推荐战力:3200
10010173	10101	1			推荐战力:3210
10010174	10101	1			推荐战力:3220
10010175	10101	1			推荐战力:3230
10010176	10101	1			推荐战力:3300
10010177	10101	1			推荐战力:3310
10010178	10101	1			推荐战力:3320
10010179	10101	1			推荐战力:3330
10010180	10101	1			推荐战力:3400
10010181	10101	1			推荐战力:3410
10010182	10101	1			推荐战力:3420
10010183	10101	1			推荐战力:3430
10010184	10101	1			推荐战力:3700
10010185	10101	1			推荐战力:3710
10010186	10101	1			推荐战力:3720
10010187	10101	1			推荐战力:3730
10010188	10101	1			推荐战力:3800
10010189	10101	1			推荐战力:3810
10010190	10101	1			推荐战力:3820
10010191	10101	1			推荐战力:3830
10010192	10101	1			推荐战力:3900
10010193	10101	1			推荐战力:3910
10010194	10101	1			推荐战力:3920
10010195	10101	1			推荐战力:3930
10010196	10101	1			
10010197	10101	1			
10010198	10101	1			
10010199	10101	1			
10010200	10101	1			
10010201	10101	1			
10010202	10101	1			
10010203	10101	1			
10010204	10101	1			
10010205	10101	1			
10010206	10101	1			
10010207	10101	1			
10010208	10101	1			
10010209	10101	1			
10010210	10101	1			
10010211	10101	1			
10010212	10101	1			
10010213	10101	1			
10010214	10101	1			
10010215	10101	1			
10010216	10101	1			
10010217	10101	1			
10010218	10101	1			
10010219	10101	1			
10010220	10101	1			
10010221	10101	1			
10010222	10101	1			
10010223	10101	1			
10010224	10101	1			
10010225	10101	1			
10010226	10101	1			
10010227	10101	1			
11010100	10101	1			推荐战力:900
11010101	10101	1			推荐战力:925
11010102	10101	1			推荐战力:950
11010103	10101	1			推荐战力:1000
11010104	10101	1			推荐战力:1025
11010105	10101	1			推荐战力:1050
11010106	10101	1			推荐战力:630
11010107	10101	1			推荐战力:635
11010108	10101	1			推荐战力:900
11010109	10101	1			推荐战力:905
11010110	10101	1			推荐战力:910
11010111	10101	1			推荐战力:915
11010112	10101	1			推荐战力:920
11010113	10101	1			推荐战力:925
11010114	10101	1			推荐战力:930
11010115	10101	1			推荐战力:935
11010116	10101	1			推荐战力:1200
11010117	10101	1			推荐战力:1205
11010118	10101	1			推荐战力:1210
11010119	10101	1			推荐战力:1215
11010120	10101	1			推荐战力:1220
11010121	10101	1			推荐战力:1225
11010122	10101	1			推荐战力:1230
11010123	10101	1			推荐战力:1235
11010124	10101	1			推荐战力:1500
11010125	10101	1			推荐战力:1505
11010126	10101	1			推荐战力:1510
11010127	10101	1			推荐战力:1515
11010128	10101	1			推荐战力:1520
11010129	10101	1			推荐战力:1525
11010130	10101	1			推荐战力:1530
11010131	10101	1			推荐战力:1535
11010132	10101	1			推荐战力:1800
11010133	10101	1			推荐战力:1805
11010134	10101	1			推荐战力:1810
11010135	10101	1			推荐战力:1815
11010136	10101	1			推荐战力:1820
11010137	10101	1			推荐战力:1825
11010138	10101	1			推荐战力:1830
11010139	10101	1			推荐战力:1835
11010140	10101	1			推荐战力:2100
11010141	10101	1			推荐战力:2105
11010142	10101	1			推荐战力:2110
11010143	10101	1			推荐战力:2115
11010144	10101	1			推荐战力:2120
11010145	10101	1			推荐战力:2125
11010146	10101	1			推荐战力:2130
11010147	10101	1			推荐战力:2135
11010148	10101	1			推荐战力:2300
11010149	10101	1			推荐战力:2305
11010150	10101	1			推荐战力:2310
11010151	10101	1			推荐战力:2315
11010152	10101	1			推荐战力:2320
11010153	10101	1			推荐战力:2325
11010154	10101	1			推荐战力:2330
11010155	10101	1			推荐战力:2335
11010156	10101	1			推荐战力:2500
11010157	10101	1			推荐战力:2505
11010158	10101	1			推荐战力:2510
11010159	10101	1			推荐战力:2515
11010160	10101	1			推荐战力:2520
11010161	10101	1			推荐战力:2525
11010162	10101	1			推荐战力:2530
11010163	10101	1			推荐战力:2535
11010164	10101	1			推荐战力:2700
11010165	10101	1			推荐战力:2705
11010166	10101	1			推荐战力:2710
11010167	10101	1			推荐战力:2715
11010168	10101	1			推荐战力:2720
11010169	10101	1			推荐战力:2725
11010170	10101	1			推荐战力:2730
11010171	10101	1			推荐战力:2735
11010172	10101	1			推荐战力:2900
11010173	10101	1			推荐战力:2905
11010174	10101	1			推荐战力:2910
11010175	10101	1			推荐战力:2915
11010176	10101	1			推荐战力:2920
11010177	10101	1			推荐战力:2925
11010178	10101	1			推荐战力:2930
11010179	10101	1			推荐战力:2935
11010180	10101	1			推荐战力:3100
11010181	10101	1			推荐战力:3105
11010182	10101	1			推荐战力:3110
11010183	10101	1			推荐战力:3115
11010184	10101	1			推荐战力:3120
11010185	10101	1			推荐战力:3125
11010186	10101	1			推荐战力:3130
11010187	10101	1			推荐战力:3135
11010188	10101	1			推荐战力:3300
11010189	10101	1			推荐战力:3305
11010190	10101	1			推荐战力:3310
11010191	10101	1			推荐战力:3315
11010192	10101	1			推荐战力:3320
11010193	10101	1			推荐战力:3325
11010194	10101	1			推荐战力:3330
11010195	10101	1			推荐战力:3335
11010196	10101	1			推荐战力:3550
11010197	10101	1			推荐战力:3555
11010198	10101	1			推荐战力:3560
11010199	10101	1			推荐战力:3565
11010200	10101	1			推荐战力:3570
11010201	10101	1			推荐战力:3575
11010202	10101	1			推荐战力:3580
11010203	10101	1			推荐战力:3585
11010204	10101	1			推荐战力:3800
11010205	10101	1			推荐战力:3805
11010206	10101	1			推荐战力:3810
11010207	10101	1			推荐战力:3815
11010208	10101	1			推荐战力:3820
11010209	10101	1			推荐战力:3825
11010210	10101	1			推荐战力:3830
11010211	10101	1			推荐战力:3835
11010212	10101	1			推荐战力:4050
11010213	10101	1			推荐战力:4055
11010214	10101	1			推荐战力:4060
11010215	10101	1			推荐战力:4065
11010216	10101	1			推荐战力:4070
11010217	10101	1			推荐战力:4075
11010218	10101	1			推荐战力:4080
11010219	10101	1			推荐战力:4085
11010220	10101	1			推荐战力:4300
11010221	10101	1			推荐战力:4305
11010222	10101	1			推荐战力:4310
11010223	10101	1			推荐战力:4315
11010224	10101	1			推荐战力:4320
11010225	10101	1			推荐战力:4325
11010226	10101	1			推荐战力:4330
11010227	10101	1			推荐战力:4335
30010101	10101	1			推荐战力:400
30010102	10101	1			推荐战力:1200
30010103	10101	1			推荐战力:2000
30010104	10101	1			推荐战力:3400
40061001	13103	50			构造体等级50级
40061002	13103	65			构造体等级65级
40061003	13103	80			构造体等级80级
40061004	13103	50			构造体等级50级
40061005	13103	65			构造体等级65级
40061006	13103	80			构造体等级80级
40061007	13103	50			构造体等级50级
40061008	13103	65			构造体等级65级
40061009	13103	80			构造体等级80级
40061010	13103	50			构造体等级50级
40061011	13103	65			构造体等级65级
40061012	13103	80			构造体等级80级
40061013	13103	50			构造体等级50级
40061014	13103	65			构造体等级65级
40061015	13103	80			构造体等级80级
40061016	13103	50			构造体等级50级
40061017	13103	65			构造体等级65级
40061018	13103	80			构造体等级80级
40061019	13103	50			构造体等级50级
40061020	13103	65			构造体等级65级
40061021	13103	80			构造体等级80级
40061022	13103	50			构造体等级50级
40061023	13103	65			构造体等级65级
40061024	13103	80			构造体等级80级
40061025	13103	50			构造体等级50级
40061026	13103	65			构造体等级65级
40061027	13103	80			构造体等级80级
40061028	13103	50			构造体等级50级
40061029	13103	65			构造体等级65级
40061030	13103	80			构造体等级80级
40061031	13103	50			构造体等级50级
40061032	13103	65			构造体等级65级
40061033	13103	80			构造体等级80级
40061034	13103	50			构造体等级50级
40061035	13103	65			构造体等级65级
40061036	13103	80			构造体等级80级
40061037	13103	50			构造体等级50级
40061038	13103	65			构造体等级65级
40061039	13103	80			构造体等级80级
40061040	13103	50			构造体等级50级
40061041	13103	65			构造体等级65级
40061042	13103	80			构造体等级80级
40061043	13103	50			构造体等级50级
40061044	13103	65			构造体等级65级
40061045	13103	80			构造体等级80级
40062001	13108	2500			构造体战斗力达到2500点
40062002	13108	4000			构造体战斗力达到4000点
40062003	13108	5500			构造体战斗力达到5500点
40062004	13108	2500			构造体战斗力达到2500点
40062005	13108	4000			构造体战斗力达到4000点
40062006	13108	5500			构造体战斗力达到5500点
40062007	13108	2500			构造体战斗力达到2500点
40062008	13108	4000			构造体战斗力达到4000点
40062009	13108	5500			构造体战斗力达到5500点
40062010	13108	2500			构造体战斗力达到2500点
40062011	13108	4000			构造体战斗力达到4000点
40062012	13108	5500			构造体战斗力达到5500点
40062013	13108	2500			构造体战斗力达到2500点
40062014	13108	4000			构造体战斗力达到4000点
40062015	13108	5500			构造体战斗力达到5500点
40062016	13108	2500			构造体战斗力达到2500点
40062017	13108	4000			构造体战斗力达到4000点
40062018	13108	5500			构造体战斗力达到5500点
40062019	13108	2500			构造体战斗力达到2500点
40062020	13108	4000			构造体战斗力达到4000点
40062021	13108	5500			构造体战斗力达到5500点
40062022	13108	2500			构造体战斗力达到2500点
40062023	13108	4000			构造体战斗力达到4000点
40062024	13108	5500			构造体战斗力达到5500点
40062025	13108	2500			构造体战斗力达到2500点
40062026	13108	4000			构造体战斗力达到4000点
40062027	13108	5500			构造体战斗力达到5500点
40062028	13108	2500			构造体战斗力达到2500点
40062029	13108	4000			构造体战斗力达到4000点
40062030	13108	5500			构造体战斗力达到5500点
40062031	13108	2500			构造体战斗力达到2500点
40062032	13108	4000			构造体战斗力达到4000点
40062033	13108	5500			构造体战斗力达到5500点
40062034	13108	2500			构造体战斗力达到2500点
40062035	13108	4000			构造体战斗力达到4000点
40062036	13108	5500			构造体战斗力达到5500点
40062037	13108	2500			构造体战斗力达到2500点
40062038	13108	4000			构造体战斗力达到4000点
40062039	13108	5500			构造体战斗力达到5500点
40062040	13108	2500			构造体战斗力达到2500点
40062041	13108	4000			构造体战斗力达到4000点
40062042	13108	5500			构造体战斗力达到5500点
40062043	13108	2500			构造体战斗力达到2500点
40062044	13108	4000			构造体战斗力达到4000点
40062045	13108	5500			构造体战斗力达到5500点
40063001	13109	6	12		佩戴6星共鸣技能12个
40063002	13109	6	12		佩戴6星共鸣技能12个
40063003	13109	6	12		佩戴6星共鸣技能12个
40063004	13109	6	12		佩戴6星共鸣技能12个
40063005	13109	6	12		佩戴6星共鸣技能12个
40063006	13109	6	12		佩戴6星共鸣技能12个
40063007	13109	6	12		佩戴6星共鸣技能12个
40063008	13109	6	12		佩戴6星共鸣技能12个
40063009	13109	6	12		佩戴6星共鸣技能12个
40063010	13109	6	12		佩戴6星共鸣技能12个
40063011	13109	6	12		佩戴6星共鸣技能12个
40063012	13109	6	12		佩戴6星共鸣技能12个
40063013	13109	6	12		佩戴6星共鸣技能12个
40063014	13109	6	12		佩戴6星共鸣技能12个
40063015	13109	6	12		佩戴6星共鸣技能12个
40006313	21101				是否领取月卡
40006314	21102				是否完成首充
30020101	18111	1	1		本关卡所需上阵人数：1人
30020102	18111	1	1		本关卡所需上阵人数：1人
30020103	18111	1	1		本关卡所需上阵人数：1人
30020104	18111	1	1		本关卡所需上阵人数：1人
30020105	18111	1	1		本关卡所需上阵人数：1人
30020106	18111	1	1		本关卡所需上阵人数：1人
30020107	18111	2	1		本关卡所需上阵人数：2人
30020108	18111	2	1		本关卡所需上阵人数：2人
30020109	18111	1	1		本关卡所需上阵人数：1人
30020110	18111	1	1		本关卡所需上阵人数：1人
30020111	18111	1	1		本关卡所需上阵人数：1人
30020112	18111	2	1		本关卡所需上阵人数：2人
30020113	18111	2	1		本关卡所需上阵人数：2人
30020114	18111	2	1		本关卡所需上阵人数：2人
30020115	18111	2	1		本关卡所需上阵人数：2人
30020116	18111	2	1		本关卡所需上阵人数：2人
30020201	18111	1	1		本关卡所需上阵人数：1人
30020202	18111	1	1		本关卡所需上阵人数：1人
30020203	18111	1	1		本关卡所需上阵人数：1人
30020204	18111	1	1		本关卡所需上阵人数：1人
30020205	18111	1	1		本关卡所需上阵人数：1人
30020206	18111	2	1		本关卡所需上阵人数：2人
30020207	18111	1	1		本关卡所需上阵人数：1人
30020208	18111	1	1		本关卡所需上阵人数：1人
30020209	18111	2	1		本关卡所需上阵人数：2人
30020210	18111	2	1		本关卡所需上阵人数：2人
30020211	18111	2	1		本关卡所需上阵人数：2人
30020212	18111	2	1		本关卡所需上阵人数：2人
30020213	18111	2	1		本关卡所需上阵人数：2人
30020214	18111	2	1		本关卡所需上阵人数：2人
30020215	18111	2	1		本关卡所需上阵人数：2人
30020216	18111	2	1		本关卡所需上阵人数：2人
30020301	18111	1	1		本关卡所需上阵人数：1人
30020302	18111	1	1		本关卡所需上阵人数：1人
30020303	18111	1	1		本关卡所需上阵人数：1人
30020304	18111	1	1		本关卡所需上阵人数：1人
30020305	18111	1	1		本关卡所需上阵人数：1人
30020306	18111	2	1		本关卡所需上阵人数：2人
30020307	18111	1	1		本关卡所需上阵人数：1人
30020308	18111	2	1		本关卡所需上阵人数：2人
30020309	18111	1	1		本关卡所需上阵人数：1人
30020310	18111	1	1		本关卡所需上阵人数：1人
30020311	18111	1	1		本关卡所需上阵人数：1人
30020312	18111	1	1		本关卡所需上阵人数：1人
30020313	18111	1	1		本关卡所需上阵人数：1人
30020314	18111	1	1		本关卡所需上阵人数：1人
30020315	18111	1	1		本关卡所需上阵人数：1人
30020316	18111	1	1		本关卡所需上阵人数：1人
30020401	18111	1	1		本关卡所需上阵人数：1人
30020402	18111	1	1		本关卡所需上阵人数：1人
30020403	18111	1	1		本关卡所需上阵人数：1人
30020404	18111	1	1		本关卡所需上阵人数：1人
30020405	18111	1	1		本关卡所需上阵人数：1人
30020406	18111	1	1		本关卡所需上阵人数：1人
30020407	18111	1	1		本关卡所需上阵人数：1人
30020408	18111	1	1		本关卡所需上阵人数：1人
30020409	18111	1	1		本关卡所需上阵人数：1人
30020410	18111	1	1		本关卡所需上阵人数：1人
30020411	18111	1	1		本关卡所需上阵人数：1人
30020412	18111	1	1		本关卡所需上阵人数：1人
30020413	18111	1	1		本关卡所需上阵人数：1人
30020414	18111	1	1		本关卡所需上阵人数：1人
30020415	18111	1	1		本关卡所需上阵人数：1人
30020416	18111	1	1		本关卡所需上阵人数：1人
30000101	18111	2	2		上阵2个以上构造体
30000102	18111	3	1		本关卡所需上阵人数：3人
9001	10105	10050304			请先通关前置关卡【5-12】普通剧情
9002	10105	11050106			请先通关前置关卡【5-6】 隐藏剧情
9003	10105	11070106			请先通关前置关卡【7-6】隐藏剧情
9101	10105	11030106			请先通关前置关卡【3-6】隐藏剧情
9102	10105	10060304			请先通关前置关卡【6-12】普通剧情
9103	10105	10080304			请先通关前置关卡【8-12】普通剧情
9201	10105	10030202			请先通关前置关卡【3-6】普通剧情
9202	10105	11020106			请先通关前置关卡【2-6】隐藏剧情
9203	10105	10070304			请先通关前置关卡【7-12】普通剧情
9401	10105	10040304			请先通关前置关卡【4-12】普通剧情
9402	10105	11040106			请先通关前置关卡【4-6】隐藏剧情
9403	10105	11060106			请先通关前置关卡【6-6】隐藏剧情
30100801	10102	1021001			解锁构造体-露西亚·红莲
30100802	10102	1031001			解锁构造体-丽芙·蚀暗
30100803	10102	1051001			解锁构造体-七实·风暴
30100804	10102	1011002			解锁构造体-里·异火
30100805	10102	1071002			解锁构造体-卡列尼娜·爆裂
30100806	10102	1041002			解锁构造体-比安卡·零度
30100807	10102	1081002			解锁构造体-渡边·夜刃
30100808	10102	1061002			解锁构造体-神威·重能
30100809	10102	1021002			解锁构造体-露西亚·黎明
30100810	10102	1031002			解锁构造体-丽芙·流光
30100811	10102	1061003			解锁构造体-神威·暗能
30100812	10102	1031003			解锁构造体-丽芙·仰光
30100813	10102	1011003			解锁构造体-里·乱数
30100814	10102	1071003			解锁构造体-卡列尼娜·烬燃
30100815	10102	1051003			解锁构造体-七实·脉冲
555	10110	1			是否获得勋章1
556	10110	2			是否获得勋章2
557	10110	3			是否获得勋章3
558	10110	4			是否获得勋章4
559	10110	5			是否获得勋章5
888888	10101	1			指挥官等级到达1级
888889	10105	10010101			通关普通剧情1-1副本
888890	10101	2			指挥官等级到达2级
610001	11103				查询玩家是否领取首充奖励
601	11107	1	6	1	查询玩家是否拥有到达SSS+品质的B级以上角色
602	11107	1	6	3	查询玩家是否拥有到达SSS+品质的S级角色
6110104	11105	6110104			已拥有该涂装
6610105	11105	6610105			已拥有该涂装
6810104	11105	6810104			已拥有该涂装
6610304	11105	6610304			已拥有该涂装
6110304	11105	6110304			已拥有该涂装
6710305	11105	6710305			已拥有该涂装
6710104	11105	6710104			已拥有该涂装
6710304	11105	6710304			已拥有该涂装
6410104	11105	6410104			已拥有该涂装
6610104	11105	6610104			已拥有该涂装
6210204	11105	6210204			已拥有该涂装
6110305	11105	6110305			已拥有该涂装
6210105	11105	6210105			已拥有该涂装
6310105	11105	6310105			已拥有该涂装
6310204	11105	6310204			已拥有该涂装
6210205	11105	6210205			已拥有该涂装
6510304	11105	6510304			已拥有该涂装
6510305	11105	6510305			已拥有该涂装
6310106	11105	6310106			已拥有该涂装
6310305	11105	6310305			已拥有该涂装
6510104	11105	6510104			已拥有该涂装
6310107	11105	6310107			已拥有该涂装
30499	10101	50			指挥官等级到达50级
30500	11106	4			需通关前置噩梦关卡3-2终点站
30501	11106	5			需通关前置噩梦关卡3-3直觉系
30502	11106	6			需通关前置噩梦关卡3-4乐于助人
30503	11106	7			需通关前置噩梦关卡3-5擅闯私宅
30504	11106	8			需通关前置噩梦关卡3-6机关密布
30505	11106	9			需通关前置噩梦关卡3-7最后警告
30506	11106	10			需通关前置噩梦关卡3-8谨慎行事
30507	11106	11			需通关前置噩梦关卡3-10扭曲的爱好
30508	11106	12			需通关前置噩梦关卡3-11忠诚
30509	11106	13			需通关前置噩梦关卡3-12新的种子
30510	11106	14			需通关前置噩梦关卡4-1白夜出逃
30511	11106	15			需通关前置噩梦关卡4-2剿
30512	11106	16			需通关前置噩梦关卡4-3断链
30513	11106	17			需通关前置噩梦关卡4-4查克
30514	11106	18			需通关前置噩梦关卡4-5怒沙
30515	11106	19			需通关前置噩梦关卡4-6颤栗深潜
30516	11106	20			需通关前置噩梦关卡4-7遗忘者
30517	11106	21			需通关前置噩梦关卡4-8补强
30518	11106	22			需通关前置噩梦关卡4-9一夫当关
30519	11106	23			需通关前置噩梦关卡4-10寂夜
30520	11106	24			需通关前置噩梦关卡4-11噪尘
