Id	Type	Title	Desc	Time
94000705	3		本轮获得螺母15颗	3
94000706	3		本轮获得螺母12颗	3
94000707	3		本轮获得螺母10颗	3
94000708	3		本轮未获得螺母	3
94000401	3		已经回收了5个补给箱\n请前往撤离点	3
94001001	1		第一波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	3
94001002	1		第二波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	3
94001003	1		第三波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	3
94001004	1		第四波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	3
94001005	1		第五波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	3
94001006	2		物资剩余生命值为{0}%	300
300501011	2		成功收集{0}/100枚螺母！	3
300501021	2		成功收集{0}/150枚螺母！	3
300501031	2		成功收集{0}/150枚螺母！	3
300501041	2		成功收集{0}/400枚螺母！	3
300609031	1		目标是击败所有敌人\n<color=#fffff><size=27> 敌人正在朝你移动，不要被敌人包围！</size></color>	2
300609032	1		开始激活部署额外的援军。\n<color=#fffff><size=27> 击败敌人以进入下一阶段</size></color>	3
300609033	1		两台菁英感染体加入了战斗。\n<color=#fffff><size=27> 当心敌人的连续攻击</size></color>	3
300609034	1		“听到可疑的声音”\n<color=#fffff><size=27> 跟上敌人</size></color>	2
300609011	1		"""已激活部署...援军""\n<color=#fffff><size=27> 额外的援军已经到达</size></color>"	3
300609012	1		位于中央的感染体启动\n<color=#fffff><size=27> 击败感染体</size></color>	3
300609013	1		当前敌人已击败\n<color=#fffff><size=27> 前往下一个目标点</size></color>	3
300605011	1		注意：敌人有很高的抗性！\n<color=#fffff><size=27> 考虑别的方式击败它们</size></color>	2
300605012	1		阿瓦隆机炮已经激活！\n<color=#fffff><size=27> 利用机炮击败所有敌人</size></color>	3
300604011	1		  武藏玖型已经激活！\n<color=#fffff><size=27>好好利用它将敌人击败</size></color>	3
300603011	1		喷涂机械已经激活！\n<color=#fffff><size=27> 将敌人吸引到它身边击败</size></color>	3
300608011	1		目标是击败所有敌人\n<color=#fffff><size=27> 注意不要被敌人包围！</size></color>	2
300608012	1		出现了新的敌人援军\n<color=#fffff><size=27> 当心跳跃攻击的敌人</size></color>	3
300608013	1		“对敌程序启动，击败目标”\n<color=#fffff><size=27> 击败感染体</size></color>	3
300610011	1		调查工厂设备以获取资料\n<color=#fffff><size=27> 与中央设备互动</size></color>	2
300610012	1		“发现入侵”\n<color=#fffff><size=27> 资料获取中断了，击败感染体以继续</size></color>	3
300610013	1		“入侵等级提升，一级警戒”\n<color=#fffff><size=27> 资料获取中断了，击败感染体以继续</size></color>	3
300610014	1		“入侵等级最高，三级警戒”\n<color=#fffff><size=27> 资料获取完成，击败感染体以完成目标</size></color>	3
300610015	1		感染体已击败\n<color=#fffff><size=27> 与设备互动以继续获取资料</size></color>	3
300606011	1		目标是击败敌人头领\n<color=#fffff><size=27> 靠近点看看吧</size></color>	2
300606012	1		头领似乎有防护\n<color=#fffff><size=27> 击败敌人，注意来自远程的攻击</size></color>	3
300606013	1		似乎..敌人变多了？\n<color=#fffff><size=27>注意:敌人逐渐变强</size></color>	3
300606014	1		强化的敌人出现，请小心\n<color=#fffff><size=27>继续击败当前敌人</size></color>	3
300606015	1		头领防护已解除\n<color=#fffff><size=27> 击败头领以完成目标</size></color>	3
300606017	1		危险!生命值低下\n<color=#fffff><size=27> 寻找场景中的急救包回复生命</size></color>	3
300611011	1		目标是击败所有敌人\n<color=#fffff><size=27> 前往目标点</size></color>	2
300801021	2		生存下来！	
300801022	2		击败所有敌人	
300801023	2		无尽的战斗！	
300801024	2		击败所有敌人	
302010101	2		和里交谈	
302010102	2		到达目标区域	
302010103	2		击败全部机械体	
302010111	1		丽芙离队以后\n灰鸦快速接近黄金之涡中心	3
302010112	1		灰鸦要找到被沙雀遗弃的另一件诱导装置	3
302010200	2		向露西亚询问情况	
302010201	2		调查死亡的构造体（{0}/3）	
302010202	2		站到真正的凶手面前	
302010203	2		击败真凶	
302010204	2		击败真凶	
302010210	1		调查死亡的构造体	3
302010211	1		遗体背部凹陷严重	3
302010212	1		遗体颈部有个窟窿，像是穿透伤	3
302010213	1		遗体有多处冻裂痕迹	3
302010214	1		它不是凶手\n真凶触发警报，全部守卫警觉	3
302010215	1		成功揪出凶手\n凶手引爆守卫、趁乱攻过来	3
302010216	1		另一个凶手从流沙中现身	3
302010251	1		灰鸦发现了沙雀队员的遗体	3
302010301	2		击败所有守卫	
302010311	1		沙雀半路上遭遇机械守卫伏击	3
302010312	1		沙雀继续前进\n丝毫没有察觉正被人监视	3
302010401	2		操纵终端机-桥头	
302010402	2		操纵终端机-桥尾	
302010403	2		击败追击中的守卫	
302010404	2		移动到目标区域	
302010411	1		成功解除力场！	2
302010412	1		成功恢复力场！	2
302010413	1		一个守卫被召唤到场！	2
302010414	1		操纵终端机-桥头\n解除不明力场	2
302010415	1		操纵终端机-桥尾\n用力场阻隔追兵	2
302010451	1		沙雀进入黄金之涡主建筑\n却触发陷阱，陷落到地下	3
302010452	1		守卫被挡住了\n准备撤离	3
302010501	2		击败精英守卫	
302010511	1		精英守卫召唤了帮手！	2
302010551	1		里离队后\n激增的守卫逼迫灰鸦退守至地下	3
302010601	2		和构造体交谈	
302010602	2		击败所有构造体	
302010611	1		构造体向四周发出警报\n其他构造体伺机包围露西亚	3
302010651	1		打败精英守卫\n露西亚必须向新的藏身地转移	3
302010701	2		击败女王禁卫·苦刑之女	
302010751	1		里发现地底下的机关密道\n借用密道来躲避守卫	3
302010801	2		击败女王禁卫·苦刑之女	
302010851	1		灰鸦突破了守卫的包围圈\n苦刑之女紧随其后	3
302010901	2		击败拦路的守卫	
302010951	1		丽芙和布朗宁上路后\n布朗宁的机体状态愈发虚弱。	3
302011001	2		击退守卫	
302011002	2		调查装置	
302011003	2		在装置旁坚持<color=#ff0000>{0}</color>/40秒	
302011004	2		在装置旁坚持<color=#00ff00>40</color>/40秒	
302011005	2		击败所有守卫	
302011011	1		挖掘完成\n击败所有机械守卫	2
302011051	1		为了保护布朗宁\n丽芙承受着守卫全部火力	2
302011101	2		击败安全程序	
302011102	2		击败剩下的安全程序	
302011103	2		改写能源协议	
302011111	1		击败所有安全程序	3
302011112	1		一个安全程序倒下了！\n<size=27>另一个安全程序升级了自身！</size>	5
302011113	1		成功击败所有安全程序	3
302011151	1		丽芙入侵装置系统\n遭遇了意料之外的安全程序	3
302020100	2		击败机械守卫	
302020101	2		审讯机械守卫	
302020109	2		审讯进度（<color=#ff0000>{0}</color>/20）	
302020110	2		审讯进度（<color=#00ff00>{0}</color>/20）	
302020111	1		审讯感染体\n<size=27>确保目标血量在30%以下</size>	2
302020112	1		成功控制守卫	2
302020113	1		守卫挣脱了控制	2
302020114	1		审讯成功！\n<size=27>检查守卫机体</size>	2
302020151	1		跟部下分开后\n渡边着手调查守卫的防御体系	3
302020201	2		击败守卫	
302020202	2		击败守卫和沙雀队员	
302020211	1		成功激活沙雀队员	2
302020212	1		沙雀队员偷袭了比安卡	2
302020251	1		比安卡发现还活着的沙雀队员	2
302020301	2		对抗比安卡并获胜	
302020311	1		比安卡惊动了守卫	2
302020351	1		因立场相悖\n渡边和比安卡的矛盾迅速升级	2
302020400	2		抗击机械守卫	
302020401	2		冲过机械守卫的阻拦	
302020411	1		<size=50>不要恋战！</size>	2
302020451	1		搜索人质途中\n渡边闯入天气引擎室	2
302020501	2		调查守卫	
302020502	2		击败所有守卫	
302020511	1		哒哒嘀哒	2
302020512	1		嘀嘀哒	2
302020513	1		嘀，嘀	2
302020514	1		哒嘀	2
302020515	1		哒哒嘀哒，嘀嘀哒，嘀，嘀，哒嘀！	2
302020516	1		守卫整齐地注视比安卡，并发动袭击	2
302020551	1		收集分析样本期间\n比安卡发现一群静止的守卫	2
302020601	2		和神志不清的遗忘者谈一谈	
302020602	2		跟随构造体	
302020603	2		保护神志不清的遗忘者	
302020604	2		稍微刺激一下遗忘者	
302020605	2		击败渡边	
302020611	1		渡边被迫现身	2
302020612	1		渡边发起袭击了	2
302020651	1		二次冲突爆发\n渡边却好像无心应战	3
302020701	2		击败精英感染体	
302020702	2		击败罗兰	
302020751	1		神威追着罗兰冲进建筑内部	3
302020801	2		避开守卫的侦察	
302020802	2		击败所有敌人	
302020803	2		解救“人质”	
302020804	2		解救人质	
302020805	2		击败狱长和狱卒	
302020812	1		得到“犯人的真相”\n<size=27> 现在的人质是狱长假扮</size>	3
302020813	1		比安卡被发现\n<size=27>遭到狱卒围攻 </size>	3
302020814	1		你识破了狱长的伪装\n<size=27> 狱长的血量降低了50%</size>	3
302020815	1		狱长偷袭比安卡\n<size=27>比安卡受到了重创 </size>	3
302020851	1		比安卡潜入地牢\n准备营救人质	5
302020901	2		击败女王禁卫	
302020902	2		和渡边一起击败敌人	
302020911	1		成功营救遗忘者！\n<size=27> 遗忘者重新加入战斗</size>	2
302020912	1		<size=50> 渡边加入了战斗！</size>	2
302020913	1		女王禁卫开始轰炸\n<size=27>注意躲避</size>	2
302020951	1		渡边紧急折返\n赶来帮助比安卡	3
302030101	2		击败所有敌人	
302030111	1		击败所有敌人	3
302030151	1		受抗体影响\n罗兰的帕弥什活性加速下降	3
302030201	2		协助七实击败敌人	
302030202	2		跟上七实	
302030211	1		协助七实击败敌人	3
302030251	1		七实率先冲入战场\n引来敌人的围攻	3
302030301	2		利用“自动火炮”击败守卫	
302030311	1		坚持90秒！\n<size=27>击败不断出现的敌人</size>	3
302030312	1		一只守卫加入了战斗！	3
302030313	1		成功坚持90秒！\n<size=27>守卫已不再产生</size>	3
302030351	1		卡列尼娜边赶路边收集作战资源	3
302030401	2		增援来临前击败感染体	
302030402	2		击败所有敌人	
302030403	2		获取核心部件	
302030404	2		击败增援感染体	
302030405	2		迎击增援感染体	
302030411	1		注意远端增援途中的感染体	3
302030412	1		七实遭到感染体左右夹击	3
302030413	1		感染体的核心部件暴露了出来	3
302030414	1		隐约可看到感染体的核心部件	3
302030415	1		七实的强大\n粉碎了感染体的夹击策略	3
302030416	1		击败前来增援的感染体	3
302030451	1		警报暴露七实的位置\n感染体正源源不断来袭	3
302030501	2		击败游荡的敌人	
302030502	2		启动收发终端机	
302030503	2		拾取收发终端	
302030504	2		放置终端，重建网络(<color=#ff0000>{0}</color>/3)	
302030505	2		保护终端，击败守卫(<color=#ff0000>{0}</color>/3)	
302030506	2		保护终端，击败守卫(<color=#00ff00>3</color>/3)	
302030511	1		击败游荡的敌人	3
302030512	1		拾取收发终端\n机体受重超负荷	3
302030513	1		你启动了强殖臂\n<size=27>轻松拾取收发终端机</size>	3
302030514	1		成功重建信道！	3
302030551	1		全区通讯都被干扰\n卡列尼娜要重建网络信道	3
302030601	2		查看罗兰身下的送风口	
302030602	2		调查送风口	
302030603	2		封闭送风口	
302030604	2		利用敌人封闭送风口	
302030605	2		封闭剩下的送风口	
302030606	2		打压反叛的罗兰	
302030611	1		站在送风口上试试	3
302030612	1		敌人出现了！	3
302030613	1		成功封闭送风口	3
302030614	1		敌人重新开始了运动\n<size=27>或许送风口可以阻止敌人的恢复</size>	3
302030651	1		七实成功定位送风口	3
302030701	2		尝试提取蓝图 (第 {0} 次)	
302030702	2		击退守卫	
302030703	2		提取蓝图芯片	
302030704	2		击败守卫，提取蓝图	
302030705	2		击败已激活守卫	
302030711	1		选择一处守卫\n尝试提取蓝图	3
302030712	1		提取失败，但依靠暴力破解\n卡列尼娜仍然得到蓝图	3
302030713	1		敌人掉落了蓝图芯片！	3
302030714	1		发现完整蓝图！	3
302030715	1		提取失败，守卫已激活	3
302030751	1		卡列尼娜和神威发现了最初建造黄金之涡的“工程师”……	3
302030801	2		测试敌人的强度	
302030802	2		敌人太强，离开此区域	
302030803	2		寻找克敌方法	
302030804	2		收集黄金粉末(<color=#ff0000>{0}</color>/5)	
302030805	2		收集黄金粉末(<color=#00ff00>{0}</color>/5)	
302030806	2		利用零件搭建压缩设备	
302030807	2		拾取<color=#ffff00>【压缩设备】</color>	
302030808	2		选择地点部署<color=#ffff00>【压缩设备】</color>	
302030809	2		击败拦路的敌人	
302030810	2		击败被削弱的精英	
302030811	1		精英感染体尽情挥洒破坏力\n<size=27>远离精英感染体</size>	
302030812	1		精英感染体开始冷却下来	3
302030813	1		击败敌人收集<color=#ffff00>【黄金粉末】</color>	3
302030814	1		<color=#ffff00>【黄金粉末】</color>收集完毕！	3
302030815	1		将<color=#ffff00>【黄金粉末】</color>注入压缩设备	3
302030816	1		全部<color=#ffff00>【黄金粉末】</color>已注入压缩设备	3
302030817	1		获得<color=#ffff00>【压缩设备】</color>！\n<size=27>负重降低了你的移动速度</size>	3
302030818	1		获得<color=#ffff00>【压缩设备】</color>！\n<size=27>你启动了强殖臂</size>	3
302030819	1		<color=#ffff00>【黄金粉末】</color>已投放\n敌人遭到持续削弱	3
302030851	1		精英感染体向神威发起挑战	3
302030901	2		破坏安全程序(<color=#ff0000>{0}</color>/4)	
302030902	2		破坏安全程序(<color=#00ff00>4</color>/4)	
302030903	2		破坏反抗中的主程式	
302030911	1		随意注入帕弥什	3
302030912	1		开始破坏安全程序	3
302030913	1		安全程序被破坏(<color=#ff0000>{0}</color>/4)	3
302030914	1		安全程序被破坏(<color=#00ff00>4</color>/4)	3
302030915	1		帕弥什已感染动力系统	3
302030951	1		罗兰抵达黄金之涡的核心动力室\n入侵了动力系统	3
302031001	2		击败守卫，不让它们干扰七实	
302031002	2		协助七实击溃安全程序	
302031011	1		快速击败敌人，帮助七实	3
302031012	1		七实长时间不受干扰\n她的入侵渗透率提高了\n<size=27>七实的攻击提高了！</size>	3
302031013	1		七实长时间不受干扰\n她的入侵渗透率提高了\n<size=27>七实的护甲提高了！</size>	3
302031014	1		七实长时间不受干扰\n她的入侵渗透率提高了\n<size=27>七实的抗性提高了！</size>	3
302031015	1		<size=50>七实血量低于75%！</size>	3
302031016	1		<size=50>七实血量低于50%！</size>	3
302031017	1		<size=50>七实血量低于25%！</size>	3
302031018	1		<size=50>七实入侵失败！</size>	3
302031019	1		协助七实击败敌人	3
302031020	1		系统连接中……	3
302031021	1		系统连接成功！	3
302031022	1		成功进入系统！	3
302031051	1		七实和守卫系统的安全程序搏斗	3
302031101	2		移动到目标区域	
302031102	2		挑战女王禁卫	
302031111	1		臂力未达要求\n无法搬起钢桶	3
302031112	1		轻松搬起含有“硝Ⅲ聚合物”的钢桶	3
302031113	1		卡列尼娜吵闹着：“硝Ⅲ聚合物”可作为路障炸药	3
302031151	1		女王禁卫把守寝宫各个入口	3
302040101	2		击败所有守卫	
302040111	1		击败所有敌人	3
302040151	1		妮特震怒\n命令守卫击败所有构造体	3
302040201	2		提取密匙，击败守卫	
302040202	2		提取密匙，击败守卫	
302040203	2		移动到目标区域	
302040211	1		成功提取密匙\n背叛妮特的构造体会帮助灰鸦	3
302040212	1		其中一个构造体遭到守卫围剿	3
302040213	1		构造体守卫：感谢你们，帮我彻底脱离妮特的掌控……	3
302040214	1		提取密匙失败	3
302040215	1		比安卡已牵制住守卫\n趁机找出叛徒	5
302040251	1		妮特封闭了寝宫\n七实提示要找到叛徒	3
302040301	2		选择操纵哪种守卫	
302040302	2		移动到目标区域	
302040303	2		突击！击败所有敌人	
302040304	2		利用阿瓦隆击败敌人	
302040305	2		利用自走雷虫击败敌人	
302040311	1		选择要操纵的守卫	3
302040312	1		阿瓦隆会协助你击败敌人	3
302040313	1		自走雷虫会间歇出现在你周围	3
302040314	1		你选择了直接突袭	3
302040315	1		利用操纵后的守卫，击败敌人	3
302040351	1		为了节省战斗能源\n卡列尼娜挟持守卫的操纵权	3
302040401	2		击败所有守卫	
302040402	2		前往下一个战斗场地	
302040403	2		和七实一起战胜强敌	
302040411	1		七实机体能量下降25%\n协助她击败守卫	5
302040412	1		七实机体能量下降50%\n协助她击败最后几个守卫	5
302040413	1		七实机体能量下降75%\n指挥官把她接过来了	5
302040451	1		跳进机关后\n七实和灰鸦落在不同的平台	3
302040501	2		击倒女王守卫	
302040502	2		击倒女王守卫	
302040503	2		接近女王禁卫	
302040504	2		击败女王禁卫	
302040511	1		击败所有敌人	3
302040512	1		女王禁卫充能完毕\n进入最佳作战状态	3
302040551	1		比安卡从陷阱滑落\n妮特安排的守卫已经就位	3
302040601	2		掩护反病毒程序（{0} / 2）	
302040602	2		移动到目标点	
302040611	1		掩护反病毒程序	3
302040612	1		一个反病毒程序已被击败	3
302040613	1		反病毒程序全灭	3
302040651	1		神威入侵动力系统\n对抗病毒，延缓感染速度	3
302040701	2		调试破解装置②	
302040702	2		同步破解装置①	
302040703	2		击败所有敌人	
302040704	2		接入虚拟机	
302040705	2		开启最终破解	
302040711	1		前往关门系统点位\n调试破解装置②	3
302040712	1		中继台已连接\n返回同步破解装置①	3
302040713	1		已接入虚拟机\n返回开始最终破解	3
302040714	1		被守卫熟悉了路线\n遭到守卫埋伏	3
302040715	1		若干守卫突破了外墙\n保护破解装置	3
302040716	1		前往关门系统点位\n接入虚拟机	3
302040717	1		妮特干扰系统失败\n恼羞成怒展开报复	3
302040751	1		卡列尼娜正破解安全程序\n打开通往建筑顶层的安全门	3
302040801	2		先选择并击败一处禁卫	
302040802	2		快速击败“女王禁卫”	
302040803	2		快速击败“黄金禁卫”	
302040804	2		击败所有敌人	
302040805	2		击败另一边的“女王禁卫”	
302040806	2		击败另一边的“黄金禁卫”	
302040811	1		决定优先击败哪一方的禁卫	3
302040812	1		“女王禁卫”发现了你！	3
302040813	1		你遭遇了“黄金禁卫”！	3
302040851	1		抵达黄金之涡顶层\n灰鸦等遭到禁卫前后夹击	3
302040901	2		移动到目标点	
302040902	2		击败黄金女王·妮特	
302040911	1		女王禁卫一动不动\n如果更理解禁卫的机械构造，或许能操纵它	3
302040912	1		尝试着启动了一下\n<size=27>巨大机器人动了起来</size>	3
302040913	1		黄金女王攻了过来！	3
302040914	1		巨大的身影跳向前方\n<size=27>机器人冲上前拦住了敌人</size>	3
302040915	1		黄金女王遭到重创\n她连接了另一台女王禁卫	3
302040916	1		黄金女王与禁卫结合\n禁卫获得无上之力	3
302040951	1		妮特派出全部禁卫\n她与禁卫结合，亲自督战	3
313010301	2		制造大量的“雪花”吧	
313010311	1		攻击库罗罗制造“雪花”	3
313010401	2		找一棵合适的树	
313010402	2		击败袭来的感染体	
313010403	2		继续伐木工作	
313010411	1		利用伐木声的掩护\n砍倒眼前的树	3
313010412	1		你被感染体发现了！\n<size=27> 电锯声在寂静的伐木场显得特别刺耳</size>	3
313010413	1		继续先前的工作\n<size=27> 没有感染体干扰，放开手去做吧！</size>	3
313010414	1		距离感染体过近！\n<size=27> 感染体感受到你的气息</size>	3
313010415	1		成功锯倒大树！	3
313010416	1		倒下的大树砸中了感染体！	3
313010417	1		你被倒下的大树砸中了！	3
313010701	2		引爆远处的大门	
313010711	1		躲避机械萤火虫的点燃\n<size=27> 引爆远处的大门</size>	3
313010712	1		你引爆了裂变原虫！	3
313010713	1		你被机械萤火虫点燃！	3
313010714	1		引爆大门成功！	3
313010715	1		引爆大门失败！	3
313010716	1		一阵手忙脚乱后\n你不小心炸到了自己	3
313010717	1		卡列尼娜陷入了昏迷	3
313010901	2		击退所有敌人	
313010902	2		接近库罗罗	
313010911	1		拯救被围攻的库罗罗	3
313010912	1		成功击退所有敌人！\n<size=27> 去看看库罗罗怎样了</size>	3
800104021	2		当前拥有 {0} 枚金币	99
800104022	2		距离最近的目标{0}米	99
800104023	3		距离最近的目标{0}米	99
800104024	4		距离最近的目标{0}米	99
300701	1		迅捷猎手\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300702	1		刀锋乱舞\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300703	1		复苏剑圣\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300704	1		独狼利刃\n<color=#fffff><size=27> 限定时间内击败敌人头领</size></color>	3
300705	1		禁卫统领\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300706	1		元素屠夫\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300707	1		强攻炮手\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300708	1		冰径剑士\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300709	1		突击刀锯\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
300710	1		双子猎人\n<color=#fffff><size=27> 限定时间内击败所有敌人</size></color>	3
110101	1		靠近喷涂机械\n<color=#fffff><size=27> 按照指示前进获取线索</size></color>	3
110102	1		搜集记忆芯片\n<color=#fffff><size=27> 按照指示与所有芯片互动以进行搜集</size></color>	3
110103	1		芯片搜集完成\n<color=#fffff><size=27> 把记忆芯片重新组装回喷涂机械内</size></color>	3
110104	2		搜集喷涂机械的记忆芯片（{0}/3）	1
110105	1		“自由……想要分享……”\n<color=#fffff><size=27>寻找适合创作的地点</size></color>	3
110106	2		按照指示寻找创作点	
110107	1		“这不是我…想要的…样子”\n<color=#fffff><size=27>重新尝试一遍吧</size></color>	3
110108	1		“这不好玩……”\n<color=#fffff><size=27>似乎对这个地方失去了兴趣</size></color>	3
110109	1		<size=35>“…自由的世界…自由地创作…”</size>\n<color=#fffff><size=27>周围的机械似乎都没有敌意了</size></color>	3
110110	1		<size=35>“多么……美好的……世界……”</size>\n<color=#fffff><size=27>周围的机械仿佛没有了敌意</size></color>	3
110111	1		<size=35>“大家……都感到了快乐……”</size>\n<color=#fffff><size=27>周围的机械仿佛没有了敌意</size></color>	3
110112	1		<size=35>“就从这里……开始吧……”</size>\n<color=#fffff><size=27>前往幻影消失点的楔子</size></color>	3
110113	1		<size=35>“好多……好多……观众……”</size>\n<color=#fffff><size=27>击败所有记忆残像</size></color>	3
110114	1		<size=35>“多么……美好的……世界……”</size>\n<color=#fffff><size=27>继续前往消失点的楔子</size></color>	3
110115	1		“自由……想要分享……”\n<color=#fffff><size=27>击败所有记忆残像</size></color>	3
110116	1		<size=35>“大家……都感到了快乐……”</size>\n<color=#fffff><size=27>前往记忆中止点</size></color>	3
110117	1		保护涂鸦\n<color=#fffff><size=27>先把这些碍事的家伙们赶走吧</size></color>	3
110118	1		保护涂鸦\n<color=#fffff><size=27>赶走阻止创作的碍事者</size></color>	3
110119	1		“涂鸦艺术……艺术……！”\n<color=#fffff><size=27>更多赶来协助的同道者已经到达</size></color>	3
110120	2		想办法对付阻挠者	
110121	2		按照指示逃离	
110122	2		保护自己，赶走碍事者	
110123	1		<size=35>“还需要更多的……同伴……”</size>\n<color=#fffff><size=27>击败所有记忆残像</size></color>	3
110124	1		<size=35>“那些人类…无法阻止…我们…”</size>\n<color=#fffff><size=27>击败所有记忆残像</size></color>	3
110125	1		<size=35>“我们要……找到……先哲……”</size>\n<color=#fffff><size=27>击败所有记忆残像</size></color>	3
110126	1		<size=35>“人类…无法理解…无法理解…”</size>\n<color=#fffff><size=27>前往记忆中止点</size></color>	3
110127	1		<size=35>“从这里开始…继续创作吧…”</size>\n<color=#fffff><size=27>靠近地面发光点进行喷涂</size></color>	3
110128	1		“这里……开始创作……吧！”\n<color=#fffff><size=27>前往记忆点的楔子</size></color>	3
110129	2		前往下一个记忆点的楔子	
110130	1		保护自己\n<color=#fffff><size=27>提法手下的感染体发动了攻击</size></color>	3
110131	1		继续保护自己\n<color=#fffff><size=27>提法手下的感染体发动了攻击</size></color>	3
110132	1		“保护……领袖！”\n<color=#fffff><size=27>在同道者的支援下逃离</size></color>	3
110133	2		击败所有记忆残像	
110134	2		前往幻影消失点的楔子	
110135	2		<size=32>在感染体的攻势下保护自己</size>	
110136	1		碍事者似乎都已撤离\n<color=#fffff><size=27>按照指示前往下一个创作点</size></color>	3
110137	2		靠近目标点进行喷涂	
110138	1		<size=35>“多么……美好的……世界……”</size>\n<color=#fffff><size=27>自由发挥完成，前往下一个地点</size></color>	3
110201	2		<size=31>跟随意识投影潜入意识海深处</size>	
110202	2		<color=#ff5656>在残酷的竞争中获得胜利</color>	
110203	2		<color=#ff5656><size=31>摧毁隔离装置与驻守部队</size></color>	
110204	2		<color=#ff5656><size=31>前往有利地形，释放裂变原虫</size></color>	
110205	2		<color=#ff5656>击退神威</color>	
110206	2		<color=#ff5656>跟随罗兰</color>	
110207	2		<color=#ff5656>击败武藏玖型</color>	
110208	2		<color=#ff5656>击败构造体小队</color>	
110209	2		击败所有病毒造影	
110301	2		<color=#ff5656>击破自律警卫</color>	
110302	2		<color=#ff5656>击破所有仿生动物展品</color>	
110303	2		<color=#ff5656><size=31>挑战机关，不要被感应哨发现</size></color>	
110304	1		已被侦测\n<color=#fffff><size=27>部分自律警卫已被激活</size></color>	3
110305	2		<color=#ff5656>击倒构造体小队</color>	
110306	2		<color=#ff5656>收集瘫痪的构造体</color>	
110307	2		<color=#ff5656><size=27>寻找位置布置灰鸦小队的欢迎仪式</size></color>	
110308	2		<color=#ff5656>击败庄园管家</color>	
110309	2		击败所有感染体	
110401	2		击败守卫，离开地牢	
110402	2		抵达丽芙标记的地点	
110403	2		击败病毒造影	
110404	1		在庄园中搜索\n<color=#fffff><size=27>寻找与艾玛相关的物件</size></color>	3
110405	2		与目标点互动	
110406	2		击败碍事的感染体	
110407	2		按照指示离开此处	
110408	1		<size=38>数据解耦成功，正在热加载</size>	3
110409	2		打败精英感染体	
110410	1		在庄园中搜索\n<color=#fffff><size=27>击败碍事的感染体</size></color>	3
110411	2		<size=30>与目标点互动以跳跃至下一区域</size>	
110412	1		暂时击退感染体了\n<color=#fffff><size=27>离开此处吧</size></color>	3
110413	1		模拟完成\n<color=#fffff><size=27> 即将开启下一阶段的模拟作战</size></color>	3
110414	2		打败庄园管家	
110601	1		执行清洗\n<color=#fffff><size=27> 击败违抗命令的感染体</size></color>	3
110602	2		击败违抗者	
110603	2		前往下一个目标	
110604	1		跟上修女\n<color=#fffff><size=27> 到目标点进行记忆同步</size></color>	3
110605	2		<size=31>跟随修女前往下一个区域</size>	
110606	2		<size=30>击败感染体以继续同步</size>	
110607	1		<size=36>保护修女的数据完整</size>\n<color=#fffff><size=27> 阻止帕弥什病毒的逻辑攻击</size></color>	3
110608	2		<size=28>在同步圈内护送修女至目的地</size>	
110609	1		记忆同步失败\n<color=#fffff><size=27> 修女的数据核心已经被摧毁</size></color>	3
110610	1		修女已成功抵达\n<color=#fffff><size=27> 到目标点结束记忆同步</size></color>	3
110611	1		执行清洗\n<color=#fffff><size=27> 击败来犯的感染体</size></color>	3
110612	2		<size=31>击败消防卫士</size>	
110613	1		数据影响修复中\n<color=#fffff><size=27> 完成度50%</size></color>	3
110614	1		数据修复完成\n<color=#fffff><size=27> 重新同步中</size></color>	3
110615	1		<size=36>保护修女的数据核心</size>\n<color=#fffff><size=27> 同步圈内存在敌人会导致同步暂停</size></color>	3
110616	1		<size=36>记忆回溯完成</size>\n<color=#fffff><size=27> 前往记忆中止点</size></color>	3
110617	1		取得修女最后的记忆片段	3
300107	1		目标是击败所有感染体\n<color=#fffff><size=27> 限定时间内未被击败的敌人将被强化</size></color>	3
200101	1		击败敌人以削弱头领能力\n<color=#fffff><size=27> 限定时间内未被击败的敌人将强化头领</size></color>	3
200102	1		第一阶段结束\n<color=#fffff><size=27> 强化的头领即将加入战斗！</size></color>	3
200103	1		击败了所有的敌人\n<color=#fffff><size=27> 头领即将加入战斗！</size></color>	3
200104	1		恭喜你触发彩蛋\n<color=#fffff><size=27> 准备对抗完全强化的头领吧！</size></color>	3
300001	6		DefaultOpen	
300002	6		DefaultClose	
200105	1		选择一条路线前进\n<color=#fffff><size=27>在任意路线击败所有敌人都可达成目标</size></color>	3
200106	1		选择了强敌路线\n<color=#fffff><size=27>倒计时结束后敌人将被强化</size></color>	3
