Id	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition[1]	ActivateCondition[2]	ActivateCondition[3]	Condition[1]	Condition[2]	Condition[3]	Result	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType
267	1	8200	普通第七章	通关普通剧情7-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					267			1	100167	267			剧情	253		12	11		1
268	1	8190	普通第七章	通关普通剧情7-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					268			1	100168	268			剧情	253		12	11		1
326	1	8180	普通第七章	通关普通剧情7-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					326			1	100226	326			剧情	253		12	11		1
270	1	8170	普通第七章	3个构造体达到50级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					270			3	100170	270			剧情	253		12	11		1
271	1	8160	普通第七章	升级构造体技能100次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					271			100	100171	271			剧情	253		12	11		1
269	1	8150	完成第七章所有任务	完成普通第七章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					269			18	100169				剧情	253		12	11	1	1
272	1	8140	隐藏第六章	通关隐藏剧情6-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					272			1	100172	272			剧情	269		13	12		1
273	1	8130	隐藏第六章	通关隐藏剧情6-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					273			1	100173	273			剧情	269		13	12		1
274	1	8120	隐藏第六章	通关隐藏剧情6-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					274			1	100174	274			剧情	269		13	12		1
275	1	8110	隐藏第六章	通关隐藏剧情6-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					275			1	100175	275			剧情	269		13	12		1
278	1	8100	隐藏第六章	通关隐藏剧情6-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					278			1	100178	278			剧情	269		13	12		1
333	1	8090	隐藏第六章	通关隐藏剧情6-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					333			1	100233	333			剧情	269		13	12		1
276	1	8080	隐藏第六章	3个构造体达到55级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					276			3	100176	276			剧情	269		13	12		1
277	1	8070	隐藏第六章	拥有7件45级的橙色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					277			7	100177	277			剧情	269		13	12		1
279	1	8060	完成第六章所有任务	完成隐藏第六章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					279			8	100179				剧情	269		13	12	1	1
280	1	8050	普通第八章	通关普通剧情8-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					280			1	100180	280			剧情	279		14	13		1
281	1	8040	普通第八章	通关普通剧情8-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					281			1	100181	281			剧情	279		14	13		1
282	1	8030	普通第八章	通关普通剧情8-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					282			1	100182	282			剧情	279		14	13		1
283	1	8020	普通第八章	通关普通剧情8-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					283			1	100183	283			剧情	279		14	13		1
284	1	8010	普通第八章	拥有10件45级的橙色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					284			10	100184	284			剧情	279		14	13		1
285	1	8000	普通第八章	升级构造体技能120次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					285			120	100185	285			剧情	279		14	13		1
286	1	7990	普通第八章	通关普通剧情8-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					286			1	100186	286			剧情	279		14	13		1
287	1	7980	普通第八章	通关普通剧情8-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					287			1	100187	287			剧情	279		14	13		1
290	1	7970	普通第八章	意识突破36次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					290			36	100190	290			剧情	279		14	13		1
291	1	7960	普通第八章	武器突破12次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					291			12	100191	291			剧情	279		14	13		1
288	1	7950	普通第八章	通关普通剧情8-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					288			1	100188	288			剧情	279		14	13		1
289	1	7940	普通第八章	通关普通剧情8-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					289			1	100189	289			剧情	279		14	13		1
292	1	7930	普通第八章	通关普通剧情8-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					292			1	100192	292			剧情	279		14	13		1
293	1	7920	普通第八章	通关普通剧情8-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					293			1	100193	293			剧情	279		14	13		1
294	1	7910	普通第八章	通关普通剧情8-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					294			1	100194	294			剧情	279		14	13		1
327	1	7900	普通第八章	通关普通剧情8-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					327			1	100227	327			剧情	279		14	13		1
296	1	7890	普通第八章	1个构造体达到60级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					296			1	100196	296			剧情	279		14	13		1
297	1	7880	普通第八章	升级构造体技能140次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					297			140	100197	297			剧情	279		14	13		1
295	1	7870	完成第八章所有任务	完成普通第八章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					295			18	100195				剧情	279		14	13	1	1
298	1	7860	隐藏第七章	通关隐藏剧情7-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					298			1	100198	298			剧情	295		15	14		1
299	1	7850	隐藏第七章	通关隐藏剧情7-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					299			1	100199	299			剧情	295		15	14		1
300	1	7840	隐藏第七章	通关隐藏剧情7-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					300			1	100200	300			剧情	295		15	14		1
301	1	7830	隐藏第七章	通关隐藏剧情7-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					301			1	100201	301			剧情	295		15	14		1
304	1	7820	隐藏第七章	通关隐藏剧情7-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					304			1	100204	304			剧情	295		15	14		1
334	1	7810	隐藏第七章	通关隐藏剧情7-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					334			1	100234	334			剧情	295		15	14		1
302	1	7800	隐藏第七章	3个构造体达到60级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					302			3	100202	302			剧情	295		15	14		1
303	1	7790	隐藏第七章	拥有12件45级的橙色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					303			12	100203	303			剧情	295		15	14		1
305	1	7780	完成第七章所有任务	完成隐藏第七章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					305			8	100205				剧情	295		15	14	1	1
306	1	7770	隐藏第八章	通关隐藏剧情8-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					306			1	100206	306			剧情	305		16	15		1
307	1	7760	隐藏第八章	通关隐藏剧情8-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					307			1	100207	307			剧情	305		16	15		1
308	1	7750	隐藏第八章	通关隐藏剧情8-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					308			1	100208	308			剧情	305		16	15		1
309	1	7740	隐藏第八章	通关隐藏剧情8-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					309			1	100209	309			剧情	305		16	15		1
312	1	7730	隐藏第八章	通关隐藏剧情8-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					312			1	100212	312			剧情	305		16	15		1
335	1	7720	隐藏第八章	通关隐藏剧情8-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					335			1	100235	335			剧情	305		16	15		1
310	1	7710	隐藏第八章	3个构造体达到70级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					310			3	100210	310			剧情	305		16	15		1
311	1	7700	隐藏第八章	拥有18件45级的橙色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					311			18	100211	311			剧情	305		16	15		1
313	1	7690	完成第八章所有任务	完成隐藏第八章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					313			8	100213				剧情	305		16	15	1	1
700	9	10000	远征	派遣1次队伍通关据点战	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					700			1	210000	700			通关						
710	9	9970	新的地区	通关据点战2-1	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					710			1	210001	710			通关						
720	9	9940	炮火覆盖	通关据点战3-1	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					720			1	210002	720			通关						
730	9	9910	感染构造体	通关据点战4-1	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					730			1	210003	730			通关						
740	9	9880	囚人三	通关据点战5-1	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					740			1	210004	740			通关						
750	9	9850	地下城市	通关据点战6-1	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					750			1	210005	750			通关						
760	9	9820	注意躲避	通关据点战7-1	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					760			1	210006	760			通关						
770	9	9790	修整阵地	通关据点战8-1	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					770			1	210007	770			通关						
800	6	9100	灰鸦档案001	通关据点战1-1	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					800			1	220000	800			通关						
801	6	9090	灰鸦档案002	通关据点战1-2	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					801			1	220001	801			通关	800					
802	6	9080	灰鸦档案003	通关据点战1-3	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					802			1	220002	802			通关	801					
803	6	9070	灰鸦档案004	通关据点战1-4	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					803			1	220003	803			通关	802					
804	6	9060	灰鸦档案005	通关据点战1-5	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					804			1	220004	804			通关	803					
805	6	9050	灰鸦档案006	通关据点战1-6	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					805			1	220005	805			通关	804					
806	6	9040	灰鸦档案007	通关据点战1-7	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					806			1	220006	806			通关	805					
807	6	9030	灰鸦档案008	通关据点战1-8	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					807			1	220007	807			通关	806					
808	6	9020	灰鸦档案009	通关据点战1-9	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					808			1	220008	808			通关	807					
809	6	9010	灰鸦档案010	通关据点战1-10	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					809			1	220009	809			通关	808					
810	6	9000	灰鸦档案011	通关据点战1-11	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					810			1	220010	810			通关	809					
811	6	8990	灰鸦档案012	通关据点战1-12	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					811			1	220011	811			通关	810					
812	6	8980	灰鸦档案013	通关据点战1-13	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					812			1	220012	812			通关	811					
813	6	8970	灰鸦档案014	通关据点战1-14	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					813			1	220013	813			通关	812					
814	6	8960	灰鸦档案015	通关据点战1-15	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					814			1	220014	814			通关	813					
815	6	8950	灰鸦档案016	通关据点战1-16	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					815			1	220015	815			通关	814					
816	6	8940	灰鸦档案017	通关据点战2-1	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					816			1	220016	816			通关	815					
817	6	8930	灰鸦档案018	通关据点战2-2	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					817			1	220017	817			通关	816					
818	6	8920	灰鸦档案019	通关据点战2-3	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					818			1	220018	818			通关	817					
819	6	8910	灰鸦档案020	通关据点战2-4	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					819			1	220019	819			通关	818					
820	6	8900	灰鸦档案021	通关据点战2-5	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					820			1	220020	820			通关	819					
821	6	8890	灰鸦档案022	通关据点战2-6	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					821			1	220021	821			通关	820					
822	6	8880	灰鸦档案023	通关据点战2-7	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					822			1	220022	822			通关	821					
823	6	8870	灰鸦档案024	通关据点战2-8	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					823			1	220023	823			通关	822					
824	6	8860	灰鸦档案025	通关据点战2-9	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					824			1	220024	824			通关	823					
825	6	8850	灰鸦档案026	通关据点战2-10	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					825			1	220025	825			通关	824					
826	6	8840	灰鸦档案027	通关据点战2-11	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					826			1	220026	826			通关	825					
827	6	8830	灰鸦档案028	通关据点战2-12	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					827			1	220027	827			通关	826					
828	6	8820	灰鸦档案029	通关据点战3-1	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					828			1	220028	828			通关	827					
829	6	8810	灰鸦档案030	通关据点战3-2	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					829			1	220029	829			通关	828					
830	6	8800	灰鸦档案031	通关据点战3-3	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					830			1	220030	830			通关	829					
831	6	8790	灰鸦档案032	通关据点战3-4	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					831			1	220031	831			通关	830					
832	6	8780	灰鸦档案033	通关据点战3-5	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					832			1	220032	832			通关	831					
833	6	8770	灰鸦档案034	通关据点战3-6	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					833			1	220033	833			通关	832					
834	6	8760	灰鸦档案035	通关据点战3-7	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					834			1	220034	834			通关	833					
835	6	8750	灰鸦档案036	通关据点战3-8	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					835			1	220035	835			通关	834					
836	6	8740	灰鸦档案037	通关据点战4-1	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					836			1	220036	836			通关	835					
837	6	8730	灰鸦档案038	通关据点战4-2	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					837			1	220037	837			通关	836					
838	6	8720	灰鸦档案039	通关据点战4-3	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					838			1	220038	838			通关	837					
839	6	8710	灰鸦档案040	通关据点战4-4	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					839			1	220039	839			通关	838					
840	6	8700	灰鸦档案041	通关据点战5-1	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					840			1	220040	840			通关	839					
841	6	8690	灰鸦档案042	通关据点战5-2	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					841			1	220041	841			通关	840					
842	6	8680	灰鸦档案043	通关据点战5-3	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					842			1	220042	842			通关	841					
843	6	8670	灰鸦档案044	通关据点战5-4	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					843			1	220043	843			通关	842					
844	6	8660	灰鸦档案045	通关据点战6-1	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					844			1	220044	844			通关	843					
845	6	8650	灰鸦档案046	通关据点战6-2	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					845			1	220045	845			通关	844					
846	6	8640	灰鸦档案047	通关据点战6-3	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					846			1	220046	846			通关	845					
847	6	8630	灰鸦档案048	通关据点战6-4	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					847			1	220047	847			通关	846					
848	6	8620	灰鸦档案049	通关据点战7-1	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					848			1	220048	848			通关	847					
849	6	8610	灰鸦档案050	通关据点战7-2	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					849			1	220049	849			通关	848					
850	6	8600	灰鸦档案051	通关据点战7-3	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					850			1	220050	850			通关	849					
851	6	8590	灰鸦档案052	通关据点战7-4	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					851			1	220051	851			通关	850					
852	6	8580	灰鸦档案053	通关据点战8-1	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					852			1	220052	852			通关	851					
853	6	8570	灰鸦档案054	通关据点战8-2	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					853			1	220053	853			通关	852					
854	6	8560	灰鸦档案055	通关据点战8-3	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					854			1	220054	854			通关	853					
855	6	8550	灰鸦档案056	通关据点战8-4	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					855			1	220055	855			通关	854					
900	6	8540	灰鸦小队	通关普通剧情第1章	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					900			1	221000	900			通关						
901	6	8530	崩坏的齿轮	通关普通剧情第2章	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					901			1	221001	901			通关	900					
902	6	8520	灰鸦小队·回忆	通关隐藏剧情第1章	Assets/Product/Texture/Image/IconTask/TaskIconThread01.png					902			1	221002	902			通关	901					
903	6	8510	为谁而起的噩梦	通关普通剧情第3章	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					903			1	221003	903			通关	902					
904	6	8500	崩坏的齿轮·回忆	通关隐藏剧情第2章	Assets/Product/Texture/Image/IconTask/TaskIconThread02.png					904			1	221004	904			通关	903					
905	6	8490	被遗忘与遗忘之人	通关普通剧情第4章	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					905			1	221005	905			通关	904					
906	6	8480	为谁而起的噩梦·回忆	通关隐藏剧情第3章	Assets/Product/Texture/Image/IconTask/TaskIconThread03.png					906			1	221006	906			通关	905					
907	6	8470	第一个约定	通关普通剧情第5章	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					907			1	221007	907			通关	906					
908	6	8460	被遗忘与遗忘之人·回忆	通关隐藏剧情第4章	Assets/Product/Texture/Image/IconTask/TaskIconThread04.png					908			1	221008	908			通关	907					
909	6	8450	猎人所视之物	通关普通剧情第6章	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					909			1	221009	909			通关	908					
910	6	8440	第一个约定·回忆	通关隐藏剧情第5章	Assets/Product/Texture/Image/IconTask/TaskIconThread05.png					910			1	221010	910			通关	909					
911	6	8430	谁弥留之际	通关普通剧情第7章	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					911			1	221011	911			通关	910					
912	6	8420	猎人所视之物·回忆	通关隐藏剧情第6章	Assets/Product/Texture/Image/IconTask/TaskIconThread06.png					912			1	221012	912			通关	911					
913	6	8410	再见	通关普通剧情第8章	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					913			1	221013	913			通关	912					
914	6	8400	谁弥留之际·回忆	通关隐藏剧情第7章	Assets/Product/Texture/Image/IconTask/TaskIconThread07.png					914			1	221014	914			通关	913					
915	6	8390	再见·回忆	通关隐藏剧情第8章	Assets/Product/Texture/Image/IconTask/TaskIconThread08.png					915			1	221015	915			通关	914					
2000	2	10000	每日登录	每日首次登录	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2000			1	10001				登录						
2001	6	9990	午间连接	中午赠送血清	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2001			1	10002				登录						
2002	6	9980	晚间连接	晚上赠送血清	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2002			1	10003				登录						
2003	2	9970	每日战斗	通关5次任意关卡	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2003			5	10004	2003			通关						
2004	2	9960	日常挑战1	通关1次任意日常关卡	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2004			1	10005	2004			通关						
2005	2	9950	日常挑战2	通关2次任意日常关卡	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2005			2	10006	2005			通关	2004					
2006	2	9940	日常挑战3	通关3次任意日常关卡	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2006			3	10007	2006			通关	2005					
2007	2	9930	联机挑战	通关1次联机副本	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2007			1	10008	2007			通关						
2008	6	9920			Assets/Product/Texture/Image/IconTask/TaskIconOnline.png					2008			9	10009	2008			通关						
2009	2	9910	武器强化	强化1次武器	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2009			1	10010	2009			强化						
2010	2	9900	意识强化	强化1次意识(素材除外)	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2010			1	10011	2010			强化						
2011	2	9890	构造升级	任意角色使用1次经验材料	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2011			1	10012	2011			升级						
2012	2	9880	道具购买	商店购买1次任意商品	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2012			1	10013	2012			商店						
2013	2	9870	血清兑换	使用黑卡补充1次血清	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2013			1	10014	2013			血清	123					
2014	2	9860	消耗血清1	消耗100毫升血清	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2014			100	10015	2014			血清						
2015	2	9850	消耗血清2	消耗200毫升血清	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2015			200	10016	2015			血清						
2016	2	9840	消耗血清3	消耗300毫升血清	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2016			300	10017	2016			血清	2015					
2017	2	9830	构造体	与构造体助理交流一次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2017			1	10018	2017			通关						
2018	2	9810	每日宿舍	进入宿舍1次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2018			1	10019	2018			宿舍						
2019	2	9770	纷争战区	纷争战区首通3次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2019			3	10020	30013			挑战						
2020	2	9790	幻痛囚笼	幻痛囚笼首通3次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					2020			3	10021	30001			挑战						
3000	4	10000	从零开始的指挥官	完成主线关卡30次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3000			30	30000	3000			战斗		1				
3001	4	9990	认真工作的指挥官	完成主线关卡50次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3001			50	30010	3001			战斗		1				
3002	4	9980	深受信赖的指挥官	完成主线关卡80次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3002			80	30020	3002			战斗		1				
3003	4	9970	大家的指挥官	完成主线关卡100次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3003			100	30030	3003			战斗		1				
3020	4	9960	乒呤乓啷	日常副本清理50个感染体	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3020			50	30200	3020			战斗		1				
3021	4	9950	破铜烂铁罢了	日常副本清理100个感染体	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3021			100	30210	3021			战斗		1				
3022	4	9940	拆卸达人	日常副本清理200个感染体	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3022			200	30220	3022			战斗		1				
3023	4	9930	战场拆卸王	日常副本清理300个感染体	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3023			300	30230	3023			战斗		1				
3030	4	9920	共战！露个脸	通关协同作战副本10次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3030			10	30300	3030			战斗		1				
3031	4	9910	共战！又是我	通关协同作战副本30次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3031			30	30310	3031			战斗		1				
3032	4	9900	共战！合作愉快	通关协同作战副本50次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3032			50	30320	3032			战斗		1				
3033	4	9890	共战！合作无间	通关协同作战副本100次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3033			100	30330	3033			战斗		1				
3040	4	9880	一生悬命Ⅰ	通关幻痛囚笼副本10次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3040			10	30400	3040			战斗		1				
3041	4	9870	一生悬命Ⅱ	通关幻痛囚笼副本30次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3041			30	30410	3041			战斗		1				
3042	4	9860	一生悬命Ⅲ	通关幻痛囚笼副本50次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3042			50	30420	3042			战斗		1				
3043	4	9850	一生悬命Ⅳ	通关幻痛囚笼副本100次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3043			100	30430	3043			战斗		1				
3050	4	9840	刷！刷！刷！	通关战区副本50次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3050			50	30500	3050			战斗		1				
3051	4	9830	竞争即力量	通关战区副本100次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3051			100	30510	3051			战斗		1				
3052	4	9820	领主候选人	通关战区副本200次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3052			200	30520	3052			战斗		1				
3053	4	9810	区域支配者	通关战区副本300次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3053			300	30530	3053			战斗		1				
3060	4	9800	赚点小钱	完成S级赏金任务3次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3060			3	30600	3060			战斗		1				
3061	4	9790	为了生活	完成S级赏金任务9次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3061			9	30610	3061			战斗		1				
3062	4	9780	赏金猎人	完成S级赏金任务15次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3062			15	30620	3062			战斗		1				
3063	4	9770	王牌猎手	完成S级赏金任务21次	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3063			21	30630	3063			战斗		1				
3064	6	9760	噩梦剧情	通关噩梦剧情3-2	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3064			1	30640	3064			战斗		1				
3065	6	9750	噩梦剧情	通关噩梦剧情3-3	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3065			1	30650	3065			战斗		1				
3066	6	9740	噩梦剧情	通关噩梦剧情3-4	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3066			1	30660	3066			战斗		1				
3067	6	9730	噩梦剧情	通关噩梦剧情3-5	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3067			1	30670	3067			战斗		1				
3068	6	9720	噩梦剧情	通关噩梦剧情3-6	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3068			1	30680	3068			战斗		1				
3069	6	9710	噩梦剧情	通关噩梦剧情3-7	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3069			1	30690	3069			战斗		1				
3070	6	9700	噩梦剧情	通关噩梦剧情3-8	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3070			1	30700	3070			战斗		1				
3071	6	9690	噩梦剧情	通关噩梦剧情3-10	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3071			1	30710	3071			战斗		1				
3072	6	9680	噩梦剧情	通关噩梦剧情3-11	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3072			1	30720	3072			战斗		1				
3073	6	9670	噩梦剧情	通关噩梦剧情3-12	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3073			1	30730	3073			战斗		1				
3074	6	9660	噩梦剧情	通关噩梦剧情4-1	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3074			1	30740	3074			战斗		1				
3075	6	9650	噩梦剧情	通关噩梦剧情4-2	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					3075			1	30750	3075			战斗		1				
