Id	Name	TaskPoolId	Quality	RandomWeight	ShowId	DropId	RewardId	Duration	Priority	ExtraRewardId	ExtraRewardConditionId	ConditionList[1]	ConditionList[2]	MemberCount
16305	3星基地装备	7	3	100	201	9011	201	21600	9976	2003	18109003	18108016	18106003	2
16306	3星基地装备	7	3	100	201	9011	201	21600	9975	2003	18110003	18108020	18109003	2
16307	3星基地装备	7	3	100	201	9011	201	21600	9974	2003	18105003	18108024	18110003	2
16308	3星基地装备	7	3	100	201	9011	201	21600	9973	2003	18107003	18108028	18105003	2
16309	3星基地装备	7	3	100	201	9011	201	21600	9972	2003	18105003	18108032	18107003	2
16310	3星基地装备	7	3	100	201	9011	201	21600	9971	2003	18105003	18108036	18107007	2
16401	3星基地装备	7	2	150	201	9011	201	14400	9970	2004	18106004	18108004		1
16402	3星基地装备	7	2	150	201	9011	201	14400	9969	2004	18106004	18108004		1
16403	3星基地装备	7	2	150	201	9011	201	14400	9968	2004	18106004	18108009		1
16404	3星基地装备	7	2	150	201	9011	201	14400	9967	2004	18106004	18108013		1
16405	3星基地装备	7	2	150	201	9011	201	14400	9966	2004	18109004	18108017	18106004	1
16406	3星基地装备	7	2	150	201	9011	201	14400	9965	2004	18110004	18108021	18109004	1
16407	3星基地装备	7	2	150	201	9011	201	14400	9964	2004	18105004	18108025	18110004	1
16408	3星基地装备	7	2	150	201	9011	201	14400	9963	2004	18107004	18108029	18105004	1
16409	3星基地装备	7	2	150	201	9011	201	14400	9962	2004	18105004	18108033	18107004	1
16410	3星基地装备	7	2	150	201	9011	201	14400	9961	2004	18105004	18108037	18107008	1
16501	3星基地装备	7	1	200	201	9011	201	10800	9960			18108005		1
16502	3星基地装备	7	1	200	201	9011	201	10800	9959			18108005		1
16503	3星基地装备	7	1	200	201	9011	201	10800	9958			18108005		1
16504	3星基地装备	7	1	200	201	9011	201	10800	9957			18108005		1
16505	3星基地装备	7	1	200	201	9011	201	10800	9956			18108005		1
16506	3星基地装备	7	1	200	201	9011	201	10800	9955			18108005		1
16507	3星基地装备	7	1	200	201	9011	201	10800	9954			18108005		1
16508	3星基地装备	7	1	200	201	9011	201	10800	9953			18108005		1
16509	3星基地装备	7	1	200	201	9011	201	10800	9952			18108005		1
16510	3星基地装备	7	1	200	201	9011	201	10800	9951			18108005		1
17101	5星基地装备	8	5	50	201	9011	201	32400	10000	2001	18106001	18108001		3
17102	5星基地装备	8	5	50	201	9011	201	32400	9999	2001	18106001	18108001		3
17103	5星基地装备	8	5	50	201	9011	201	32400	9998	2001	18106001	18108006		3
17104	5星基地装备	8	5	50	201	9011	201	32400	9997	2001	18106001	18108010		3
17105	5星基地装备	8	5	50	201	9011	201	32400	9996	2001	18109001	18108014	18106001	2
17106	5星基地装备	8	5	50	201	9011	201	32400	9995	2001	18110001	18108018	18109001	2
17107	5星基地装备	8	5	50	201	9011	201	32400	9994	2001	18105001	18108022	18110001	2
17108	5星基地装备	8	5	50	201	9011	201	32400	9993	2001	18107001	18108026	18105001	2
17109	5星基地装备	8	5	50	201	9011	201	32400	9992	2001	18105001	18108030	18107001	2
17110	5星基地装备	8	5	50	201	9011	201	32400	9991	2001	18105001	18108034	18107005	2
17201	4星基地装备	8	4	100	201	9011	201	28800	9990	2002	18106002	18108002		2
17202	4星基地装备	8	4	100	201	9011	201	28800	9989	2002	18106002	18108002		2
17203	4星基地装备	8	4	100	201	9011	201	28800	9988	2002	18106002	18108007		2
17204	4星基地装备	8	4	100	201	9011	201	28800	9987	2002	18106002	18108011		2
17205	4星基地装备	8	4	100	201	9011	201	28800	9986	2002	18109002	18108015	18106002	2
17206	4星基地装备	8	4	100	201	9011	201	28800	9985	2002	18110002	18108019	18109002	2
17207	4星基地装备	8	4	100	201	9011	201	28800	9984	2002	18105002	18108023	18110002	2
17208	4星基地装备	8	4	100	201	9011	201	28800	9983	2002	18107002	18108027	18105002	2
17209	4星基地装备	8	4	100	201	9011	201	28800	9982	2002	18105002	18108031	18107002	2
17210	4星基地装备	8	4	100	201	9011	201	28800	9981	2002	18105002	18108035	18107006	2
17301	3星基地装备	8	3	100	201	9011	201	21600	9980	2003	18106003	18108003		2
17302	3星基地装备	8	3	100	201	9011	201	21600	9979	2003	18106003	18108003		2
17303	3星基地装备	8	3	100	201	9011	201	21600	9978	2003	18106003	18108008		2
17304	3星基地装备	8	3	100	201	9011	201	21600	9977	2003	18106003	18108012		2
17305	3星基地装备	8	3	100	201	9011	201	21600	9976	2003	18109003	18108016	18106003	2
17306	3星基地装备	8	3	100	201	9011	201	21600	9975	2003	18110003	18108020	18109003	2
17307	3星基地装备	8	3	100	201	9011	201	21600	9974	2003	18105003	18108024	18110003	2
17308	3星基地装备	8	3	100	201	9011	201	21600	9973	2003	18107003	18108028	18105003	2
17309	3星基地装备	8	3	100	201	9011	201	21600	9972	2003	18105003	18108032	18107003	2
17310	3星基地装备	8	3	100	201	9011	201	21600	9971	2003	18105003	18108036	18107007	2
17401	3星基地装备	8	2	150	201	9011	201	14400	9970	2004	18106004	18108004		1
17402	3星基地装备	8	2	150	201	9011	201	14400	9969	2004	18106004	18108004		1
17403	3星基地装备	8	2	150	201	9011	201	14400	9968	2004	18106004	18108009		1
17404	3星基地装备	8	2	150	201	9011	201	14400	9967	2004	18106004	18108013		1
17405	3星基地装备	8	2	150	201	9011	201	14400	9966	2004	18109004	18108017	18106004	1
17406	3星基地装备	8	2	150	201	9011	201	14400	9965	2004	18110004	18108021	18109004	1
17407	3星基地装备	8	2	150	201	9011	201	14400	9964	2004	18105004	18108025	18110004	1
17408	3星基地装备	8	2	150	201	9011	201	14400	9963	2004	18107004	18108029	18105004	1
17409	3星基地装备	8	2	150	201	9011	201	14400	9962	2004	18105004	18108033	18107004	1
17410	3星基地装备	8	2	150	201	9011	201	14400	9961	2004	18105004	18108037	18107008	1
17501	3星基地装备	8	1	200	201	9011	201	10800	9960			18108005		1
17502	3星基地装备	8	1	200	201	9011	201	10800	9959			18108005		1
17503	3星基地装备	8	1	200	201	9011	201	10800	9958			18108005		1
17504	3星基地装备	8	1	200	201	9011	201	10800	9957			18108005		1
17505	3星基地装备	8	1	200	201	9011	201	10800	9956			18108005		1
17506	3星基地装备	8	1	200	201	9011	201	10800	9955			18108005		1
17507	3星基地装备	8	1	200	201	9011	201	10800	9954			18108005		1
17508	3星基地装备	8	1	200	201	9011	201	10800	9953			18108005		1
17509	3星基地装备	8	1	200	201	9011	201	10800	9952			18108005		1
17510	3星基地装备	8	1	200	201	9011	201	10800	9951			18108005		1
18101	5星基地装备	9	5	50	201	9011	201	32400	10000	2001	18106001	18108001		3
18102	5星基地装备	9	5	50	201	9011	201	32400	9999	2001	18106001	18108001		3
18103	5星基地装备	9	5	50	201	9011	201	32400	9998	2001	18106001	18108006		3
18104	5星基地装备	9	5	50	201	9011	201	32400	9997	2001	18106001	18108010		3
18105	5星基地装备	9	5	50	201	9011	201	32400	9996	2001	18109001	18108014	18106001	2
18106	5星基地装备	9	5	50	201	9011	201	32400	9995	2001	18110001	18108018	18109001	2
18107	5星基地装备	9	5	50	201	9011	201	32400	9994	2001	18105001	18108022	18110001	2
18108	5星基地装备	9	5	50	201	9011	201	32400	9993	2001	18107001	18108026	18105001	2
18109	5星基地装备	9	5	50	201	9011	201	32400	9992	2001	18105001	18108030	18107001	2
18110	5星基地装备	9	5	50	201	9011	201	32400	9991	2001	18105001	18108034	18107005	2
18201	4星基地装备	9	4	100	201	9011	201	28800	9990	2002	18106002	18108002		2
18202	4星基地装备	9	4	100	201	9011	201	28800	9989	2002	18106002	18108002		2
18203	4星基地装备	9	4	100	201	9011	201	28800	9988	2002	18106002	18108007		2
18204	4星基地装备	9	4	100	201	9011	201	28800	9987	2002	18106002	18108011		2
18205	4星基地装备	9	4	100	201	9011	201	28800	9986	2002	18109002	18108015	18106002	2
18206	4星基地装备	9	4	100	201	9011	201	28800	9985	2002	18110002	18108019	18109002	2
18207	4星基地装备	9	4	100	201	9011	201	28800	9984	2002	18105002	18108023	18110002	2
18208	4星基地装备	9	4	100	201	9011	201	28800	9983	2002	18107002	18108027	18105002	2
18209	4星基地装备	9	4	100	201	9011	201	28800	9982	2002	18105002	18108031	18107002	2
18210	4星基地装备	9	4	100	201	9011	201	28800	9981	2002	18105002	18108035	18107006	2
18301	3星基地装备	9	3	100	201	9011	201	21600	9980	2003	18106003	18108003		2
18302	3星基地装备	9	3	100	201	9011	201	21600	9979	2003	18106003	18108003		2
18303	3星基地装备	9	3	100	201	9011	201	21600	9978	2003	18106003	18108008		2
18304	3星基地装备	9	3	100	201	9011	201	21600	9977	2003	18106003	18108012		2
18305	3星基地装备	9	3	100	201	9011	201	21600	9976	2003	18109003	18108016	18106003	2
18306	3星基地装备	9	3	100	201	9011	201	21600	9975	2003	18110003	18108020	18109003	2
18307	3星基地装备	9	3	100	201	9011	201	21600	9974	2003	18105003	18108024	18110003	2
18308	3星基地装备	9	3	100	201	9011	201	21600	9973	2003	18107003	18108028	18105003	2
18309	3星基地装备	9	3	100	201	9011	201	21600	9972	2003	18105003	18108032	18107003	2
18310	3星基地装备	9	3	100	201	9011	201	21600	9971	2003	18105003	18108036	18107007	2
18401	3星基地装备	9	2	150	201	9011	201	14400	9970	2004	18106004	18108004		1
18402	3星基地装备	9	2	150	201	9011	201	14400	9969	2004	18106004	18108004		1
18403	3星基地装备	9	2	150	201	9011	201	14400	9968	2004	18106004	18108009		1
18404	3星基地装备	9	2	150	201	9011	201	14400	9967	2004	18106004	18108013		1
18405	3星基地装备	9	2	150	201	9011	201	14400	9966	2004	18109004	18108017	18106004	1
18406	3星基地装备	9	2	150	201	9011	201	14400	9965	2004	18110004	18108021	18109004	1
18407	3星基地装备	9	2	150	201	9011	201	14400	9964	2004	18105004	18108025	18110004	1
18408	3星基地装备	9	2	150	201	9011	201	14400	9963	2004	18107004	18108029	18105004	1
18409	3星基地装备	9	2	150	201	9011	201	14400	9962	2004	18105004	18108033	18107004	1
18410	3星基地装备	9	2	150	201	9011	201	14400	9961	2004	18105004	18108037	18107008	1
18501	3星基地装备	9	1	200	201	9011	201	10800	9960			18108005		1
18502	3星基地装备	9	1	200	201	9011	201	10800	9959			18108005		1
18503	3星基地装备	9	1	200	201	9011	201	10800	9958			18108005		1
18504	3星基地装备	9	1	200	201	9011	201	10800	9957			18108005		1
18505	3星基地装备	9	1	200	201	9011	201	10800	9956			18108005		1
18506	3星基地装备	9	1	200	201	9011	201	10800	9955			18108005		1
18507	3星基地装备	9	1	200	201	9011	201	10800	9954			18108005		1
18508	3星基地装备	9	1	200	201	9011	201	10800	9953			18108005		1
18509	3星基地装备	9	1	200	201	9011	201	10800	9952			18108005		1
18510	3星基地装备	9	1	200	201	9011	201	10800	9951			18108005		1
