Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HeadImageName	OnlinePortrait	EnergyBar	SPPrefab	ModelId	BodyRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	HitDownTime	FallDownTime	LieOnFloorTime	StandUpTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	NoThreat	NotToThreatTarget	BornTime	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	CollisionPriority	AttackIconImage	DodgeIconImage	ExSkillIconImage	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
92030	9536	9100	2	3	修理机工（基础型）	1						Mo1BraveMd010031	0.7	0.1			0.8	0.8		0	5	0.8	2	1.5	0.55	0.3	0	1.23	0.3	20								1.2	0.05	0			3				90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051	730007					920300	900301	900302	900303	900304	900305	900306																																																																																														
92090	9009	9100	2	3	地面监视器（基础型）	1						Mo1BraveMd030011	1	0.1			1	1		0	5	1	2	1.5	1	0.3		1.55	0.3	20								1.2	0.05	0			3				90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051						920900	900901	900902																																																																																																		
92100	9010	9100	2	3	空中监视器（基础型）	1						Mo1BioMd010041	1	0.1			0.8	0.8		0	5	0.8	2	1.5	0.65	0.3		0.85	0.3	20								1.2	0.05	0			3				90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051						921000	901001	901002																																																																																																		
92110	9011	9100	2	3	巡境者（基础型）	1						Me1BioMd030061	1	0.2			1	1		0	5	1.1	2	1.5	0.7	0.3		0.95	0.3	20								1.2	0.05	0			3				90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						921100	901101	901102	901103																																																																																																	
92120	9012	9100	2	3	保护者（基础型）	1						Mo1ArmorMd010081	1.3	0.2			0.8	0.8		0	5	1.1	2	1.5	1.15	0.3		1.55	0.3	20								1.2	0.05	0			3				90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051						921200	901201	901202	901203																																																																																																	
92130	9013	9100	2	3	驯兽师（基础型）	1						Me1BraveMd020021	1.7	1.5			0.8	0.8		0	5	0.8	2	1.5	0.9	0.3		0.85	0.3	20								1.2	0.05	0			3				90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061					921300	901301	901302	901303	901304																																																																																																
92140	9014	9100	2	3	裂变原虫（基础型）	1						Mo1BraveMd010101	0.6	0.1			0.8	0.8		0	5	0.8	2	1.5	0.85	0.3		0.75	0.3	20								1.2	0	0			3									9014	900008	100027	900011	900051	901412						921400	901401	901402																																																																																																		
92150	9015	9100	2	3	液压（基础型）	1						Mo1ArmorMd010111	1.2	0.5			0.8	0.8		0	5	1.1	2	1.5	0.65	0.3		0.7	0.3	20								1.2	0.05	0			3				90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061					921500	901501	901502	901503	901504	901505																																																																																															
92160	9016	9100	2	3	哨戒机炮（基础型）	1						Mo1BioMd030051	0.8	0.3			1.2	1.2		0	5	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	0.05	0			3				90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051						921600	901601	901602																																																																																																		
92170	9017	9100	2	3	布道者（基础型）	1						Mo1BioMd010141	0.5	0.1			0.8	0.8		0	5	0.8	2	1.5	0.8	0.3		1.45	0.3	20								1.2	0.05	0			3				90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051						921700	901701	901702	901703	901704	901705	901706																																																																																														
92180	9018	9100	2	3	执行者（基础型）	1						Mo1BioMd010121	0.6	0.1			0.8	0.8		0	5	0.8	2	1.5	1.05	0.3		1.05	0.3	20								1.2	0.05	0			3				90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061					921800	901801	901802	901803	901804																																																																																																
92190	9019	9100	2	3	守护者（基础型）	1						Mo1ArmorMd010071	1	0.5			0.8	0.8		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20								1.2	0.05	0			3				90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901910	901917				921900	901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912																																																																																								
92200	9020	9100	2	3	黑蜘蛛（基础型）	1						Mo1BraveMd010131	0	0.1			0.8	0.8		0	5	0.8	2	1.5	0.55	0.3		0.95	0.3	20								1.2	0.05	0			3				90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051							922000	902001	902002	902003																																																																																																	
92210	9021	9100	2	3	园丁（基础型）	1						Me1ArmorMd010091	0.8	0.3			0.8	0.8		0	5	0.8	2	1.5	0.75	0.3		3	0.3	20								1.2	0.05	0			3				90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051						922100	902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
92250	9025	9100	2	2	浪人肆型（基础型）	1						Mo1SsjkMd000004	1.1	0.2			0.8	0.8		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	2.5	0			3				90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033							922500	902501	902502	902503	902504	902505																																																																																															
92260	9026	9100	2	3	仿生蝾螈（基础型）							Mo1JgrcMd000002	1.1	0.4			0.8	0.8		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	2.5	0			3				90260098	90260096	90260094	90260092		9026	900008	100027	900011	900033							922600	902601	902602	902603	902604	902605	902606																																																																																														
92330	9033	9100	2	2	信使（基础型）							Me1BioMd004020	1	0.3			0.8	0.8		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	2.5	0			3				90330098	90330096	90330094	90330092		9033	900007	900008	100027	900011	900051	903310	903311				923300	903301	903302	903303	903304	903305	903306	903307	903308	903309	903310																																																																																										
92340	9034	9100	2	2	禁卫（基础型）							Me1BioMd004010	1	0.2			0.8	0.8		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	3	0			3				90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051							903401	903402	903403	903404	903405	903406	903407	903408	903409																																																																																											
92350	9035	9100	2	2	消防卫士（基础型）	1						Me1BioMd004040	1.5	0.5			0.8	0.8		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20	0							1.2	0	0			3				90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051						923500	903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
92360	9036	9100	2	2	分解者（基础型）	1						Me1BioMd004030	1	0.3			0.8	0.8		1	5	0.8	2	1.5	0.75	0.3	0	1.3	0.3	20								0.05	0.95	0			3				90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704					923600	903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
92370	9037	9100	2	3	遗迹勘探者（基础型）	1						Me1BioMd004050	1	0.2			0.8	0.8		0	3	0.8	2	2	0.86	0.43		0.9	0.3	20	0							1.2	2.5				3				90370098	90370096	90370094	90370092		9037	900007	900008	100027	900011	900051		995203				923700	903701	903702	903703	903704	903705																																																																																															
92380	9038	9100	2	2	构造体（基础型）							Me1GouzaotiMd10001	1	0.3			1	1		0	5	0.8	2	1.5	0.9	0.3		1.2	0.3	20								0.05	2	0			3				90380098	90380096	90380094	90380092		9038											923800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813																																																																																							
92390	9039	9100	1	2	重型收割机（基础型）							Mb1RobotarmorMd030001	1.5	0.1			0.8	0.8		1	10	0.8	2	1.5					0	99999								3.5	4.2				3				90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056				923900	903901	903902	903903	903904	903905																																																																																															
92400	9040	9100	3	2	仿生斗牛（基础型）	1						Me1CattleMd000002	1.7	1.5			0.8	0.8		0	5	0.8	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006							924000	904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
92410	9703	9100	2	2	酸液工蚁（基础型）	1						Me1SpiderMd000001	1.7	0.5			0.8	0.8		0	5	0.8	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				97010098	97010096	97010094	97010092		9701	900008	100027	900011	970006							924100	970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
92420	9042	9100	2	2	武藏陆型（基础型）	1						Me1RocketMd002002	1.7	0.5			0.8	0.8		0	5	1.1	2	1.5	0.9	0.3		0.85	0	20								1.2	1.5	0			3				90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006							924200	904201	904202	904203	904204	904205	904206																																																																																														
92430	9043	9100	2	3	武藏玖型（基础型）	1						Me1SwordMd002001	1.3	0.1			0.8	0.8		0	5	1.3	2	1.5	0.9	0.3		0.85	0	20	0							2.8	3				3				81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006						924300	904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
92440	9753	9100	2	3	自律警卫 (基础型）	1						Me1CamouflageMd001002	1.1	0.1			1	1		0	5	1.5	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
92450	9045	9100	2	2	极地机兵 (基础型）	1						Me1BioMd005010	0.8	0.3			0.8	0.8	0.8	0	5	0.8	2	1.5	1	0.3		1.3	0.7	10								1.2	1.9	0			3				90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051							924500	904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517																																																																																			
92460	9046	9100	2	2	深海潜伏者 (基础型）	1						Me1BioMd005020	0.4	0.3			1	1	1	0	5	0.8	2	1.5	1	0.3		1.3	0.7	10								1.2	1.9	0			3				90460098	90460096	90460094	90460092		9046	904607	900011	900051								924600	904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616																																																																																				
97110	9753	9753	2	3	自律警卫(极限型）	1						Me1CamouflageMd001002	1.1	0.1			1	1		0	5	1.5	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				99530098	99530096	99530094	99530092		9044	900008	100027	900011	970006	971101							995301	995302	995303	995304	995305	995306	995307	995308	995309	995310	995311	995312	995313	995314																																																																																						
97610	9751	9751	3	3	自律警卫	1						Me1CamouflageMd001002	1.1	0.1			1	1		0	2	1.5	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				97110098	97110096	97110094	97110092		9711	900008	100027	900011	970006	971101							971101	971102	971103	971104	971105	971106	971107	971108	971109	971110	971111																																																																																									
97620	9752	9752	3	3	自律警卫	1						Me1CamouflageMd001002	1.1	0.1			1	1		0	3	1.5	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				97120098	97120096	97120094	97120092		9712	900008	100027	900011	970006	971101							971201	971202	971203	971204	971205	971206	971207	971208	971209	971210	971211	971212	971213	971214	971215	971216	971217	971218	971219	971220	971221	971222	971223	971224	971225	971226	971227	971228	971229	971230																																																																						
97120	9754	9754	1	3	自律警卫	1						Me1CamouflageMd001002	1				1	1		0	6	1.5	2	1.5	0.8	0.3		1.45	0.3	20								0.05	0.95	0			3				90440098	90440096	90440094	90440092		9044												904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
96080	9	9	1	3	补给箱	1						Mt1BoxerMd000001	1.1	0.1			1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20	0							1.2	2.5				3				96080098	96080096	96080094	96080092			800009	800008	100097	100079																																																																																																											
91031	9003	9200	2	3	修理机工特化Ⅰ型	1						Mo1BraveMd010031	0.7	0.1			1	1		0	5	0.8	2	1.5	0.55	0.3	0	1.23	0.3	20								1.2	2.5	0			3				90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051						910300	900301	900302	900303	900304	900305	900306																																																																																														
91111	9011	9200	2	3	巡境者特化Ⅰ型	1						Me1BioMd030061	1	0.2			1	1		0	5	1.1	2	1.5	0.7	0.3		0.95	0.3	20								1.2	2.5	0			3				90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						911100	901101	901102	901103																																																																																																	
