Id	NextStep	Mask	ConditionType	ConditionParam	CompleteType	CompleteParam	Effect	Arrow	UiName	IsFlow[1]	ListIndex[1]	FlowParam[1]	Target[1]	IsFlow[2]	ListIndex[2]	FlowParam[2]	Target[2]	IsFlow[3]	ListIndex[3]	FlowParam[3]	Target[3]	IsFlow[4]	ListIndex[4]	FlowParam[4]	Target[4]	RewardId	Record	IconPos	Icon	Name	Text
270102	270103	1	3	270101	0				UiCharacter	1	1021001	Id	SViewCharacterList	0			BtnCharacter										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
270103	270104	1	3	270102	1	UiFashion			UiCharacter	0			BtnFashion	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
270104		1	3	270103	0				UiFashion	0				0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	获取的涂装可以在这个界面查看。
1010101	1010102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	困难模式中，会产出大量的【武器】和【意识】，对于装备的获取和提升是一个有效的途径。
1010102	1010103	1	3	1010101	1	UiFubenMainLineBanner			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1010103	1010104	1	6	PanelChapterList	1	UiFubenMainLineChapter			UiFubenMainLineBanner	1	1001	Id	PanelChapterList	0			@										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1010104	1010105	1	3	1010103	0				UiFubenMainLineChapter	0			BtnNormal	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1010105	1010106	1	3	1010104	5				UiFubenMainLineChapter	0			BtnHard	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	选择困难模式。
1010106	1010107	1	3	1010105	1	UiFubenMainLineDetail			UiFubenMainLineChapter	0			11010101	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1010107	1010108	1	3	1010106	1	UiNewRoomSingle			UiFubenMainLineDetail	0			BtnEnter	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1010108		1	3	1010107	0				UiNewRoomSingle	0			BtnEnterFight	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020101	1020102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	获得对应的构造体碎片后，可以激活【进化】系统。
1020102	1020103	1	3	1020101	5	SViewCharacterList			UiMain	0			BtnConstructor	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020103	1020104	1	3	1020102	0				UiCharacter	1	1021001	Id	SViewCharacterList	0			BtnCharacter										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020104	1020105	1	3	1020103	0				UiCharacter	0			BtnLevelUp	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020105	1020106	1	3	1020104	0				UiCharacter	0			TogQuality	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020106	1020107	1	3	1020105	0				UiCharacter	0			BtnActive	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	点击激活。
1020107		1	3	1020106	0				UiCharacter	0			BtnMainUi	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020201	1020202	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	一切就绪，准备前往作战地点。
1020202	1020203	1	3	1020201	1	UiFubenMainLineBanner			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020203	1020204	1	6	PanelChapterList	1	UiFubenMainLineChapter			UiFubenMainLineBanner	1	1001	Id	PanelChapterList	0			@										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020204	1020205	1	3	1020203	0				UiFubenMainLineChapter	0			BtnNormal	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020205	1020206	1	3	1020204	5				UiFubenMainLineChapter	0			BtnHard	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020206	1020207	1	3	1020205	1	UiFubenMainLineDetail			UiFubenMainLineChapter	0			11010101	0			0										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1020207	1020208	1	3	1020206	1	UiAutoFightDialog			UiFubenMainLineDetail	0			BtnAutoFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	自动作战，可模拟上1次作战记录进行作战。
1020208		1	3	1020207	0				UiAutoFightDialog	0			BtnStart	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	每个战场首次通关后可以使用，减少连接员的操作压力。
1030101	1030102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	一起来，进行资源回收！
1030102	1030103	1	3	1030101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1030103	1030104	1	3	1030102	1	UiFubenDailyBanner			UiFuben	0			TogDaily	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换为日常分页。
1030104	1030105	1	6	PanelChapterList	1	UiFubenCoinSkill			UiFubenDailyBanner	1	4		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1030105		1	3	1030104	0				UiFubenCoinSkill	0			PanelTab2	0													0	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	挑战等级会根据当前指挥官的等级而变动，同时奖励会更丰富。
1070101	1070102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	来了！赏金任务已开放。
1070102	1070103	1	3	1070101	1	UiTask			UiMain	0			SafeAreaContentPane/BgView/Background/BtnLegion	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1070103		1	3	1070102	1	UiMoneyReward			UiTask	0			BtnMoneyReward	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	从此处进入赏金任务。
1090101	1090102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	让我们去看一下收集螺母的战场。
1090102	1090103	1	3	1090101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1090103	1090104	1	3	1090102	1	UiFubenDailyBanner			UiFuben	0			TogDaily	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换为日常分页。
1090104	1090105	1	6	PanelChapterList	1	UiFubenCoinSkill			UiFubenDailyBanner	1	4		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1090105		1	3	1090104	0				UiFubenCoinSkill	0			PanelTab1	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	挑战等级会根据当前指挥官的等级而变动，同时奖励会更丰富。
340101	340102	1	1	UiMain	1	UiCharacter			UiMain	0			BtnConstructor	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
340102		1	3	340101	0				UiCharacter	0			BtnOwnedDetail	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	这里可以查看构造体的详情。
450101	450102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	继续进行作战。
450102	450103	1	3	450101	1	UiFubenMainLineBanner			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
450103	450104	1	6	PanelChapterList	1	UiFubenMainLineChapter			UiFubenMainLineBanner	1	1001	Id	PanelChapterList	0			@										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
450104	450105	1	3	450103	0				UiFubenMainLineChapter	0			BtnNormal	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
450105	450106	1	3	450104	0				UiFubenMainLineChapter	0			BtnNightmare	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	选择据点模式
450106		1	3	450105	0				UiFubenMainLineChapter	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	据点模式通过后，可提高【派遣收益】。
2430101	2430102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	幻痛囚笼已开放，准备好了吗。
2430102	2430103	1	3	2430101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
2430103	2430104	1	3	2430102	1	UiFubenChallengeBanner			UiFuben	0			TogChallenge	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换为挑战分页。
2430104	2430105	1	6	PanelChapterList	1	UiFubenChallengeMapBossSingle			UiFubenChallengeBanner	1	3		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
2430105		1	3	2430104	0				UiFubenChallengeMapBossSingle	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	只要击败boss，即可获取【专属货币】进行物资兑换。
1050101	1050102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	一切就绪，准备前往作战地点。
1050102	1050103	1	3	1050101	1	UiFubenMainLineBanner			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1050103	1050104	1	3	1050102	0				UiFubenMainLineBanner	0			TogTabDz	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1050104	1050105	1	6		1	UiPrequel			UiFubenMainLineBanner	1	1001	CoverId	FullScreenBackground/MainLineChapter3d/PanelChapterDz/PanelChapterDz	0			@										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1050105		1	3	1050104	0				UiPrequel	0				0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	想更多的了解构造体的，可以尝试一下哦。
1060101	1060102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	一切就绪，准备前往作战地点。
1060102	1060103	1	3	1060101	1	UiFubenMainLineBanner			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1060103	1060104	1	3	1060102	0				UiFubenMainLineBanner	0			TogTabDz	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1060104	1060105	1	6		1	UiPrequel			UiFubenMainLineBanner	1	1001	CoverId	FullScreenBackground/MainLineChapter3d/PanelChapterDz/PanelChapterDz	0			@										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1060105	1060106	1	3	1060104	0				UiPrequel	0			BtnSwitch2Fight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1060106		1	3	1060105	0				UiPrequel	0				0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	通过挑战后，有机会获得相应的构造体碎片。
1040101	1040102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	意识营救战已开启。
1040102	1040103	1	3	1040101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1040103	1040104	1	3	1040102	1	UiFubenChallengeBanner			UiFuben	0			TogChallenge	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换至挑战分页。
1040104	1040105	1	6	PanelChapterList	1	UiTrial			UiFubenChallengeBanner	1	1		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1040105		1	3	1040104	0				UiTrial	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	挑战副本，赢取【装备奖励】。
2370101	2370102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	立刻前往，纷争战区！
2370102	2370103	1	3	2370101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
2370103	2370104	1	3	2370102	1	UiFubenChallengeBanner			UiFuben	0			TogChallenge	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换至挑战分页。
2370104	2370105	1	6	PanelChapterList	1	UiArena			UiFubenChallengeBanner	1	2		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
2370105		1	3	2370104	0				UiArena	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	挑战完成后，有丰富【黑卡奖励】。
150201	150202	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	让我们穿戴刚获取的装备。
150202	150203	1	3	150201	5	SViewCharacterList			UiMain	0			BtnConstructor	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	
150203	150204	1	3	150202	0				UiCharacter	1	1021001	Id	SViewCharacterList	0			BtnCharacter										0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	
150204	150205	1	3	150203	1	UiEquipReplaceNew			UiCharacter	0			BtnWeaponReplace	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	
150205	150206	1	6		0				UiEquipReplaceNew	1	2023001		PanelEquipScroll	0			@										0	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	
150206	150207	1	3	150205	0				UiEquipReplaceNew	0			BtnTakeOn	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	
150207		1	3	150206	0				UiEquipReplaceNew	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	谜之少女	需要更换装备时，吞噬原有装备的【经验值】会100%返还，请放心强化。
1100101	1100102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	请前往【界限突破】。
1100102	1100103	1	3	1100101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1100103	1100104	1	3	1100102	1	UiFubenDailyBanner			UiFuben	0			TogDaily	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换至日常分页。
1100104	1100105	1	6	PanelChapterList	1	UiFubenChallengeMap			UiFubenDailyBanner	1	2		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1100105		1	3	1100104	0				UiFubenChallengeMap	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	装备突破后会进行【等级重置】，但升级【属性成长】会大大提高。
1080101	1080102	1	1	UiMain	0				UiMain	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	请前往【EXEM行动】。
1080102	1080103	1	3	1080101	1	UiFuben			UiMain	0			BtnFight	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1080103	1080104	1	3	1080102	1	UiFubenDailyBanner			UiFuben	0			TogDaily	0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	切换至日常分页。
1080104	1080105	1	6	PanelChapterList	1	UiFubenChallengeMap			UiFubenDailyBanner	1	3		PanelChapterList	0													1	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	
1080105		1	3	1080104	0				UiFubenChallengeMap	0				0													0	0	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	赛利卡	挑战完成后有机会获得【高级装备】。
