Id	CharacterId	Name	CvId	UnlockLv	ConditionDescript	SoundType	IsShow
481	1071002	信赖提升1	107028	1	信赖度1级解锁		1
482	1071002	信赖提升2	107029	1	信赖度1级解锁		1
483	1071002	信赖提升3	107030	3	信赖度3级解锁		1
484	1071002	信赖提升4	107031	3	信赖度3级解锁		1
485	1071002	信赖提升5	107032	5	信赖度5级解锁		1
486	1071002	信赖提升6	107033	5	信赖度5级解锁		1
487	1071002	信赖提升7	107034	6	信赖度6级解锁		1
488	1071002	信赖提升8	107035	6	信赖度6级解锁		1
489	1071002	空闲1	107040	1	信赖度1级解锁		1
490	1071002	空闲2	107041	3	信赖度3级解锁		1
491	1071002	空闲3	107042	5	信赖度5级解锁		1
492	1071002	空闲4	107043	6	信赖度6级解锁		1
493	1071002	连接时间过长1	107044	1	信赖度1级解锁		1
494	1071002	连接时间过长2	107045	3	信赖度3级解锁		1
495	1071002	连接时间过长3	107046	5	信赖度5级解锁		1
496	1071002	连接时间过长4	107047	6	信赖度6级解锁		1
497	1071002	连接接入1	107048	1	信赖度1级解锁		1
498	1071002	连接接入2	107049	3	信赖度3级解锁		1
499	1071002	连接接入3	107050	5	信赖度5级解锁		1
500	1071002	连接接入4	107051	6	信赖度6级解锁		1
501	1071002	长时间未接入1	107052	1	信赖度1级解锁		1
502	1071002	长时间未接入2	107053	3	信赖度3级解锁		1
503	1071002	长时间未接入3	107054	5	信赖度5级解锁		1
504	1071002	长时间未接入4	107055	6	信赖度6级解锁		1
505	1071002	摇晃1	107056	1	信赖度1级解锁		1
506	1071002	摇晃2	107057	3	信赖度3级解锁		1
507	1071002	摇晃3	107058	5	信赖度5级解锁		1
508	1071002	摇晃4	107059	6	信赖度6级解锁		1
509	1071002	快速点击1	107060	1	信赖度1级解锁		1
510	1071002	快速点击2	107061	3	信赖度3级解锁		1
511	1071002	快速点击3	107062	5	信赖度5级解锁		1
512	1071002	快速点击4	107063	6	信赖度6级解锁		1
513	1071002	活跃度已满	107064	1	信赖度1级解锁		1
514	1071002	战胜归来	107065	1	信赖度1级解锁		1
515	1071002	队友归来	107066	1	信赖度1级解锁		1
516	1071002	战斗1	107151	1	信赖度1级解锁		1
517	1071002	战斗2	107152	1	信赖度1级解锁		1
518	1071002	战斗3	107153	1	信赖度1级解锁		1
519	1071002	必杀	107154	1	信赖度1级解锁		1
520	1071002	受伤	107155	1	信赖度1级解锁		1
521	1071002	危险警告	107156	1	信赖度1级解锁		1
522	1071002	力尽	107157	1	信赖度1级解锁		1
523	1071002	助战	107158	1	信赖度1级解锁		1
524	1071002	QTE	107159	1	信赖度1级解锁		1
525	1071002	战斗结束	107065	1	信赖度1级解锁		1
526	1081002	构造体加入	108001	1	信赖度1级解锁		1
527	1081002	升级	108006	1	信赖度1级解锁		1
528	1081002	晋升	108007	1	信赖度1级解锁		1
529	1081002	进化	108008	1	信赖度1级解锁		1
530	1081002	技能升级	108009	1	信赖度1级解锁		1
531	1081002	武器装备	108010	1	信赖度1级解锁		1
532	1081002	升级	108106	1	信赖度1级解锁	2	0
533	1081002	晋升	108107	1	信赖度1级解锁	4	0
534	1081002	进化	108108	1	信赖度1级解锁	3	0
535	1081002	技能升级	108109	1	信赖度1级解锁	5	0
536	1081002	武器装备	108110	1	信赖度1级解锁	6	0
537	1081002	编入队伍	108012	1	信赖度1级解锁	7	1
538	1081002	设为队长	108013	1	信赖度1级解锁	8	1
539	1081002	任务完成1	108014	1	信赖度1级解锁		1
540	1081002	任务完成2	108015	1	信赖度1级解锁		1
541	1081002	日常问候1	108016	1	信赖度1级解锁		1
542	1081002	日常问候2	108017	1	信赖度1级解锁		1
543	1081002	日常问候3	108018	1	信赖度1级解锁		1
544	1081002	日常问候4	108019	3	信赖度3级解锁		1
545	1081002	日常问候5	108020	3	信赖度3级解锁		1
546	1081002	日常问候6	108021	3	信赖度3级解锁		1
547	1081002	日常问候7	108022	5	信赖度5级解锁		1
548	1081002	日常问候8	108023	5	信赖度5级解锁		1
549	1081002	日常问候9	108024	5	信赖度5级解锁		1
550	1081002	日常问候10	108025	6	信赖度6级解锁		1
551	1081002	日常问候11	108026	6	信赖度6级解锁		1
552	1081002	日常问候12	108027	6	信赖度6级解锁		1
553	1081002	信赖提升1	108028	1	信赖度1级解锁		1
554	1081002	信赖提升2	108029	1	信赖度1级解锁		1
555	1081002	信赖提升3	108030	3	信赖度3级解锁		1
556	1081002	信赖提升4	108031	3	信赖度3级解锁		1
557	1081002	信赖提升5	108032	5	信赖度5级解锁		1
558	1081002	信赖提升6	108033	5	信赖度5级解锁		1
559	1081002	信赖提升7	108034	6	信赖度6级解锁		1
560	1081002	信赖提升8	108035	6	信赖度6级解锁		1
561	1081002	空闲1	108040	1	信赖度1级解锁		1
562	1081002	空闲2	108041	3	信赖度3级解锁		1
563	1081002	空闲3	108042	5	信赖度5级解锁		1
564	1081002	空闲4	108043	6	信赖度6级解锁		1
565	1081002	连接时间过长1	108044	1	信赖度1级解锁		1
566	1081002	连接时间过长2	108045	3	信赖度3级解锁		1
567	1081002	连接时间过长3	108046	5	信赖度5级解锁		1
568	1081002	连接时间过长4	108047	6	信赖度6级解锁		1
569	1081002	连接接入1	108048	1	信赖度1级解锁		1
570	1081002	连接接入2	108049	3	信赖度3级解锁		1
571	1081002	连接接入3	108050	5	信赖度5级解锁		1
572	1081002	连接接入4	108051	6	信赖度6级解锁		1
573	1081002	长时间未接入1	108052	1	信赖度1级解锁		1
574	1081002	长时间未接入2	108053	3	信赖度3级解锁		1
575	1081002	长时间未接入3	108054	5	信赖度5级解锁		1
576	1081002	长时间未接入4	108055	6	信赖度6级解锁		1
577	1081002	摇晃1	108056	1	信赖度1级解锁		1
578	1081002	摇晃2	108057	3	信赖度3级解锁		1
579	1081002	摇晃3	108058	5	信赖度5级解锁		1
580	1081002	摇晃4	108059	6	信赖度6级解锁		1
581	1081002	快速点击1	108060	1	信赖度1级解锁		1
582	1081002	快速点击2	108061	3	信赖度3级解锁		1
583	1081002	快速点击3	108062	5	信赖度5级解锁		1
584	1081002	快速点击4	108063	6	信赖度6级解锁		1
585	1081002	活跃度已满	108064	1	信赖度1级解锁		1
586	1081002	战胜归来	108065	1	信赖度1级解锁		1
587	1081002	队友归来	108066	1	信赖度1级解锁		1
588	1081002	战斗1	108151	1	信赖度1级解锁		1
589	1081002	战斗2	108152	1	信赖度1级解锁		1
590	1081002	战斗3	108153	1	信赖度1级解锁		1
591	1081002	必杀	108154	1	信赖度1级解锁		1
592	1081002	受伤	108155	1	信赖度1级解锁		1
593	1081002	危险警告	108156	1	信赖度1级解锁		1
594	1081002	力尽	108157	1	信赖度1级解锁		1
595	1081002	助战	108158	1	信赖度1级解锁		1
596	1081002	QTE	108159	1	信赖度1级解锁		1
597	1081002	战斗结束	108065	1	信赖度1级解锁		1
598	1021002	构造体加入	102001	1	信赖度1级解锁		1
599	1021002	升级	102006	1	信赖度1级解锁		1
600	1021002	晋升	102007	1	信赖度1级解锁		1
601	1021002	进化	102008	1	信赖度1级解锁		1
602	1021002	技能升级	102009	1	信赖度1级解锁		1
603	1021002	武器装备	102010	1	信赖度1级解锁		1
604	1021002	升级	102137	1	信赖度1级解锁	2	0
605	1021002	晋升	102138	1	信赖度1级解锁	4	0
606	1021002	进化	102139	1	信赖度1级解锁	3	0
607	1021002	技能升级	102140	1	信赖度1级解锁	5	0
608	1021002	武器装备	102141	1	信赖度1级解锁	6	0
609	1021002	编入队伍	102012	1	信赖度1级解锁	7	1
610	1021002	设为队长	102013	1	信赖度1级解锁	8	1
611	1021002	任务完成1	102014	1	信赖度1级解锁		1
612	1021002	任务完成2	102015	1	信赖度1级解锁		1
613	1021002	任务完成3	102017	2	信赖度2级解锁		1
614	1021002	任务完成4	102018	2	信赖度2级解锁		1
615	1021002	任务完成5	102020	3	信赖度3级解锁		1
616	1021002	任务完成6	102021	3	信赖度3级解锁		1
617	1021002	任务完成7	102022	5	信赖度5级解锁		1
618	1021002	任务完成8	102023	5	信赖度5级解锁		1
619	1021002	任务完成9	102024	6	信赖度6级解锁		1
620	1021002	任务完成10	102025	6	信赖度6级解锁		1
621	1021002	日常问候1	102026	1	信赖度1级解锁		1
622	1021002	日常问候2	102027	1	信赖度1级解锁		1
623	1021002	日常问候3	102028	1	信赖度1级解锁		1
624	1021002	日常问候4	102029	1	信赖度1级解锁		1
625	1021002	日常问候5	102030	2	信赖度2级解锁		1
626	1021002	日常问候6	102031	2	信赖度2级解锁		1
627	1021002	日常问候7	102032	2	信赖度2级解锁		1
628	1021002	日常问候8	102033	3	信赖度3级解锁		1
629	1021002	日常问候9	102034	3	信赖度3级解锁		1
630	1021002	日常问候10	102035	3	信赖度3级解锁		1
631	1021002	日常问候11	102036	4	信赖度4级解锁		1
632	1021002	日常问候12	102037	4	信赖度4级解锁		1
633	1021002	日常问候13	102038	4	信赖度4级解锁		1
634	1021002	日常问候14	102039	5	信赖度5级解锁		1
635	1021002	日常问候15	102040	5	信赖度5级解锁		1
636	1021002	日常问候16	102041	5	信赖度5级解锁		1
637	1021002	日常问候17	102042	6	信赖度6级解锁		1
638	1021002	日常问候18	102043	6	信赖度6级解锁		1
639	1021002	日常问候19	102044	6	信赖度6级解锁		1
640	1021002	信赖提升1	102045	1	信赖度1级解锁		1
641	1021002	信赖提升2	102046	1	信赖度1级解锁		1
642	1021002	信赖提升3	102047	2	信赖度2级解锁		1
643	1021002	信赖提升4	102048	2	信赖度2级解锁		1
644	1021002	信赖提升5	102049	3	信赖度3级解锁		1
645	1021002	信赖提升6	102050	3	信赖度3级解锁		1
646	1021002	信赖提升7	102051	5	信赖度5级解锁		1
647	1021002	信赖提升8	102052	5	信赖度5级解锁		1
648	1021002	信赖提升9	102053	6	信赖度6级解锁		1
649	1021002	信赖提升10	102054	6	信赖度6级解锁		1
650	1021002	空闲1	102059	1	信赖度1级解锁		1
651	1021002	空闲2	102060	2	信赖度2级解锁		1
652	1021002	空闲3	102061	4	信赖度4级解锁		1
653	1021002	空闲4	102062	6	信赖度6级解锁		1
654	1021002	长时间连接1	102063	1	信赖度1级解锁		1
655	1021002	长时间连接2	102064	2	信赖度2级解锁		1
656	1021002	长时间连接3	102065	4	信赖度4级解锁		1
657	1021002	长时间连接4	102066	6	信赖度6级解锁		1
658	1021002	连接接入1	102067	1	信赖度1级解锁		1
659	1021002	连接接入2	102068	2	信赖度2级解锁		1
660	1021002	连接接入3	102069	4	信赖度4级解锁		1
661	1021002	连接接入4	102070	6	信赖度6级解锁		1
662	1021002	长时间未接入1	102071	1	信赖度1级解锁		1
663	1021002	长时间未接入2	102072	3	信赖度3级解锁		1
664	1021002	长时间未接入3	102073	5	信赖度5级解锁		1
665	1021002	长时间未接入4	102074	6	信赖度6级解锁		1
666	1021002	摇晃1	102075	1	信赖度1级解锁		1
667	1021002	摇晃2	102076	3	信赖度3级解锁		1
668	1021002	摇晃3	102077	5	信赖度5级解锁		1
669	1021002	摇晃4	102078	6	信赖度6级解锁		1
670	1021002	快速点击1	102079	1	信赖度1级解锁		1
671	1021002	快速点击2	102080	3	信赖度3级解锁		1
672	1021002	快速点击3	102081	5	信赖度5级解锁		1
673	1021002	快速点击4	102082	6	信赖度6级解锁		1
674	1021002	活跃度已满	102083	1	信赖度1级解锁		1
675	1021002	战胜归来	102084	1	信赖度1级解锁		1
676	1021002	队友归来	102085	1	信赖度1级解锁		1
677	1021002	战斗1	102151	1	信赖度1级解锁		1
678	1021002	战斗2	102152	1	信赖度1级解锁		1
679	1021002	战斗3	102153	1	信赖度1级解锁		1
680	1021002	必杀	102171	1	信赖度1级解锁		1
681	1021002	受伤	102155	1	信赖度1级解锁		1
682	1021002	危险警告	102156	1	信赖度1级解锁		1
683	1021002	力尽	102157	1	信赖度1级解锁		1
684	1021002	助战	102158	1	信赖度1级解锁		1
685	1021002	QTE	102159	1	信赖度1级解锁		1
686	1021002	战斗结束	102084	1	信赖度1级解锁		1
687	1031002	构造体加入	103001	1	信赖度1级解锁		1
688	1031002	升级	103006	1	信赖度1级解锁		1
689	1031002	晋升	103007	1	信赖度1级解锁		1
690	1031002	进化	103008	1	信赖度1级解锁		1
691	1031002	技能升级	103009	1	信赖度1级解锁		1
692	1031002	武器装备	103010	1	信赖度1级解锁		1
693	1031002	升级	103123	1	信赖度1级解锁	2	0
694	1031002	晋升	103124	1	信赖度1级解锁	4	0
695	1031002	进化	103125	1	信赖度1级解锁	3	0
696	1031002	技能升级	103126	1	信赖度1级解锁	5	0
697	1031002	武器装备	103127	1	信赖度1级解锁	6	0
698	1031002	编入队伍	103012	1	信赖度1级解锁	7	1
699	1031002	设为队长	103013	1	信赖度1级解锁	8	1
700	1031002	任务完成1	103014	1	信赖度1级解锁		1
701	1031002	任务完成2	103015	1	信赖度1级解锁		1
702	1031002	日常问候1	103016	1	信赖度1级解锁		1
703	1031002	日常问候2	103017	1	信赖度1级解锁		1
704	1031002	日常问候3	103018	1	信赖度1级解锁		1
705	1031002	日常问候4	103019	1	信赖度1级解锁		1
706	1031002	日常问候5	103020	2	信赖度2级解锁		1
707	1031002	日常问候6	103021	2	信赖度2级解锁		1
708	1031002	日常问候7	103022	2	信赖度2级解锁		1
709	1031002	日常问候8	103023	3	信赖度3级解锁		1
710	1031002	日常问候9	103024	3	信赖度3级解锁		1
711	1031002	日常问候10	103025	3	信赖度3级解锁		1
712	1031002	日常问候11	103026	4	信赖度4级解锁		1
713	1031002	日常问候12	103027	4	信赖度4级解锁		1
714	1031002	日常问候13	103028	4	信赖度4级解锁		1
715	1031002	日常问候14	103029	5	信赖度5级解锁		1
716	1031002	日常问候15	103030	5	信赖度5级解锁		1
717	1031002	日常问候16	103031	5	信赖度5级解锁		1
718	1031002	日常问候17	103032	6	信赖度6级解锁		1
719	1031002	日常问候18	103033	6	信赖度6级解锁		1
720	1031002	日常问候19	103034	6	信赖度6级解锁		1
721	1031002	信赖提升1	103035	1	信赖度1级解锁		1
722	1031002	信赖提升2	103036	1	信赖度1级解锁		1
723	1031002	信赖提升3	103037	3	信赖度3级解锁		1
724	1031002	信赖提升4	103038	3	信赖度3级解锁		1
725	1031002	信赖提升5	103039	5	信赖度5级解锁		1
726	1031002	信赖提升6	103040	5	信赖度5级解锁		1
727	1031002	信赖提升7	103041	6	信赖度6级解锁		1
728	1031002	信赖提升8	103042	6	信赖度6级解锁		1
729	1031002	空闲1	103047	1	信赖度1级解锁		1
730	1031002	空闲2	103048	3	信赖度3级解锁		1
731	1031002	空闲3	103049	4	信赖度4级解锁		1
732	1031002	空闲4	103050	5	信赖度5级解锁		1
733	1031002	空闲5	103051	6	信赖度6级解锁		1
734	1031002	连接时间过长1	103052	1	信赖度1级解锁		1
735	1031002	连接时间过长2	103053	3	信赖度3级解锁		1
736	1031002	连接时间过长3	103054	5	信赖度5级解锁		1
737	1031002	连接时间过长4	103055	6	信赖度6级解锁		1
738	1031002	连接接入1	103056	1	信赖度1级解锁		1
739	1031002	连接接入2	103057	3	信赖度3级解锁		1
740	1031002	连接接入3	103058	5	信赖度5级解锁		1
741	1031002	连接接入4	103059	6	信赖度6级解锁		1
742	1031002	长时间未接入1	103060	1	信赖度1级解锁		1
743	1031002	长时间未接入2	103061	3	信赖度3级解锁		1
744	1031002	长时间未接入3	103062	5	信赖度5级解锁		1
745	1031002	长时间未接入4	103063	6	信赖度6级解锁		1
746	1031002	摇晃1	103064	1	信赖度1级解锁		1
747	1031002	摇晃2	103065	3	信赖度3级解锁		1
748	1031002	摇晃3	103066	5	信赖度5级解锁		1
749	1031002	摇晃4	103067	6	信赖度6级解锁		1
750	1031002	快速点击1	103068	1	信赖度1级解锁		1
751	1031002	快速点击2	103069	3	信赖度3级解锁		1
752	1031002	快速点击3	103070	5	信赖度5级解锁		1
753	1031002	快速点击4	103071	6	信赖度6级解锁		1
754	1031002	活跃度已满	103072	1	信赖度1级解锁		1
755	1031002	战胜归来	103073	1	信赖度1级解锁		1
756	1031002	队友归来	103074	1	信赖度1级解锁		1
757	1031002	战斗1	103151	1	信赖度1级解锁		1
758	1031002	战斗2	103152	1	信赖度1级解锁		1
759	1031002	战斗3	103153	1	信赖度1级解锁		1
760	1031002	必杀	103154	1	信赖度1级解锁		1
761	1031002	受伤	103155	1	信赖度1级解锁		1
762	1031002	危险警告	103156	1	信赖度1级解锁		1
763	1031002	力尽	103157	1	信赖度1级解锁		1
764	1031002	助战	103158	1	信赖度1级解锁		1
765	1031002	QTE	103159	1	信赖度1级解锁		1
766	1031002	战斗结束	103073	1	信赖度1级解锁		1
767	1071003	构造体加入	107001	1	信赖度1级解锁		1
768	1071003	升级	107006	1	信赖度1级解锁		1
769	1071003	晋升	107007	1	信赖度1级解锁		1
770	1071003	进化	107008	1	信赖度1级解锁		1
771	1071003	技能升级	107009	1	信赖度1级解锁		1
772	1071003	武器装备	107010	1	信赖度1级解锁		1
773	1071003	升级	107108	1	信赖度1级解锁	2	0
774	1071003	晋升	107109	1	信赖度1级解锁	4	0
775	1071003	进化	107110	1	信赖度1级解锁	3	0
776	1071003	技能升级	107111	1	信赖度1级解锁	5	0
777	1071003	武器装备	107112	1	信赖度1级解锁	6	0
778	1071003	编入队伍	107012	1	信赖度1级解锁	7	1
779	1071003	设为队长	107013	1	信赖度1级解锁	8	1
780	1071003	任务完成1	107014	1	信赖度1级解锁		1
781	1071003	任务完成2	107015	1	信赖度1级解锁		1
782	1071003	日常问候1	107068	1	信赖度1级解锁		1
783	1071003	日常问候2	107069	1	信赖度1级解锁		1
784	1071003	日常问候3	107070	1	信赖度1级解锁		1
785	1071003	日常问候4	107072	3	信赖度3级解锁		1
786	1071003	日常问候5	107073	3	信赖度3级解锁		1
787	1071003	日常问候6	107074	5	信赖度5级解锁		1
788	1071003	日常问候7	107075	5	信赖度5级解锁		1
789	1071003	日常问候8	107076	5	信赖度5级解锁		1
790	1071003	日常问候9	107077	6	信赖度6级解锁		1
791	1071003	日常问候10	107078	6	信赖度6级解锁		1
792	1071003	日常问候11	107079	6	信赖度6级解锁		1
793	1071003	信赖提升1	107080	1	信赖度1级解锁		1
794	1071003	信赖提升2	107081	1	信赖度1级解锁		1
795	1071003	信赖提升3	107082	3	信赖度3级解锁		1
796	1071003	信赖提升4	107083	3	信赖度3级解锁		1
797	1071003	信赖提升5	107084	5	信赖度5级解锁		1
798	1071003	信赖提升6	107085	5	信赖度5级解锁		1
799	1071003	信赖提升7	107086	6	信赖度6级解锁		1
800	1071003	信赖提升8	107087	6	信赖度6级解锁		1
801	1071003	空闲1	107092	1	信赖度1级解锁		1
802	1071003	空闲2	107093	3	信赖度3级解锁		1
803	1071003	空闲3	107094	5	信赖度5级解锁		1
804	1071003	空闲4	107095	6	信赖度6级解锁		1
805	1071003	连接时间过长1	107096	1	信赖度1级解锁		1
806	1071003	连接时间过长2	107097	3	信赖度3级解锁		1
807	1071003	连接时间过长3	107098	5	信赖度5级解锁		1
808	1071003	连接时间过长4	107099	6	信赖度6级解锁		1
809	1071003	连接接入1	107100	1	信赖度1级解锁		1
810	1071003	连接接入2	107101	3	信赖度3级解锁		1
811	1071003	连接接入3	107102	5	信赖度5级解锁		1
812	1071003	连接接入4	107103	6	信赖度6级解锁		1
813	1071003	长时间未接入1	107104	1	信赖度1级解锁		1
814	1071003	长时间未接入2	107105	3	信赖度3级解锁		1
815	1071003	长时间未接入3	107106	5	信赖度5级解锁		1
816	1071003	长时间未接入4	107107	6	信赖度6级解锁		1
817	1071003	摇晃1	107056	1	信赖度1级解锁		1
818	1071003	摇晃2	107057	3	信赖度3级解锁		1
819	1071003	摇晃3	107058	5	信赖度5级解锁		1
820	1071003	摇晃4	107059	6	信赖度6级解锁		1
821	1071003	快速点击1	107060	1	信赖度1级解锁		1
822	1071003	快速点击2	107061	3	信赖度3级解锁		1
823	1071003	快速点击3	107062	5	信赖度5级解锁		1
824	1071003	快速点击4	107063	6	信赖度6级解锁		1
825	1071003	活跃度已满	107064	1	信赖度1级解锁		1
826	1071003	战胜归来	107065	1	信赖度1级解锁		1
827	1071003	队友归来	107066	1	信赖度1级解锁		1
828	1071003	战斗1	107151	1	信赖度1级解锁		1
829	1071003	战斗2	107152	1	信赖度1级解锁		1
830	1071003	战斗3	107153	1	信赖度1级解锁		1
831	1071003	必杀	107154	1	信赖度1级解锁		1
832	1071003	受伤	107155	1	信赖度1级解锁		1
833	1071003	危险警告	107156	1	信赖度1级解锁		1
834	1071003	力尽	107157	1	信赖度1级解锁		1
835	1071003	助战	107158	1	信赖度1级解锁		1
836	1071003	QTE	107159	1	信赖度1级解锁		1
837	1071003	战斗结束	107066	1	信赖度1级解锁		1
838	1031003	构造体加入	103001	1	信赖度1级解锁		1
839	1031003	升级	103006	1	信赖度1级解锁		1
840	1031003	晋升	103007	1	信赖度1级解锁		1
841	1031003	进化	103008	1	信赖度1级解锁		1
842	1031003	技能升级	103009	1	信赖度1级解锁		1
843	1031003	武器装备	103010	1	信赖度1级解锁		1
844	1031003	升级	103123	1	信赖度1级解锁	2	0
845	1031003	晋升	103124	1	信赖度1级解锁	4	0
846	1031003	进化	103125	1	信赖度1级解锁	3	0
847	1031003	技能升级	103126	1	信赖度1级解锁	5	0
848	1031003	武器装备	103127	1	信赖度1级解锁	6	0
849	1031003	编入队伍	103012	1	信赖度1级解锁	7	1
850	1031003	设为队长	103013	1	信赖度1级解锁	8	1
851	1031003	任务完成1	103014	1	信赖度1级解锁		1
852	1031003	任务完成2	103015	1	信赖度1级解锁		1
853	1031003	日常问候1	103077	1	信赖度1级解锁		1
854	1031003	日常问候2	103080	2	信赖度2级解锁		1
855	1031003	日常问候3	103081	3	信赖度3级解锁		1
856	1031003	日常问候4	103082	3	信赖度3级解锁		1
857	1031003	日常问候5	103083	3	信赖度3级解锁		1
858	1031003	日常问候6	103084	4	信赖度4级解锁		1
859	1031003	日常问候7	103085	4	信赖度4级解锁		1
860	1031003	日常问候8	103086	5	信赖度5级解锁		1
861	1031003	日常问候9	103087	5	信赖度5级解锁		1
862	1031003	日常问候10	103088	6	信赖度6级解锁		1
863	1031003	日常问候11	103089	6	信赖度6级解锁		1
864	1031003	日常问候12	103090	6	信赖度6级解锁		1
865	1031003	信赖提升1	103092	1	信赖度1级解锁		1
866	1031003	信赖提升2	103093	1	信赖度1级解锁		1
867	1031003	信赖提升3	103095	3	信赖度3级解锁		1
868	1031003	信赖提升4	103096	3	信赖度3级解锁		1
869	1031003	信赖提升5	103098	5	信赖度5级解锁		1
870	1031003	信赖提升6	103099	5	信赖度5级解锁		1
871	1031003	信赖提升7	103101	6	信赖度6级解锁		1
872	1031003	信赖提升8	103102	6	信赖度6级解锁		1
873	1031003	空闲1	103107	1	信赖度1级解锁		1
874	1031003	空闲2	103108	3	信赖度3级解锁		1
875	1031003	空闲3	103109	4	信赖度4级解锁		1
876	1031003	空闲4	103110	5	信赖度5级解锁		1
877	1031003	空闲5	103111	6	信赖度6级解锁		1
878	1031003	连接时间过长1	103112	1	信赖度1级解锁		1
879	1031003	连接时间过长2	103113	5	信赖度5级解锁		1
880	1031003	连接时间过长3	103114	6	信赖度6级解锁		1
881	1031003	连接接入1	103115	1	信赖度1级解锁		1
882	1031003	连接接入2	103116	3	信赖度3级解锁		1
883	1031003	连接接入3	103117	5	信赖度5级解锁		1
884	1031003	连接接入4	103118	6	信赖度6级解锁		1
885	1031003	长时间未接入1	103119	1	信赖度1级解锁		1
886	1031003	长时间未接入2	103120	3	信赖度3级解锁		1
887	1031003	长时间未接入3	103121	5	信赖度5级解锁		1
888	1031003	长时间未接入4	103122	6	信赖度6级解锁		1
889	1031003	摇晃1	103064	1	信赖度1级解锁		1
890	1031003	摇晃2	103065	3	信赖度3级解锁		1
891	1031003	摇晃3	103066	5	信赖度5级解锁		1
892	1031003	摇晃4	103067	6	信赖度6级解锁		1
893	1031003	快速点击1	103068	1	信赖度1级解锁		1
894	1031003	快速点击2	103069	3	信赖度3级解锁		1
895	1031003	快速点击3	103070	5	信赖度5级解锁		1
896	1031003	快速点击4	103071	6	信赖度6级解锁		1
897	1031003	活跃度已满	103072	1	信赖度1级解锁		1
898	1031003	战胜归来	103073	1	信赖度1级解锁		1
899	1031003	队友归来	103074	1	信赖度1级解锁		1
900	1031003	战斗1	103151	1	信赖度1级解锁		1
901	1031003	战斗2	103152	1	信赖度1级解锁		1
902	1031003	战斗3	103153	1	信赖度1级解锁		1
903	1031003	必杀	103154	1	信赖度1级解锁		1
904	1031003	受伤	103155	1	信赖度1级解锁		1
905	1031003	危险警告	103156	1	信赖度1级解锁		1
906	1031003	力尽	103157	1	信赖度1级解锁		1
907	1031003	助战	103158	1	信赖度1级解锁		1
908	1031003	QTE	103159	1	信赖度1级解锁		1
909	1031003	战斗结束	103073	1	信赖度1级解锁		1
910	1061003	构造体加入	106001	1	信赖度1级解锁		1
911	1061003	升级	106006	1	信赖度1级解锁		1
912	1061003	晋升	106007	1	信赖度1级解锁		1
913	1061003	进化	106008	1	信赖度1级解锁		1
914	1061003	技能升级	106009	1	信赖度1级解锁		1
915	1061003	武器装备	106010	1	信赖度1级解锁		1
916	1061003	升级	106107	1	信赖度1级解锁	2	0
917	1061003	晋升	106108	1	信赖度1级解锁	4	0
918	1061003	进化	106109	1	信赖度1级解锁	3	0
919	1061003	技能升级	106110	1	信赖度1级解锁	5	0
920	1061003	武器装备	106111	1	信赖度1级解锁	6	0
921	1061003	编入队伍	106012	1	信赖度1级解锁	7	1
922	1061003	设为队长	106013	1	信赖度1级解锁	8	1
923	1061003	任务完成1	106014	1	信赖度1级解锁		1
924	1061003	任务完成2	106015	1	信赖度1级解锁		1
925	1061003	日常问候1	106069	1	信赖度1级解锁		1
926	1061003	日常问候2	106070	1	信赖度1级解锁		1
927	1061003	日常问候3	106071	1	信赖度1级解锁		1
928	1061003	日常问候4	106072	3	信赖度3级解锁		1
929	1061003	日常问候5	106073	3	信赖度3级解锁		1
930	1061003	日常问候6	106074	3	信赖度3级解锁		1
931	1061003	日常问候7	106075	5	信赖度5级解锁		1
932	1061003	日常问候8	106076	5	信赖度5级解锁		1
933	1061003	日常问候9	106077	5	信赖度5级解锁		1
934	1061003	日常问候10	106078	6	信赖度6级解锁		1
935	1061003	日常问候11	106079	6	信赖度6级解锁		1
936	1061003	日常问候12	106027	6	信赖度6级解锁		1
937	1061003	信赖提升1	106080	1	信赖度1级解锁		1
938	1061003	信赖提升2	106081	1	信赖度1级解锁		1
939	1061003	信赖提升3	106082	3	信赖度3级解锁		1
940	1061003	信赖提升4	106083	3	信赖度3级解锁		1
941	1061003	信赖提升5	106085	5	信赖度5级解锁		1
942	1061003	信赖提升6	106086	6	信赖度6级解锁		1
943	1061003	信赖提升7	106036	6	信赖度6级解锁		1
944	1061003	空闲1	106091	1	信赖度1级解锁		1
945	1061003	空闲2	106092	3	信赖度3级解锁		1
946	1061003	空闲3	106093	5	信赖度5级解锁		1
947	1061003	空闲4	106094	6	信赖度6级解锁		1
948	1061003	连接时间过长1	106095	1	信赖度1级解锁		1
949	1061003	连接时间过长2	106096	3	信赖度3级解锁		1
950	1061003	连接时间过长3	106097	5	信赖度5级解锁		1
951	1061003	连接时间过长4	106098	6	信赖度6级解锁		1
952	1061003	连接接入1	106099	1	信赖度1级解锁		1
953	1061003	连接接入2	106100	3	信赖度3级解锁		1
954	1061003	连接接入3	106101	5	信赖度5级解锁		1
955	1061003	连接接入4	106102	6	信赖度6级解锁		1
956	1061003	长时间未接入1	106103	1	信赖度1级解锁		1
957	1061003	长时间未接入2	106104	3	信赖度3级解锁		1
958	1061003	长时间未接入3	106105	5	信赖度5级解锁		1
959	1061003	长时间未接入4	106106	6	信赖度6级解锁		1
960	1061003	摇晃1	106057	1	信赖度1级解锁		1
961	1061003	摇晃2	106058	3	信赖度3级解锁		1
