Name	SoundId	PlayRefType
FxR2LiangAttack33Quyu	10307	0
FxR2LiangAttack3103	10308	0
FxR2LiangBuffBeidong	10401	0
FxR2LiangBuffGandian		
FxR2LiangBuffGandianShouji	10402	0
FxR2LiangBuffZhuoshao		
FxR2LiangQte	10403	0
FxR2LiangAttack5101	10501	0
FxR2LiangAttack5102	10502	0
FxR2LiangCanying	10601	0
FxR3LiangAttack01	11001	0
FxR3LiangAttack02	11002	0
FxR3LiangAttack03	11003	0
FxR3LiangAttack04	11004	0
FxR3LiangAttack05	11005	0
FxR3LiangAttack06	11006	0
FxR3LiangAttack01Shouji	11007	0
FxR3LiangAttack02Dilie	11008	0
FxR3LiangAttack06Dilie	11009	0
FxR3LiangAttack03zha	11010	0
FxR3LiangAttack11	11101	0
FxR3LiangAttack13	11102	0
FxR3LiangAttack11Ex	11103	0
FxR3LiangAttack11ExDandao	11104	0
FxR3LiangAttack11Shouji	11105	0
FxR3LiangTuowei	11106	0
FxR3LiangAttack21	11201	0
FxR3LiangAttack21Dandao	11202	0
FxR3LiangAttack22Dandao	11203	0
FxR3LiangAttack23Dandao	11204	0
FxR3LiangAttack31	11301	0
FxR3LiangAttack31Shouji	11302	0
FxR3LiangAttack31Zha	11303	0
FxR3LiangQte	11401	0
FxR3LiangQteWeaponCase1		
FxR3LiangQteWeaponCase2		
FxR3LiangBiaoji		
FxR3LiangBuff		
FxR3LiangChongdong01	11402	0
FxR3LiangChongdong02	11402	0
FxR3LiangChongdong03	11402	0
FxR3LiangChongdong04	11402	0
FxR3LiangChongdong05	11402	0
FxR3LiangChongdong06	11402	0
FxR3LiangChongdongShouji	11403	0
FxR3LiangAttack51	11501	0
FxR3LiangAttack51Dandao	11502	0
FxR3LiangAttack51DandaoYujing	11503	0
FxR3LiangAttack51Dianji	11504	0
FxR3LiangMove01	11601	0
FxR3LiangMove02	11602	0
FxR3LiangMove01RootCase		
FxR2DubianAttack01	80001	0
FxR2DubianAttack02	80002	0
FxR2DubianAttack03	80003	0
FxR2DubianAttack04	80004	0
FxR2DubianAttack0501		
FxR2DubianAttack05	80005	0
FxR2DubianAttack01Shouji	80006	0
FxR2DubianAttack02Shouji	80007	0
FxR2DubianAttack03Shouji	80008	0
FxR2DubianAttack04Shouji	80009	0
FxR2DubianAttack05Shouji	80010	0
FxR2DubianAttack11	80101	0
FxR2DubianAttack11Canying		
FxR2DubianAttack11Shouji	80102	0
FxR2DubianAttack1301	80103	0
FxR2DubianAttack1302	80104	0
FxR2DubianAttack21	80201	0
FxR2DubianAttack21Shouji	80202	0
FxR2DubianAttack21Shouji01	80202	0
FxR2DubianAttack21Shouji02	80203	0
FxR2DubianAttack23	80204	0
FxR2DubianAttack31	80301	0
FxR2DubianAttack31Shouji	80302	0
FxR2DubianAttack3301	80303	0
FxR2DubianAttack3302		
FxR2DubianAttackBD01	80401	0
FxR2DubianAttackBD1		
FxR2DubianAttackBD02	80402	0
FxR2DubianAttackBD2		
FxR2DubianAttackBD03	80403	0
FxR2DubianAttackBD04	80404	0
FxR2DubianAttackBD05	80405	0
FxR2DubianAttack01Ex	80406	0
FxR2DubianAttack02Ex	80407	0
FxR2DubianAttack03Ex	80408	0
FxR2DubianAttack04Ex	80409	0
FxR2DubianAttack05Ex	80410	0
FxR2DubianBao	80411	0
FxR2DubianBuff		
FxR2DubianPingmu		
FxR2DubianQte	80412	0
FxR2DubianQteDilie	80413	0
FxR2DubianAttack51	80501	0
FxR2DubianAttack51Shouji	80502	0
FxR2DubianAttack5101	80503	0
FxR2DubianMove01	80601	0
FxR2DubianMove02	80602	0
FxR2DubianMove03	80603	0
FxR2DubianMove04	80604	0
FxR2BiankaAttack01	40001	0
FxR2BiankaAttack02	40002	0
FxR2BiankaAttack03	40003	0
FxR2BiankaAttack04	40004	0
FxR2BiankaAttack01Dandao		
FxR2BiankaAttack01Shouji	40005	0
FxR2BiankaAttack11	40101	0
FxR2BiankaAttack12	40102	0
FxR2BiankaAttack13	40103	0
FxR2BiankaAttack11Dandao		
FxR2BiankaAttack11Shouji	40104	0
FxR2BiankaAttack21	40201	0
FxR2BiankaAttack21Dandao		
FxR2BiankaAttack21BuffWuqi		
FxR2BiankaAttack31	40301	0
FxR2BiankaAttack32		
FxR2BiankaAttack33	40302	0
FxR2BiankaAttack34	40303	0
FxR2BiankaAttack31dilie		
FxR2BiankaAttack34dilie		
FxR2BiankaAttack31Dandao		
FxR2BiankaBD1		
FxR2BiankaBD2		
FxR2BiankaBD3		
FxR2BiankaBDDandao	40401	0
FxR2BiankaQte	40402	0
FxR2BiankaAttack51	40501	0
FxR2BiankaAttack51Dandao	40502	0
FxR2BiankaAttack51Shouji	40503	0
FxR2Biankamove1	40601	0
FxR2Biankamove2	40602	0
FxR2LifuAttack01	31001	0
FxR2LifuAttack02	31002	0
FxR2LifuAttack03	31003	0
FxR2LifuAttack03Dandao	31004	0
FxR2LifuAttack04	31005	0
FxR2LifuAttack05	31006	0
FxR2LifuAttack05Dandao	31007	0
FxR2LifuAttack01Shouji	31008	0
FxR2LifuAttack11	31101	0
FxR2LifuAttack13	31102	0
FxR2LifuAttack11Dandao	31103	0
FxR2LifuAttack12Dandao	31104	0
FxR2LifuAttack13Dandao	31105	0
FxR2LifuAttack11Zha	31106	1
FxR2LifuAttack12Zha	31107	1
FxR2LifuAttack13Zha	31108	1
FxR2LifuAttack21	31201	0
FxR2LifuAttack21Dandao	31202	0
FxR2LifuAttack22Dandao	31203	0
FxR2LifuAttack23Dandao	31204	0
FxR2LifuAttack21Shouji	31205	0
FxR2LifuAttack31	31301	0
FxR2LifuAttack31Dandao	31302	0
FxR2LifuAttack32Dandao	31303	0
FxR2LifuAttack33Dandao	31304	0
FxR2LifuLuolei	31401	0
FxR2lifuAttackBD01		
FxR2lifuAttackBD02		
FxR2lifuAttackBD03		
FxR2lifuAttackBD04		
FxR2lifuAttackBD05		
FxR2LifuLuoleiEx	31402	0
FxR2LifuAttack51	31501	0
FxR2LifuAttack51Buff		
FxR2LifuMove01Start	31601	0
FxR2LifuMove01End	31602	0
FxR2LifuMove02Start	31603	0
FxR2LifuMove02End	31604	0
FxR3LifuAttack01	32001	0
FxR3LifuAttack02	32002	0
FxR3LifuAttack03	32003	0
FxR3LifuAttack04	32004	0
FxR3LifuAttack04Dandao	32005	0
FxR3LifuAttack01Shouji	32006	0
FxR3LifuAttack11	32101	0
FxR3LifuAttack11Dandao	32102	0
FxR3LifuAttack12Dandao	32102	0
FxR3LifuAttack13	32103	0
FxR3LifuAttack13Dandao	32104	0
FxR3LifuAttack11Shouji	32105	0
FxR3LifuAttack21	32201	0
FxR3LifuAttack23	32202	0
FxR3LifuAttack21Dandao	32203	0
FxR3LifuAttack22Dandao	32204	0
FxR3LifuAttack23Dandao	32205	0
FxR3LifuAttack21Biaoji		
FxR3LifuAttack21Shouji	32206	0
FxR3LifuAttack31	32301	0
FxR3LifuAttack31Wuqi		
FxR3LifuAttack31Shouji	32302	0
FxR3LifuAttack31Wuqi01		
FxR3LifuAttack31Dandao01	32303	0
FxR3LifuAttack31Wuqi02		
FxR3LifuAttack31Dandao02	32304	0
FxR3LifuAttack32Wuqi01		
FxR3LifuAttack32Wuqi02		
FxR3LifuAttack33Wuqi01		
FxR3LifuAttack33Dandao01	32305	0
FxR3LifuAttack33Wuqi02		
FxR3LifuAttack33Dandao02	32305	0
FxR3LifuAttack51	32501	0
FxR3LifuAttack51BUff		
FxR3LifuAttackBeidong01		
FxR3LifuAttackBeidong02		
FxR3LifuAttackBeidong03		
FxR3LifuAttackBeidong04		
FxR3LifuAttackBeidong05		
FxR3LifuAttackBeidongA01	32401	0
FxR3LifuAttackBeidongA02	32402	0
FxR3LifuAttackBeidongA03	32403	0
FxR3LifuAttackBeidongA04	32404	0
FxR3LifuAttackBeidongA05	32405	0
FxR3LifuAttackBeidongHuixue	32406	0
FxR3LifuMove01Start	32601	0
FxR3LifuMove01End	32602	0
FxR3LifuMove02Start	32601	0
FxR3LifuMove02End	32602	0
FxR3LifuWin		
FxMe1SwordMd002001Attack01	970801	0
FxMe1SwordMd002001Attack02	970802	0
FxMe1SwordMd002001Attack03	970803	0
FxMe1SwordMd002001Attack04	970804	0
FxMe1SwordMd002001Attack05	970805	0
FxMe1SwordMd002001Attack06	970806	0
FxMe1SwordMd002001Attack13	970807	0
FxMe1SwordMd002001Attack15	970808	0
FxMe1SwordMd002001Attack16	970809	0
FxMe1SwordMd002001Attack0201	970810	0
FxMe1SwordMd002001Attack02Dandao	970811	0
FxMe1SwordMd002001Attack1403	970812	0
FxMe1SwordMd002001Shouji	970813	0
FxMe1SwordMd002001Attack01Shouji	970815	0
FxMe1SwordMd002001Attack02Shouji01	970816	0
FxMe1SwordMd002001Attack02Shouji02	970817	0
FxMe1SwordMd002001Attack03Shouji	970818	0
FxMe1SwordMd002001Attack04Shouji	970819	0
FxMe1SwordMd002001Attack05Shouji	970820	0
FxMe1SwordMd002001Attack06Shouji	970821	0
FxMe1SwordMd002001Death	970822	0
FxMb1SwordMd030001Attack0101	813001	0
FxMb1SwordMd030001Attack0102	813002	0
FxMb1SwordMd030001Attack0103	813003	0
FxMb1SwordMd030001Attack0302	813004	0
FxMb1SwordMd030001Attack0402	813005	0
FxMb1SwordMd030001WuqiBone025	813006	0
FxMb1SwordMd030001Attack02	813007	0
FxMb1SwordMd030001Attack0501	813008	0
FxMb1SwordMd030001Attack0502	813009	0
FxMb1SwordMd030001Attack07Guadian	813010	0
FxMb1SwordMd030001Attack06R1	813011	0
FxMb1SwordMd030001Attack06R2	813012	0
FxMb1SwordMd030002Attack0101	813013	0
FxMb1SwordMd030002Attack0102	813014	0
FxMb1SwordMd030002Attack0103	813015	0
FxMb1SwordMd030002Attack02Bip001	813016	0
FxMb1SwordMd030002Attack03	813017	0
FxMb1SwordMd030002Attack04GuadianBip001	813018	0
FxMb1SwordMd030002Attack04GuadianBone025	813019	0
FxMb1SwordMd030002Attack06	813020	0
FxMb1SwordMd030002Attack06Dandao	813021	0
FxMb1SwordMd030002Attack07GuadianBip001	813022	0
FxMb1SwordMd030001Attack0301	813023	0
FxMb1SwordMd030001Attack0401	813024	0
FxMb1SwordMd030002Attack04Shouji	813025	0
FxMb1SwordMd030002AttackShouji	813027	0
FxMb1SwordMd030001Dead	813028	0
FxMb1SwordMd030001DeathBip001Spine1	813029	0
FxMb1LadyMd10001Attack01	814001	0
FxMb1LadyMd10001Attack02	814002	0
FxMb1LadyMd10001Attack0304m	814003	0
FxMb1LadyMd10001Attack0305m	814003	0
FxMb1LadyMd10001Attack0306m	814003	0
FxMb1LadyMd10001Attack04	814004	0
FxMb1LadyMd10001Attack04Dandao	814005	0
FxMb1LadyMd10001Attack05	814006	0
FxMb1LadyMd10001Attack05Zha50m	814007	0
FxMb1LadyMd10001Attack05Zha70m	814007	0
FxMb1LadyMd10001Attack06	814008	0
FxMb1LadyMd10001Attack07	814009	0
FxMb1LadyMd10001Attack08	814010	0
FxMb1LadyMd10001Attack09	814011	0
FxMb1LadyMd10001Attack08Zha	814012	0
FxMb1LadyMd10001Attack11	814013	0
FxMb1LadyMd10001Attack12	814014	0
FxMb1LadyMd10001Shouji	814015	0
FxMb1LadyMd10001Death	814016	0
FxMb1VirginbioMd030001Attack02	817001	0
FxMb1VirginbioMd030001Attack03	817002	0
FxMb1VirginbioMd030001Attack04Baozha	817003	0
FxMb1VirginbioMd030001Attack05Bone074	817004	0
FxMb1VirginbioMd030001Attack14	817005	0
FxMb1VirginbioMd030001Attack14baozha	817006	0
FxMb1VirginbioMd030001Attack181s	817007	0
FxMb1VirginbioMd030001Attack188s	817008	0
FxMb1VirginbioMd030001Attack18Yujing	817009	0
FxMb1VirginbioMd030001Buff	817010	0
FxMb1VirginbioMd030001Attack11	817011	0
FxMb1VirginbioMd030001Attack13	817012	0
FxMb1VirginbioMd030001Death	817013	0
FxMb1VirginbioMd030001Attack13Ch	817014	0
FxMb1VirginbioMd030001Attack02Ch	817015	0
FxMb1VirginbioMd030001Attack03Ch	817016	0
FxMb1XiuMd010001Attack01	831001	0
FxMb1XiuMd010001Attack01Dilie	831002	0
FxMb1XiuMd010001Attack01Dilie02	831003	0
FxMb1XiuMd010001Attack01Shouji01	831004	0
FxMb1XiuMd010001Attack01Shouji02	831005	0
FxMb1XiuMd010001Attack01Shouji03	831006	0
FxMb1XiuMd010001Attack01Shouji04	831007	0
FxMb1XiuMd010001Attack01Shouji05	831008	0
FxMb1XiuMd010001Attack02	831009	0
FxMb1XiuMd010001Attack02Dilie	831010	0
FxMb1XiuMd010001Attack02Shouji01	831011	0
FxMb1XiuMd010001Attack02Shouji02	831012	0
FxMb1XiuMd010001Attack02Shouji03	831013	0
FxMb1XiuMd010001Attack02Shouji04	831014	0
FxMb1XiuMd010001Attack02Shouji05	831015	0
FxMb1XiuMd010001Attack03	831016	0
FxMb1XiuMd010001Attack04	831017	0
FxMb1XiuMd010001Attack04Dilie	831018	0
FxMb1XiuMd010001Attack04Shouji01	831019	0
FxMb1XiuMd010001Attack04Shouji02	831020	0
FxMb1XiuMd010001Attack05	831021	0
FxMb1XiuMd010001Attack05Dilie	831022	0
FxMb1XiuMd010001Attack05Shouji01	831023	0
FxMb1XiuMd010001Attack05Shouji02	831024	0
FxMb1XiuMd010001Attack05Shouji03	831025	0
FxMb1XiuMd010001Attack05Shouji04	831026	0
FxMb1XiuMd010001Attack06	831027	0
FxMb1XiuMd010001Attack06Dilie	831028	0
FxMb1XiuMd010001Attack06Shouji	831029	0
FxMb1XiuMd010001Attack07	831030	0
FxMb1XiuMd010001Attack07Shouji	831031	0
FxMb1XiuMd010001Attack08	831032	0
FxMb1XiuMd010001Attack09	831033	0
FxMb1XiuMd010001Attack11	831034	0
FxMb1XiuMd010001Attack13	831035	0
FxMb1XiuMd010001Attack13Bo	831036	0
FxMb1XiuMd010001Attack14	831037	0
FxMb1XiuMd010001Attack14Dilie	831038	0
FxMb1XiuMd010001Attack15	831039	0
FxMb1XiuMd010001Attack15Shouji01	831040	0
FxMb1XiuMd010001Attack15Shouji02	831041	0
FxMb1XiuMd010001Attack16Guozai	831042	0
FxMb1XiuMd010001Death	831043	0
FxMb1XiuMd010002Attack01	831101	0
FxMb1XiuMd010002Attack01Dandao	831102	0
FxMb1XiuMd010002Attack02	831103	0
FxMb1XiuMd010002Attack02Dilie	831104	0
FxMb1XiuMd010002Attack02Shouji	831105	0
FxMb1XiuMd010002Attack03	831106	0
FxMb1XiuMd010002Attack04	831107	0
FxMb1XiuMd010002Attack04Shouji	831108	0
FxMb1XiuMd010002Attack05	831109	0
FxMb1XiuMd010002Attack06	831110	0
FxMb1XiuMd010002Attack06Bip001LFoot	831111	0
FxMb1XiuMd010002Attack07	831112	0
FxMb1XiuMd010002Attack07Dilie	831113	0
FxMb1XiuMd010002Attack08	831114	0
FxMb1XiuMd010002Attack08Dilie	831115	0
FxMb1XiuMd010002Attack09	831116	0
FxMb1XiuMd010002Attack09Shouji01	831117	0
FxMb1XiuMd010002Attack09Shouji02	831118	0
FxMb1XiuMd010002Attack11	831119	0
FxMb1XiuMd010002Attack12	831120	0
FxMb1XiuMd010002Attack12Shouji01	831121	0
FxMb1XiuMd010002Attack12Shouji02	831122	0
FxMb1XiuMd010002Attack13	831123	0
FxMb1XiuMd010002Attack13Dilie	831124	0
FxMb1XiuMd010002Attack13Shouji01	831125	0
FxMb1XiuMd010002Attack13Shouji02	831126	0
FxMb1XiuMd010002Attack14	831127	0
FxMb1XiuMd010002Attack14Bip001RHand	831128	0
FxMb1XiuMd010002Attack14Dilie01	831129	0
FxMb1XiuMd010002Attack14Dilie02	831130	0
FxMb1XiuMd010002Attack14Shouji	831131	0
FxMb1XiuMd010002Attack15	831132	0
FxMb1XiuMd010002Attack16	831133	0
FxMb1XiuMd010002Attack17	831134	0
FxMb1XiuMd010002Attack18	831135	0
FxMb1XiuMd010002Attack19	831136	0
FxMb1XiuMd010002Attack19Shouji01	831137	0
FxMb1XiuMd010002Attack19Shouji02	831138	0
FxMb1XiuMd010002Attack21	831139	0
FxMb1XiuMd010002Attack27	831140	0
FxMb1XiuMd010002Attack28	831141	0
FxMb1XiuMd010002Canying	831142	0
FxMe1BioMd004010Attack01	903401	0
FxMe1BioMd004010Attack02	903402	0
FxMe1BioMd004010Attack03	903403	0
FxMe1BioMd004010Attack04	903404	0
FxMe1BioMd004010Attack05	903405	0
FxMe1BioMd004010Attack06	903406	0
FxMe1BioMd004010Attack07	903407	0
FxMe1BioMd004020Attack01	903301	0
FxMe1BioMd004020Attack01Shouji01	903302	0
FxMe1BioMd004020Attack01Shouji02	903303	0
FxMe1BioMd004020Attack02	903304	0
FxMe1BioMd004020Attack02Shouji	903305	0
FxMe1BioMd004020Attack03	903306	0
FxMe1BioMd004020Attack03GuadianBip001RHand	903307	0
FxMe1BioMd004020Attack03Shouji	903308	0
FxMe1BioMd004020Attack0501	903309	0
FxMe1BioMd004020Attack0502	903310	0
FxMe1BioMd004020Attack05Shouji	903311	0
FxMe1BioMd004020Attack07	903312	0
FxMe1BioMd004020Attack07Shouji	903313	0
FxMe1BioMd004050Attack01	903701	0
FxMe1BioMd004050Attack02	903702	0
FxMe1BioMd004050Attack03	903703	0
FxMe1BioMd004050Attack03Zha	903704	0
FxMe1BioMd004050Attack04	903705	0
FxMe1BioMd004050Attack05	903706	0
FxMe1BioMd004050Shouji	903707	0
FxMe1BioMd004050Jian01	903708	0
FxMe1BioMd004050Jian02	903709	0
FxMo1JgrcMd000002Attack0102	902601	0
FxMo1JgrcMd000002Attack0103	902602	0
FxMo1JgrcMd000002Attack01GuadianEffectCase1	902603	0
FxMo1JgrcMd000002Attack02	902604	0
FxMo1JgrcMd000002Attack02GuadianEffectCase1	902605	0
FxMo1JgrcMd000002Attack03	902606	0
FxMo1JgrcMd000002Attack04Dandao	902607	0
FxMo1JgrcMd000002Attack04GuadianEffectCase1	902608	0
FxMo1JgrcMd000002Attack0601	902609	0
FxMo1JgrcMd000002Attack0602	902610	0
FxMo1JgrcMd000002Attack06Dandao	902611	0
FxMo1JgrcMd000002Attack06GuadianEffectCase1	902612	0
FxMo1JgrcMd000002Shouji	902613	0
FxMe1BioMd004040Attack01B	903501	0
FxMe1BioMd004040Attack01R	903502	0
FxMe1BioMd004040Attack01Y	903503	0
FxMe1BioMd004040Attack0201	903504	0
FxMe1BioMd004040Attack0202	903505	0
FxMe1BioMd004040Attack02Dandao	903506	0
FxMe1BioMd004040Attack03	903507	0
FxMe1BioMd004040Attack04	903508	0
FxMe1BioMd004040Attack05	903509	0
FxMe1BioMd004040Attack06	903510	0
FxMe1BioMd004040Attack07GuandianBone027	903511	0
FxMe1BioMd004040BuffB	903512	0
FxMe1BioMd004040BuffR	903513	0
FxMe1BioMd004040BuffY	903514	0
FxMe1BioMd004040Attack02Shouji	903515	0
FxMe1BioMd004040Attack03Shouji	903516	0
FxMe1BioMd004040Attack04Shouji	903517	0
FxMe1BioMd004040Attack05Shouji	903518	0
FxMe1BioMd004040Attack06Shouji	903519	0
FxMe1BioMd004040Attack07Shouji	903520	0
FxMb1BraveMd010011Attack01	821501	0
FxMb1BraveMd010011Attack02	821502	0
FxMb1BraveMd010011Attack0302	821503	0
FxMb1BraveMd010011Attack0303	821504	0
FxMb1BraveMd010011Attack0304	821505	0
FxMb1BraveMd010011Attack03EffectCase2	821506	0
FxMb1BraveMd010011Attack0401Rhand2	821507	0
FxMb1BraveMd010011Attack0401RLhand2	821508	0
FxMb1BraveMd010011Attack0402	821509	0
FxMb1BraveMd010011Attack05	821510	0
FxMb1BraveMd010011Attack0601EffectCase1	821511	0
FxMb1BraveMd010011Attack0603	821512	0
FxMb1BraveMd010011Attack0604	821513	0
FxMb1BraveMd010011Attack07	821514	0
FxMb1BraveMd010011Attack0702	821515	0
FxMb1BraveMd010011Attack0802	821516	0
FxMb1BraveMd010011Attack08Body	821517	0
FxMb1BraveMd010011Attack08Laser	821518	0
FxMb1BraveMd010011Attack09Body		
FxMb1BraveMd010011Attack09Fly01		
FxMb1BraveMd010011Attack09Laser	821521	0
FxMb1BraveMd010011Attack09Zadi	821522	0
FxMb1BraveMd010011Attack10	821523	0
FxMb1BraveMd010011Attack11EffectCase2	821524	0
FxMb1BraveMd010011Attack12Laser	821525	0
FxMb1BraveMd010011Attack12Laserstart	821526	0
FxMb1BraveMd010011Attack1301Fly01	821527	0
FxMb1BraveMd010011Attack1303	821528	0
FxMb1BraveMd010011Death	821529	0
FxMb1BraveMd010011ShouJi	821530	0
FxMb1BraveMd010011ShouJiFire	821531	0
FxMb1BraveMd010011QiTiao	821532	0
FxMb1BraveMd010011Attack0602	821533	0
FxMb1BraveMd010011ShouJiAir	821534	0
FxMb1BraveMd010011ShouJi2	821535	0
FxMb1BraveMd010011Attack1201 	821536	0
FxMb1BraveMd010011PaokouHead	821537	0
FxMb1BraveMd010011QiangKou		
FxMb1OsirisMd000001Attack01	870101	0
FxMb1OsirisMd000001Attack02	870102	0
FxMb1OsirisMd000001Attack03	870103	0
FxMb1OsirisMd000001Attack03Dandao	870104	0
FxMb1OsirisMd000001Attack05	870105	0
FxMb1OsirisMd000001Attack0601	870106	0
FxMb1OsirisMd000001Attack0602Exit	870107	0
FxMb1OsirisMd000001Attack0602Hold	870108	0
FxMb1OsirisMd000001Attack0602Start	870109	0
FxMb1OsirisMd000001Attack06Xian15	870110	0
FxMb1OsirisMd000001Attack06XianXiaoshi	870111	0
FxMb1OsirisMd000001Attack07	870112	0
FxMb1OsirisMd000001Attack07DandaoExit	870113	0
FxMb1OsirisMd000001Attack07DandaoStart	870115	0
FxMb1OsirisMd000001Attack08	870116	0
FxMb1OsirisMd000001Attack08Bone121	870117	0
FxMb1OsirisMd000001Attack11	870118	0
FxMb1OsirisMd000001Attack1301	870119	0
FxMb1OsirisMd000001Attack1302	870120	0
FxMb1OsirisMd000001Attack14Bip001LHand	870121	0
FxMb1OsirisMd000001Death	870122	0
FxMb1OsirisMd000001DeathBone121	870123	0
FxMb1OsirisMd000001Shouji	870124	0
FxMb1OsirisMd000001Shouji2	870125	0
FxMb1OsirisMd000002Attack101R	870201	0
FxMb1OsirisMd000002Attack101RBaofa	870202	0
FxMb1OsirisMd000002Attack101Y	870203	0
FxMb1OsirisMd000002Attack101YBaofa	870204	0
FxMb1OsirisMd000002Attack102R	870205	0
FxMb1OsirisMd000002Stand1GuadianBone068	870206	0
FxMb1OsirisMd000002Stand1GuadianBone070		
FxMb1OsirisMd000002Stand1GuadianBone072		
FxMb1OsirisMd000002Stand1GuadianBone074		
FxMb1OsirisMd000002Stand1GuadianBone076		
FxMb1OsirisMd000002Stand1GuadianBone078		
FxMb1OsirisMd000002Attack1GuadianBone086	870207	0
FxMb1OsirisMd000002Death	870208	0
FxMb1OsirisMd000002DeathGuadianBone068		
FxMb1OsirisMd000002DeathGuadianBone070		
FxMb1OsirisMd000002DeathGuadianBone078		
FxMb1OsirisMd000002DeathGuadianBone072		
FxMb1OsirisMd000002DeathGuadianBone074		
FxMb1OsirisMd000002DeathGuadianBone076		
FxMb1OsirisMd000002Born	870209	0
FxMb1OsirisMd000002BornGuadianBone068	870210	0
FxMb1OsirisMd000002BornGuadianBone070		
FxMb1OsirisMd000002BornGuadianBone072		
FxMb1OsirisMd000002BornGuadianBone074		
FxMb1OsirisMd000002BornGuadianBone076		
FxMb1OsirisMd000002BornGuadianBone078		
FxMb1OsirisMd000002DeathGuadianBone086	870211	0
FxMb1OsirisMd000002Guajian	870212	0
FxMb1OsirisMd000002GuajianRed	870213	0
FxMb1OsirisMd000002Stand1GuadianDummy001	870214	0
FxMb1OsirisMd000002Stand1GuadianRedDummy001	870215	0
FxMb1OsirisMd000003Attack1	870301	0
FxMb1OsirisMd000003Born	870302	0
FxMb1OsirisMd000003Death	870303	0
FxMb1OsirisMd000003Dun	870304	0
FxMb1OsirisMd000003Stand1	870305	0
FxMe1CattleMd000002Attack01	971601	0
FxMe1CattleMd000002Attack02	971602	0
FxMe1CattleMd000002Attack02GuadianBone03	971603	0
FxMe1CattleMd000002Attack02GuadianBone09	971604	0
FxMe1CattleMd000002Attack03	971605	0
FxMe1CattleMd000002Attack04	971606	0
FxMe1CattleMd000002Attack05Dandao	971607	0
FxMe1CattleMd000002Attack05GuadianBone17	971608	0
FxMe1CattleMd000002Attack05Shouji	971609	0
FxMe1CattleMd000002Attack06	971610	0
FxMe1CattleMd000002Shouji	971611	0
FxMe1CattleMd000002GuadianBip001Spine	971612	0
FxMe1RocketMd002002Attack01	971401	0
FxMe1RocketMd002002Attack01GuadianBip001RFinger02	971402	0
FxMe1RocketMd002002Attack02	971403	0
FxMe1RocketMd002002Attack0202	971404	0
FxMe1RocketMd002002Attack0203	971405	0
FxMe1RocketMd002002Attack02Dandao	971406	0
FxMe1RocketMd002002Attack02GuadianBip001RFinger02	971407	0
FxMe1RocketMd002002Attack0301	971408	0
FxMe1RocketMd002002Attack0302	971409	0
FxMe1RocketMd002002Attack04GuadianBip001LForearm	971410	0
FxMe1RocketMd002002Attack04GuadianRootCase	971411	0
FxMe1RocketMd002002Attack04kuijiabaozha	971412	0
FxMe1RocketMd002002Attack05	971413	0
FxMe1RocketMd002002Attack0502	971414	0
FxMe1RocketMd002002Attack0503	971415	0
FxMe1RocketMd002002Attack05Dandao		
FxMe1RocketMd002002Attack05GuadianBip001RFinger02	971416	0
FxMe1RocketMd002002Attack06	971417	0
FxMe1RocketMd002002Attack07	971418	0
FxMe1RocketMd002002Shouji	971419	0
FxMe1SpiderMd000001Attack01	970101	0
FxMe1SpiderMd000001Attack01Effectcase	970102	0
FxMe1SpiderMd000001Attack02	970103	0
FxMe1SpiderMd000001Attack0303	970104	0
FxMe1SpiderMd000001Attack0304	970105	0
FxMe1SpiderMd000001Attack03Dandao	970106	0
FxMe1SpiderMd000001Attack03Effectcase	970107	0
FxMe1SpiderMd000001Attack04	970108	0
FxMe1SpiderMd000001Attack04Effectcase	970109	0
FxMe1SpiderMd000001Attack0502	970110	0
FxMe1SpiderMd000001Attack0503	970111	0
FxMe1SpiderMd000001Shouji	970112	0
FxMe1BraveMd020021Attack01	901301	0
FxMe1BraveMd020021Attack02	901302	0
FxMe1BraveMd020021Attack03	901303	0
FxMe1BraveMd020021Attack0301Shouji	901304	0
FxMe1BraveMd020021Attack0302Shouji	901305	0
FxMe1BraveMd020021AttackShouji	901306	0
FxMe1BraveMd020021Death	901307	0
FxMo1ArmorMd010071Attack01Shouji	901901	0
FxMo1ArmorMd010071Attack02	901902	0
FxMo1ArmorMd010071Attack02Shouji	901903	0
FxMo1ArmorMd010071Attack04	901904	0
FxMo1ArmorMd010071Attack05	901905	0
FxMo1ArmorMd010071Attack09	901906	0
FxMo1ArmorMd010071Attack11	901907	0
FxMo1ArmorMd010071Attack01	901908	0
FxMo1BioMd010121Attack0201	901801	0
FxMo1BioMd010121Attack0202	901802	0
FxMo1BioMd010121Attack03	901803	0
FxMo1BioMd010121Run01	901804	0
FxMo1BioMd010121Shouji	901805	0
FxMo1BioMd010121Buff	901806	0
FxMo1BioMd010141Attack01	901701	0
FxMo1BioMd010141Attack02	901702	0
FxMo1BioMd010141Attack03Dandao	901703	0
FxMo1BioMd010141Attack03GuadianBip001Prop1	901704	0
FxMo1BioMd010141Attack04	901705	0
FxMo1BioMd010141Attack05	901706	0
FxMo1BioMd010141Attack05Dandao	901707	0
FxMo1BioMd010141Attack05GuadianBip001Prop1	901708	0
FxMo1BioMd010141Attack0601	901709	0
FxMo1BioMd010141Attack0602	901710	0
FxMo1BioMd010141Shouji	901711	0
FxMo1BraveMd010031Attack01	900301	0
FxMo1BraveMd010031Attack01Shouji	900302	0
FxMo1BraveMd010031Attack02	900303	0
