Id	RunSpeed	WalkSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	CritP	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	Endure	ThreatRateP	DodgeEnergy	DodgeEnergyAutoRecovery	CustomEnergy
9035	7	3	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9036	5	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9037	5	1.2	500	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
9045	1.4	1.4	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9046	1	1	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9801	6	6	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9050	6	6	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9051	1.5	0.8	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9060	1.5	0.8	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9803	5	5	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9701	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9702	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9041	7	1.5	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9704	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9711	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9712	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9040	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9721	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9722	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9723	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9724	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9731	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9732	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9043	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	500	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
90431	3	3	240	1	9999	1	0	0	0	9999	9999	9999	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	500	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9734	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9741	7	2.1	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9742	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9042	7	2.7	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9744	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9751	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9752	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9044	7	1	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9754	7	3	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
1026	7	7	3600	804.38	131.63	118.45	67.27	0	0	131.63	131.63	131.63	131.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	0
60010	6	6	900	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	0	0	0	0
101021	5	5	700	213.75	47.25	28.69	22.5	0	0	47.25	47.25	47.25	47.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
101022	5	5	700	309.94	68.51	41.59	32.62	0	0	68.51	68.51	68.51	68.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
101023	5	5	700	406.13	89.78	54.5	42.75	0	0	89.78	89.78	89.78	89.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
101024	5	5	700	502.31	111.04	67.41	52.87	0	0	111.04	111.04	111.04	111.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
101025	5	5	700	598.5	132.3	80.33	63	0	0	132.3	132.3	132.3	132.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
101026	5	5	700	694.69	153.56	93.23	73.12	0	0	153.56	153.56	153.56	153.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
101031	5	5	700	225	49.5	28.69	23.63	0	0	49.5	49.5	49.5	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
101032	5	5	700	326.25	71.78	41.59	34.25	0	0	71.78	71.78	71.78	71.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
101033	5	5	700	427.5	94.05	54.5	44.89	0	0	94.05	94.05	94.05	94.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
101034	5	5	700	528.75	116.33	67.41	55.51	0	0	116.33	116.33	116.33	116.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
101035	5	5	700	630	138.6	80.33	66.15	0	0	138.6	138.6	138.6	138.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
101036	5	5	700	731.25	160.88	93.23	76.78	0	0	160.88	160.88	160.88	160.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102011	5	5	700	225	45	32.06	20.25	0	0	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102012	5	5	700	326.25	65.25	46.48	29.36	0	0	65.25	65.25	65.25	65.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102013	5	5	700	427.5	85.5	60.91	38.48	0	0	85.5	85.5	85.5	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102014	5	5	700	528.75	105.75	75.34	47.58	0	0	105.75	105.75	105.75	105.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102015	5	5	700	630	126	89.78	56.7	0	0	126	126	126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102016	5	5	700	731.25	146.25	104.2	65.81	0	0	146.25	146.25	146.25	146.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
102021	5	5	700	236.25	45	33.75	21.38	0	0	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	150
102022	5	5	700	342.56	65.25	48.93	30.99	0	0	65.25	65.25	65.25	65.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	150
102023	5	5	700	448.88	85.5	64.12	40.61	0	0	85.5	85.5	85.5	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	150
102024	5	5	700	555.19	105.75	79.31	50.23	0	0	105.75	105.75	105.75	105.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	150
102025	5	5	700	661.5	126	94.5	59.85	0	0	126	126	126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	150
102026	5	5	700	767.81	146.25	109.68	69.46	0	0	146.25	146.25	146.25	146.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	150
102031	5	5	700	213.75	49.5	32.06	23.63	0	0	49.5	49.5	49.5	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	120
102032	5	5	700	309.94	71.78	46.48	34.25	0	0	71.78	71.78	71.78	71.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	120
102033	5	5	700	406.13	94.05	60.91	44.89	0	0	94.05	94.05	94.05	94.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	120
102034	5	5	700	502.31	116.33	75.34	55.51	0	0	116.33	116.33	116.33	116.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	120
102035	5	5	700	598.5	138.6	89.78	66.15	0	0	138.6	138.6	138.6	138.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	0
102036	5	5	700	694.69	160.88	104.2	76.78	0	0	160.88	160.88	160.88	160.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	0
103011	5	5	700	213.75	45	28.69	22.5	0	0	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
103012	5	5	700	309.94	65.25	41.59	32.62	0	0	65.25	65.25	65.25	65.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
103013	5	5	700	406.13	85.5	54.5	42.75	0	0	85.5	85.5	85.5	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
103014	5	5	700	502.31	105.75	67.41	52.87	0	0	105.75	105.75	105.75	105.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
103015	5	5	700	598.5	126	80.33	63	0	0	126	126	126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
103016	5	5	700	694.69	146.25	93.23	73.12	0	0	146.25	146.25	146.25	146.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100
103021	5	5	700	213.75	45	30.38	22.5	0	0	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103022	5	5	700	309.94	65.25	44.04	32.62	0	0	65.25	65.25	65.25	65.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103023	5	5	700	406.13	85.5	57.71	42.75	0	0	85.5	85.5	85.5	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103024	5	5	700	502.31	105.75	71.38	52.87	0	0	105.75	105.75	105.75	105.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103025	5	5	700	598.5	126	85.05	63	0	0	126	126	126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103026	5	5	700	694.69	146.25	98.71	73.12	0	0	146.25	146.25	146.25	146.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103031	5	5	700	225	45	33.75	22.5	0	0	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103032	5	5	700	326.25	65.25	48.93	32.62	0	0	65.25	65.25	65.25	65.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103033	5	5	700	427.5	85.5	64.12	42.75	0	0	85.5	85.5	85.5	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103034	5	5	700	528.75	105.75	79.31	52.87	0	0	105.75	105.75	105.75	105.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103035	5	5	700	630	126	94.5	63	0	0	126	126	126	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
103036	5	5	700	731.25	146.25	109.68	73.12	0	0	146.25	146.25	146.25	146.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	4
104021	5	5	700	180	49.5	27	24.75	0	0	49.5	49.5	49.5	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	3
104022	5	5	700	261	71.78	39.14	35.88	0	0	71.78	71.78	71.78	71.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	3
104023	5	5	700	342	94.05	51.3	47.03	0	0	94.05	94.05	94.05	94.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	3
104024	5	5	700	423	116.33	63.45	58.16	0	0	116.33	116.33	116.33	116.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	3
104025	5	5	700	504	138.6	75.6	69.3	0	0	138.6	138.6	138.6	138.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	3
104026	5	5	700	585	160.88	87.74	80.43	0	0	160.88	160.88	160.88	160.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	3
105011	5	5	700	252	40.5	37.46	20.25	0	0	40.5	40.5	40.5	40.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	100
105012	5	5	700	365.4	58.73	54.31	29.36	0	0	58.73	58.73	58.73	58.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	100
105013	5	5	700	478.8	76.95	71.17	38.48	0	0	76.95	76.95	76.95	76.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	100
105014	5	5	700	592.2	95.18	88.03	47.58	0	0	95.18	95.18	95.18	95.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	100
105015	5	5	700	705.6	113.4	104.9	56.7	0	0	113.4	113.4	113.4	113.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	100
105016	5	5	700	819	131.63	121.74	65.81	0	0	131.63	131.63	131.63	131.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	100
105031	5	5	700	258.75	42.75	35.44	20.25	0	0	42.75	42.75	42.75	42.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	54
105032	5	5	700	375.19	61.99	51.38	29.36	0	0	61.99	61.99	61.99	61.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	54
105033	5	5	700	491.63	81.23	67.33	38.48	0	0	81.23	81.23	81.23	81.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	54
105034	5	5	700	608.06	100.46	83.28	47.58	0	0	100.46	100.46	100.46	100.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	54
105035	5	5	700	724.5	119.7	99.23	56.7	0	0	119.7	119.7	119.7	119.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	54
105036	5	5	700	840.94	138.94	115.16	65.81	0	0	138.94	138.94	138.94	138.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	54
106021	5	5	700	247.5	40.5	36.45	20.7	0	0	40.5	40.5	40.5	40.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	120
106022	5	5	700	358.88	58.73	52.84	30.01	0	0	58.73	58.73	58.73	58.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	120
106023	5	5	700	470.25	76.95	69.25	39.33	0	0	76.95	76.95	76.95	76.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	120
106024	5	5	700	581.63	95.18	85.65	48.64	0	0	95.18	95.18	95.18	95.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	120
106025	5	5	700	693	113.4	102.06	57.96	0	0	113.4	113.4	113.4	113.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	120
106026	5	5	700	804.38	131.63	118.45	67.27	0	0	131.63	131.63	131.63	131.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	3000	1000	80	120
106031	5	5	700	270	40.5	37.13	20.25	0	0	40.5	40.5	40.5	40.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1.5	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	120
