Id	RunSpeed	WalkSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	CritP	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	DodgeEnergy	DodgeEnergyAutoRecovery
20430012	0	0	0	0	92.07	0	44.835	0	0	92.07	92.07	92.07	92.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20440010	0	0	0	0	43.2	0	21	0	0	43.2	43.2	43.2	43.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20440011	0	0	0	0	79.704	0	38.64	0	0	79.704	79.704	79.704	79.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20440012	0	0	0	0	132.354	0	64.1025	0	0	132.354	132.354	132.354	132.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20440013	0	0	0	0	201.042	0	97.4925	0	0	201.042	201.042	201.042	201.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450010	0	0	0	0	48.6	0	23.175	0	0	48.6	48.6	48.6	48.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450011	0	0	0	0	97.2	0	46.35	0	0	97.2	97.2	97.2	97.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450012	0	0	0	0	160.38	0	76.632	0	0	160.38	160.38	160.38	160.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450013	0	0	0	0	238.248	0	113.7635	0	0	238.248	238.248	238.248	238.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450014	0	0	0	0	330.696	0	157.8475	0	0	330.696	330.696	330.696	330.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450020	0	0	0	0	47.25	0	23.625	0	0	47.25	47.25	47.25	47.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450021	0	0	0	0	94.5	0	47.25	0	0	94.5	94.5	94.5	94.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450022	0	0	0	0	155.925	0	78.12	0	0	155.925	155.925	155.925	155.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450023	0	0	0	0	231.63	0	115.9725	0	0	231.63	231.63	231.63	231.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20450024	0	0	0	0	321.51	0	160.9125	0	0	321.51	321.51	321.51	321.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460010	0	0	0	0	54	0	25.75	0	0	54	54	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460011	0	0	0	0	114.75	0	54.8475	0	0	114.75	114.75	114.75	114.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460012	0	0	0	0	193.806	0	92.5455	0	0	193.806	193.806	193.806	193.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460013	0	0	0	0	290.952	0	139.05	0	0	290.952	290.952	290.952	290.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460014	0	0	0	0	406.296	0	194.258	0	0	406.296	406.296	406.296	406.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460020	0	0	0	0	52.5	0	26.25	0	0	52.5	52.5	52.5	52.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460021	0	0	0	0	111.5625	0	55.9125	0	0	111.5625	111.5625	111.5625	111.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460022	0	0	0	0	188.4225	0	94.3425	0	0	188.4225	188.4225	188.4225	188.4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460023	0	0	0	0	282.87	0	141.75	0	0	282.87	282.87	282.87	282.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20460024	0	0	0	0	395.01	0	198.03	0	0	395.01	395.01	395.01	395.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20530010	0	0	0	0	34.125	0	15.75	0	0	34.125	34.125	34.125	34.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20530011	0	0	0	0	53.86875	0	24.93	0	0	53.86875	53.86875	53.86875	53.86875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20530012	0	0	0	0	83.11875	0	38.43	0	0	83.11875	83.11875	83.11875	83.11875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20540010	0	0	0	0	39	0	18.5	0	0	39	39	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20540011	0	0	0	0	71.955	0	34.04	0	0	71.955	71.955	71.955	71.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20540012	0	0	0	0	119.48625	0	56.47125	0	0	119.48625	119.48625	119.48625	119.48625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20540013	0	0	0	0	181.49625	0	85.88625	0	0	181.49625	181.49625	181.49625	181.49625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550010	0	0	0	0	43.875	0	20.8125	0	0	43.875	43.875	43.875	43.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550011	0	0	0	0	87.75	0	41.625	0	0	87.75	87.75	87.75	87.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550012	0	0	0	0	144.7875	0	68.82	0	0	144.7875	144.7875	144.7875	144.7875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550013	0	0	0	0	215.085	0	102.16625	0	0	215.085	215.085	215.085	215.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550014	0	0	0	0	298.545	0	141.75625	0	0	298.545	298.545	298.545	298.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550020	0	0	0	0	44.1	0	20.7	0	0	44.1	44.1	44.1	44.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550021	0	0	0	0	88.2	0	41.4	0	0	88.2	88.2	88.2	88.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550022	0	0	0	0	145.53	0	68.448	0	0	145.53	145.53	145.53	145.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550023	0	0	0	0	216.188	0	101.614	0	0	216.188	216.188	216.188	216.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20550024	0	0	0	0	300.076	0	140.99	0	0	300.076	300.076	300.076	300.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560010	0	0	0	0	48.75	0	23.125	0	0	48.75	48.75	48.75	48.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560011	0	0	0	0	103.59375	0	49.25625	0	0	103.59375	103.59375	103.59375	103.59375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560012	0	0	0	0	174.96375	0	83.11125	0	0	174.96375	174.96375	174.96375	174.96375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560013	0	0	0	0	262.665	0	124.875	0	0	262.665	262.665	262.665	262.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560014	0	0	0	0	366.795	0	174.455	0	0	366.795	366.795	366.795	366.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560020	0	0	0	0	50	0	22.5	0	0	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560021	0	0	0	0	106.25	0	47.925	0	0	106.25	106.25	106.25	106.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560022	0	0	0	0	179.45	0	80.865	0	0	179.45	179.45	179.45	179.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560023	0	0	0	0	269.4	0	121.5	0	0	269.4	269.4	269.4	269.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20560024	0	0	0	0	376.2	0	169.74	0	0	376.2	376.2	376.2	376.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20630010	0	0	0	0	35	0	15.75	0	0	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20630011	0	0	0	0	55.25	0	24.93	0	0	55.25	55.25	55.25	55.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20630012	0	0	0	0	85.25	0	38.43	0	0	85.25	85.25	85.25	85.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20640010	0	0	0	0	40	0	18	0	0	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20640011	0	0	0	0	73.8	0	33.12	0	0	73.8	73.8	73.8	73.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20640012	0	0	0	0	122.55	0	54.945	0	0	122.55	122.55	122.55	122.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20640013	0	0	0	0	186.15	0	83.565	0	0	186.15	186.15	186.15	186.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650010	0	0	0	0	45	0	20.25	0	0	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650011	0	0	0	0	90	0	40.5	0	0	90	90	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650012	0	0	0	0	148.5	0	66.96	0	0	148.5	148.5	148.5	148.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650013	0	0	0	0	220.6	0	99.405	0	0	220.6	220.6	220.6	220.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650014	0	0	0	0	306.2	0	137.925	0	0	306.2	306.2	306.2	306.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650020	0	0	0	0	45.9	0	19.8	0	0	45.9	45.9	45.9	45.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650021	0	0	0	0	91.8	0	39.6	0	0	91.8	91.8	91.8	91.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650022	0	0	0	0	151.47	0	65.472	0	0	151.47	151.47	151.47	151.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650023	0	0	0	0	225.012	0	97.196	0	0	225.012	225.012	225.012	225.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650024	0	0	0	0	312.324	0	134.86	0	0	312.324	312.324	312.324	312.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650500	0	0	0	0	46.125	0	19.8	0	0	46.125	46.125	46.125	46.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650501	0	0	0	0	92.25	0	39.6	0	0	92.25	92.25	92.25	92.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650502	0	0	0	0	152.2125	0	65.472	0	0	152.2125	152.2125	152.2125	152.2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650503	0	0	0	0	226.115	0	97.196	0	0	226.115	226.115	226.115	226.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20650504	0	0	0	0	313.855	0	134.86	0	0	313.855	313.855	313.855	313.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660010	0	0	0	0	50	0	22.5	0	0	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660011	0	0	0	0	106.25	0	47.925	0	0	106.25	106.25	106.25	106.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660012	0	0	0	0	179.45	0	80.865	0	0	179.45	179.45	179.45	179.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660013	0	0	0	0	269.4	0	121.5	0	0	269.4	269.4	269.4	269.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660014	0	0	0	0	376.2	0	169.74	0	0	376.2	376.2	376.2	376.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660020	0	0	0	0	51	0	22	0	0	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660021	0	0	0	0	108.375	0	46.86	0	0	108.375	108.375	108.375	108.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660022	0	0	0	0	183.039	0	79.068	0	0	183.039	183.039	183.039	183.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660023	0	0	0	0	274.788	0	118.8	0	0	274.788	274.788	274.788	274.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20660024	0	0	0	0	383.724	0	165.968	0	0	383.724	383.724	383.724	383.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20730010	0	0	0	0	36.75	0	17.5	0	0	36.75	36.75	36.75	36.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20730011	0	0	0	0	58.0125	0	27.7	0	0	58.0125	58.0125	58.0125	58.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20730012	0	0	0	0	89.5125	0	42.7	0	0	89.5125	89.5125	89.5125	89.5125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20740010	0	0	0	0	42	0	20	0	0	42	42	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20740011	0	0	0	0	77.49	0	36.8	0	0	77.49	77.49	77.49	77.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20740012	0	0	0	0	128.6775	0	61.05	0	0	128.6775	128.6775	128.6775	128.6775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20740013	0	0	0	0	195.4575	0	92.85	0	0	195.4575	195.4575	195.4575	195.4575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750010	0	0	0	0	47.25	0	22.5	0	0	47.25	47.25	47.25	47.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750011	0	0	0	0	94.5	0	45	0	0	94.5	94.5	94.5	94.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750012	0	0	0	0	155.925	0	74.4	0	0	155.925	155.925	155.925	155.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750013	0	0	0	0	231.63	0	110.45	0	0	231.63	231.63	231.63	231.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750014	0	0	0	0	321.51	0	153.25	0	0	321.51	321.51	321.51	321.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750020	0	0	0	0	46.35	0	22.95	0	0	46.35	46.35	46.35	46.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750021	0	0	0	0	92.7	0	45.9	0	0	92.7	92.7	92.7	92.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750022	0	0	0	0	152.955	0	75.888	0	0	152.955	152.955	152.955	152.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750023	0	0	0	0	227.218	0	112.659	0	0	227.218	227.218	227.218	227.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20750024	0	0	0	0	315.386	0	156.315	0	0	315.386	315.386	315.386	315.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760010	0	0	0	0	52.5	0	25	0	0	52.5	52.5	52.5	52.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760011	0	0	0	0	111.5625	0	53.25	0	0	111.5625	111.5625	111.5625	111.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760012	0	0	0	0	188.4225	0	89.85	0	0	188.4225	188.4225	188.4225	188.4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760013	0	0	0	0	282.87	0	135	0	0	282.87	282.87	282.87	282.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760014	0	0	0	0	395.01	0	188.6	0	0	395.01	395.01	395.01	395.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760020	0	0	0	0	51.5	0	25.5	0	0	51.5	51.5	51.5	51.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760021	0	0	0	0	109.4375	0	54.315	0	0	109.4375	109.4375	109.4375	109.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760022	0	0	0	0	184.8335	0	91.647	0	0	184.8335	184.8335	184.8335	184.8335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760023	0	0	0	0	277.482	0	137.7	0	0	277.482	277.482	277.482	277.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20760024	0	0	0	0	387.486	0	192.372	0	0	387.486	387.486	387.486	387.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20830010	0	0	0	0	36.75	0	18.375	0	0	36.75	36.75	36.75	36.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20830011	0	0	0	0	58.0125	0	29.085	0	0	58.0125	58.0125	58.0125	58.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20830012	0	0	0	0	89.5125	0	44.835	0	0	89.5125	89.5125	89.5125	89.5125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20840010	0	0	0	0	42	0	21	0	0	42	42	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20840011	0	0	0	0	77.49	0	38.64	0	0	77.49	77.49	77.49	77.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20840012	0	0	0	0	128.6775	0	64.1025	0	0	128.6775	128.6775	128.6775	128.6775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20840013	0	0	0	0	195.4575	0	97.4925	0	0	195.4575	195.4575	195.4575	195.4575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20850010	0	0	0	0	47.25	0	23.625	0	0	47.25	47.25	47.25	47.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20850011	0	0	0	0	94.5	0	47.25	0	0	94.5	94.5	94.5	94.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
