Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	Name	Description	NeedFirstShow
3055001	0	5	5	5		14002	0		1501	埃尔温	某位曾经存在的伟人的意识芯片，组合后能够强化构造体的物理攻击。	0
3055002	0	5	5	5		14012	0		1502	爱芙	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。	0
3055003	0	5	5	5		14022	0		1503	艾克	某位曾经存在的伟人的意识芯片，组合后能强化构造体本身的属性攻击。	0
3055004	0	5	5	5		14032	0		1504	伏尔泰	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。	0
3055005	0	5	5	5		14042	0		1505	歌罗达	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。	0
3055006	0	5	5	5		14052	0		1506	黎塞留	某位曾经存在的伟人的意识芯片，组合后能使构造体进行治疗时为目标带来物理增益。	0
3055007	0	5	5	5		14062	0		1507	萨曼达	某位曾经存在的伟人的意识芯片，组合后能让构造体通过使用属性攻击来扰乱战场。	0
3055008	0	5	5	5		14072	0		1508	莫扎特	某位曾经存在的伟人的意识芯片，组合后能使构造体更自由的使用超算空间。	0
3055050	0	5	5	5		14502	1		1550	丽芙·驯鹿	丽芙的圣诞庆祝装扮。	0
3056001	0	5	6	6		15002	0		1601	康德丽娜	某位曾经存在的伟人的意识芯片，组合后能够提高构造体的普通攻击。	0
3056002	0	5	6	6		15012	0		1602	莎士比亚	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的火属性伤害。	0
3056003	0	5	6	6		15022	0		1603	海森	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的雷属性伤害。	0
3056004	0	5	6	6		15032	0		1604	达尔文	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给构造体带来额外增益。	0
3056005	0	5	6	6		15042	0		1605	汉娜	某位曾经存在的伟人的意识芯片，组合后能够让构造体增幅三消以后的各项增益。	0
3056006	0	5	6	6		15052	0		1606	阿呆芙	某位曾经存在的“主角”的意识芯片，组合后能够提升构造体的必杀技相关的伤害。	0
3056007	0	5	6	6		15062	0		1607	达芬奇	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。	0
3056008	0	5	6	6		15072	0		1608	凯瑟琳	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。	0
3056009	0	5	6	6		15082	0		1609	爱因斯坦娜	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。	0
3056010	0	5	6	6		15092	0		1610	费列特二世	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。	0
3056011	0	5	6	6		15102	0		1611	桂尼	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。	0
3056012	0	5	6	6		15112	0		1612	腓特烈	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3062001	0	6	2	2		11001	0		1201	施佩尔	某位曾经存在的伟人的意识芯片，组合后能提升构造体初始能量值。	0
3063001	0	6	3	3		12001	0		1301	莫德尔	某位曾经存在的伟人的意识芯片，组合后能提升构造体的被治疗量。	0
3063002	0	6	3	3		12011	0		1304	赫尔曼	某位曾经存在的伟人的意识芯片，组合后能提升构造体的治疗量。	0
3064001	0	6	4	4		13001	0		1401	阿基米德	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的物理伤害。	0
3064002	0	6	4	4		13011	0		1404	爱迪生	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的属性伤害。	0
3064003	0	6	4	4		13021	0		1407	爱丽丝	某位曾经存在的伟人的意识芯片，组合后在造成伤害的同时能减低目标的伤害。	0
3064004	0	6	4	4		13031	0		1410	坎宁安	某位曾经存在的伟人的意识芯片，组合后能够加深敌人受到的伤害。	0
3065001	0	6	5	5		14001	0		1501	埃尔温	某位曾经存在的伟人的意识芯片，组合后能够强化构造体的物理攻击。	0
3065002	0	6	5	5		14011	0		1502	爱芙	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。	0
3065003	0	6	5	5		14021	0		1503	艾克	某位曾经存在的伟人的意识芯片，组合后能强化构造体本身的属性攻击。	0
3065004	0	6	5	5		14031	0		1504	伏尔泰	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。	0
3065005	0	6	5	5		14041	0		1505	歌罗达	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。	0
3065006	0	6	5	5		14051	0		1506	黎塞留	某位曾经存在的伟人的意识芯片，组合后能使构造体进行治疗时为目标带来物理增益。	0
3065007	0	6	5	5		14061	0		1507	萨曼达	某位曾经存在的伟人的意识芯片，组合后能让构造体通过使用属性攻击来扰乱战场。	0
3065008	0	6	5	5		14071	0		1508	莫扎特	某位曾经存在的伟人的意识芯片，组合后能使构造体更自由的使用超算空间。	0
3065050	0	6	5	5		14501	1		1550	丽芙·驯鹿	丽芙的圣诞庆祝装扮。	0
3066001	0	6	6	6		15001	0		1601	康德丽娜	某位曾经存在的伟人的意识芯片，组合后能够提高构造体的普通攻击。	0
3066002	0	6	6	6		15011	0		1602	莎士比亚	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的火属性伤害。	0
3066003	0	6	6	6		15021	0		1603	海森	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的雷属性伤害。	0
3066004	0	6	6	6		15031	0		1604	达尔文	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给构造体带来额外增益。	0
3066005	0	6	6	6		15041	0		1605	汉娜	某位曾经存在的伟人的意识芯片，组合后能够让构造体增幅三消以后的各项增益。	0
3066006	0	6	6	6		15051	0		1606	阿呆芙	某位曾经存在的“主角”的意识芯片，组合后能够提升构造体的必杀技相关的伤害。	0
3066007	0	6	6	6		15061	0		1607	达芬奇	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。	0
3066008	0	6	6	6		15071	0		1608	凯瑟琳	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。	0
3066009	0	6	6	6		15081	0		1609	爱因斯坦娜	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。	0
3066010	0	6	6	6		15091	0		1610	费列特二世	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。	0
3066011	0	6	6	6		15101	0		1611	桂尼	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。	0
3066012	0	6	6	6		15111	0		1612	腓特烈	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3016014	0	1	6	6		15126	0		1614	巴顿	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3026014	0	2	6	6		15125	0		1614	巴顿	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3036014	0	3	6	6		15124	0		1614	巴顿	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3046014	0	4	6	6		15123	0		1614	巴顿	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3056014	0	5	6	6		15122	0		1614	巴顿	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3066014	0	6	6	6		15121	0		1614	巴顿	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3016013	0	1	6	6		15136	0		1613	芭斯隆	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的暗属性伤害。	0
3026013	0	2	6	6		15135	0		1613	芭斯隆	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的暗属性伤害。	0
3036013	0	3	6	6		15134	0		1613	芭斯隆	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的暗属性伤害。	0
3046013	0	4	6	6		15133	0		1613	芭斯隆	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的暗属性伤害。	0
3056013	0	5	6	6		15132	0		1613	芭斯隆	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的暗属性伤害。	0
3066013	0	6	6	6		15131	0		1613	芭斯隆	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的暗属性伤害。	0
3015051	0	1	5	5		14516	1		1551	年禧焰火		0
3025051	0	2	5	5		14515	1		1551	年禧焰火		0
3035051	0	3	5	5		14514	1		1551	年禧焰火		0
3045051	0	4	5	5		14513	1		1551	年禧焰火		0
3055051	0	5	5	5		14512	1		1551	年禧焰火		0
3065051	0	6	5	5		14511	1		1551	年禧焰火		0
3015052	0	1	5	5		14526	1		1552	元宵·重聚		0
3025052	0	2	5	5		14525	1		1552	元宵·重聚		0
3035052	0	3	5	5		14524	1		1552	元宵·重聚		0
3045052	0	4	5	5		14523	1		1552	元宵·重聚		0
3055052	0	5	5	5		14522	1		1552	元宵·重聚		0
3065052	0	6	5	5		14521	1		1552	元宵·重聚		0
