Id	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	Scale	ChildPosX	ChildPosY	ChildRotaionX	ChildRotaionY	ChildRotaionZ
30020104	73	-376	0	0	0	0	1					
30020105	-92	518	0	0	0	0	0.8					
30020106	-501	245	0	0	0	0	0.85					
30020107	339	-91	0	0	0	0	0.9					
30020201	73	-376	0	0	0	0	1					
30020202	-92	518	0	0	0	0	0.8					
30020203	-501	245	0	0	0	0	0.85					
30020204	339	-91	0	0	0	0	0.9					
30020205	73	-376	0	0	0	0	1					
30020206	-92	518	0	0	0	0	0.8					
30020207	-501	245	0	0	0	0	0.85					
30020301	339	-91	0	0	0	0	0.9					
30020302	73	-376	0	0	0	0	1					
30020303	-92	518	0	0	0	0	0.8					
30020304	-501	245	0	0	0	0	0.85					
30020305	339	-91	0	0	0	0	0.9					
30020306	73	-376	0	0	0	0	1					
30020307	-92	518	0	0	0	0	0.8					
30030101	-501	245	0	0	0	0	0.85					
30030102	339	-91	0	0	0	0	0.9					
30030103	73	-376	0	0	0	0	1					
30030104	-92	518	0	0	0	0	0.8					
30030201	-501	245	0	0	0	0	0.85					
30030202	339	-91	0	0	0	0	0.9					
30030203	73	-376	0	0	0	0	1					
30030204	-92	518	0	0	0	0	0.8					
30030301	-501	245	0	0	0	0	0.85					
30030302	339	-91	0	0	0	0	0.9					
30030303	73	-376	0	0	0	0	1					
30030304	-92	518	0	0	0	0	0.8					
