StageId	Name	Description	Icon	BgmId	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	CardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]
11020104	重见天日	里是战事工程的能手，虽然桥上还有危险，但如今还是尽快掩护他架起隔离装置为上。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	111				1						4	41		1		25	20	300	11020103				110201040	11020104	110204	11020104				20	60	10							3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1105							2		Square			1	2	3
11020105	怀念的玩具	城市也是通往传送门所在地的必经之路，但这里也徘徊着不少感染体，和上次一样清理这片区域。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						5	41		1		25	20	300	11020104				110201050	11020105	110205	11020105				20	60	10							3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1106							2		Square			1	2	3
11020106	崩塌大桥	经过努力，丽芙在战斗上的表现得到了其余两人的认可，靠这股势头把接下来的区域也清空吧。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	101				1						6	41		1		25	20	300	11020105				110201060	11020106	110206	11020106				20	60	10				1110222	3110222		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1011		1	2	3
11030101	到站了	虽然不知帕弥什的公主到底是何人，但从突击鹰小队的神威口中得知“传送门作战”以后，灰鸦小队向庄园出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	50		1		30	20	300	10040304				110301010	11030101	110301	11030101				20	90	10				1110311			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1012		1	2	3
11030102	复古品味	哈桑直接向你发布了优先级的任务，在和突击鹰小队会合之前，得和灰鸦一起回收地铁站的构造体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						2	50		1		30	20	300	11030101				110301020	11030102	110302	11030102				20	90	10				1110312			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1108							2		Square			1	2	3
11030103	乐在其中	提法也是“新种”之一，虽然不知道为什么感染体突然获得思考的能力，但她不在以后，感染体占据了地铁站。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	101				1						3	50		1		30	20	300	11030102				110301030	11030103	110303	11030103				20	90	10				1110313			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1109							2		Square			1	2	3
11030104	笑面恶魔	感染体严重妨碍了回收构造体的进度，按照露西亚的指示，灰鸦小队决定分为回收组跟迎击组。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0301.png	111				1						4	50		1		30	20	300	11030103				110301040	11030104	110304	11030104				20	90	10				1110314			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1110							2		Rectangle			1	2	3
11030105	丑陋的烟火	传送门作战由突击鹰主导，和他们会合的灰鸦小队得到了到放着传送门的庄园侦察的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						5	50		1		30	20	300	11030104				110301050	11030105	110305	11030105				20	90	10							3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1016		1	2	3
11030106	驯服	侦察完毕以后，灰鸦小队收到了巡夜的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						6	50		1		30	20	300	11030105				110301060	11030106	110306	11030106				20	90	10				1110322			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1017		1	2	3
11040101	查克启动	因为突击鹰部队受到重创，神威被重新分派成灰鸦的队员，而灰鸦在这里的最后工作就是建立安全区。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	57		1		38	20	300	10050304				110401010	11040101	110401	11040101				20	120	10				1110411			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1018		1	2	3
11040102	无情	掩护里在庄园外部建立隔离装置，完成最后的这步就能确保一条安全来往基地和传送门的道路了。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						2	57		1		38	20	300	11040101				110401020	11040102	110402	11040102				20	120	10				1110412			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1113							2		Square			1	2	3
11040103	她	庄园内部突然响起了警报声，得尽快前往确保传送门的安全。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	101				1						3	57		1		38	20	300	11040102				110401030	11040103	110403	11040103				20	120	10				1110413			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1113							2		Square			1	2	3
11040104	一战成名	警报的原因是感染体误触了保安的启动装置，消灭感染体和保安机械人。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0401.png	111				1						4	57		1		38	20	300	11040103				110401040	11040104	110404	11040104				20	120	10				1110414			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Rectangle	1021		1	2	3
11040105	艾玛	由于罗兰动过手脚的关系，传送门没能到达指定的地点，经过讨论，你们决定用走的去统治局。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						5	57		1		38	20	300	11040104				110401050	11040105	110405	11040105				20	120	10				1110415			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1114							2		Square			1	2	3
11040106	世仇	神威似乎有这片沙漠的相关资料，为了确保行军中的补给和机体保养，灰鸦向沙漠基地出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						6	57		1		38	20	300	11040105				110401060	11040106	110406	11040106				20	120	10				1110416			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1023		1	2	3
11050101	奉献	执行官尼科拉派出清理部队追捕逃兵丽芙，虽然要找丽芙但也不能放着晕倒的露西亚不管，时间不多了。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	63		1		45	24	300	10060304				110501010	11050101	110501	11050101				24	150	10				1110511			3	通关时间小于300秒	通关时间小于240秒	通关时间小于180秒							1		2	1								2		Square	1024		1	2	3
11050102	偷梁换柱	里和神威就现在这个队伍分散的状况争执了起来，而这之中冲撞的愤怒引来了感染体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						2	63		1		45	24	300	11050101				110501020	11050102	110502	11050102				24	150	10				1110512			3	通关时间小于300秒	通关时间小于240秒	通关时间小于180秒							1		2	1	1116							2		Square			1	2	3
11050103	叛己	虽然各自有各自的想法，但现在还是治疗露西亚为重，你决定向神威提供的绿洲地点出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	101				1						3	63		1		45	24	300	11050102				110501030	11050103	110503	11050103				24	150	10				1110513			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1026		1	2	3
11050104	缠斗	沙漠之中的绿洲让你们松了一口气，但感染体们在妨碍你们寻找能治疗露西亚的终端。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0501.png	111				1						4	63		1		45	24	300	11050103				110501040	11050104	110504	11050104				24	150	10				1110514			3	通关时间小于300秒	通关时间小于240秒	通关时间小于180秒							1		2	1	1118							2		Rectangle			1	2	3
11050105	鲸吞	沙漠的终端正在为露西亚的意识海“减压”，在治疗完成之前，指挥里和神威迎击敌人。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						5	63		1		45	24	300	11050104				110501050	11050105	110505	11050105				24	150	10				1110521			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1119							2		Square			1	2	3
11050106	圆满	露西亚醒来以后表示想要一个人呆着，回忆起“第一部队的惨剧”似乎对她有不少影响，你决定跟过去看看。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						6	63		1		45	24	300	11050105				110501060	11050106	110506	11050106				24	150	10				1110522	3110522		3	通关时间小于300秒	通关时间小于240秒	通关时间小于180秒							1		2	1								2		Square	1029		1	2	3
11060101	执行清洗	带着回归的丽芙和自己跟来的七实，灰鸦小队向着渡边说的能通往统治局的路出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	67		1		50	24	300	10070304				110601010	11060101	110601	11060101				24	180	10				1110611			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1030		1	2	3
11060102	狂潮洗劫	在沙漠之下是一个地图上也没有记载的巨大都市，你们决定先到处走走看。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						2	67		1		50	24	300	11060101				110601020	11060102	110602	11060102				24	180	10				1110612			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1031		1	2	3
11060103	凌迟	只是用脚走的话很难找到通往统治局的出入口，到高处去或者是个不错的选择。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	101				1						3	67		1		50	24	300	11060102				110601030	11060103	110603	11060103				24	180	10				1110613			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1121							2		Square			1	2	3
11060104	正面伤	在高台等候灰鸦的不仅有地下城市的全景，还有守候在此的新种，击破他们。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0601.png	102				1						4	67		1		50	24	300	11060103				110601040	11060104	110604	11060104				24	180	10				1110614			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Rectangle	1033		1	2	3
11060105	升格麾下	按渡边的说法，这座城市是黑野集团的所有物，他们可能把地图放在了城市中心的设施中。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						5	67		1		50	24	300	11060104				110601050	11060105	110605	11060105				24	180	10				1110615			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1034		1	2	3
11060106	疗伤	七实和渡边等遗忘者的争执似乎是从这附近开始的，因此在他们离开以后这里重新聚集了不少感染体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						6	67		1		50	24	300	11060105				110601060	11060106	110606	11060106				24	180	10					3110616		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1035		1	2	3
11070101	初醒	因为和清理部队发生战斗，在伊甸的你也被认为是叛徒被尼科拉监禁了起来，另一方面，露西亚从废墟中醒来。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0701.png	101				1						1	71		1		56	24	300	10080304				110701010	11070101	110701	11070101				24	210	10				1110711			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Rectangle	1036		1	2	3
11070102	敌袭	因为清理部队的攻击，灰鸦被打散掉到了更深处，露西亚在行动的时候发现了里和丽芙。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						2	71		1		56	24	300	11070101				110701020	11070102	110702	11070102				24	210	10				1110712	3110712		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1037		1	2	3
11070103	同类	在继续寻找同伴的途中，灰鸦发现了因不明原因再次战斗起来的渡边和七实，得阻止他们。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						3	71		1		56	24	300	11070102				110701030	11070103	110703	11070103				24	210	10				1110713	3110713		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1122							2		Square			1	2	3
11070104	朋友	失散得神威似乎和感染体发生了战斗，灰鸦决定赶过去救援。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	111				1						4	71		1		56	24	300	11070103				110701040	11070104	110704	11070104				24	210	10					3110714		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1123							2		Square			1	2	3
11070105	寻宝	在地底的灰鸦小队为了和你取得联系，决定寻找返回地上的方法。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0702.png	101				1						5	71		1		56	24	300	11070104				110701050	11070105	110705	11070105				24	210	10				1110721			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Rectangle	1040		1	2	3
11070106	空想	清理部队似乎也被卷入了自己人的攻击之中，比安卡以不攻击灰鸦作为交换加入了搜索出口的队伍。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						6	71		1		56	24	300	11070105				110701060	11070106	110706	11070106				24	210	10					3110722		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1041		1	2	3
11080101	暗能	帕弥什一举感染统治局外围的感染体和空中的伊甸，危亡之间哈桑让你孤军出战，目标：统治局！	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	74		1		58	24	300	11070106				110801010	11080101	110801	11080101				24	240	10				1110811			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1042		1	2	3
11080102	记忆回朔	灰鸦通过遗迹来到了统治局外围，却没想到迎接他们的敌人是感染了病毒的构造体们。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						2	74		1		58	24	300	11080101				110801020	11080102	110802	11080102				24	240	10				1110812			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1043		1	2	3
11080103	暗逐猩红	除了感染病毒的同伴以外，最初遇见的新种也出现在此拦住灰鸦的去路。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal02.png	102				1						3	74		1		58	24	300	11080102				110801030	11080103	110803	11080103				24	240	10				1110813			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1125							2		Square			1	2	3
11080104	不休	感染体们的愿望是包含自身在内的毁灭，一旦伊甸被帕弥什占领，那事情将不可收拾，突破过去。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabH0801.png	111				1						4	74		1		58	24	300	11080103				110801040	11080104	110804	11080104				24	240	10				1110814			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Rectangle	1045		1	2	3
11080105	二重存在	统治局毫无疑问是一个不见底的深渊，而根据七实所说的，帕弥什的主电脑放在了最下层。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						5	74		1		58	24	300	11080104				110801050	11080105	110805	11080105				24	240	10				1110821			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1126							2		Square			1	2	3
11080106	归一	被露娜复活的提法守着通往深渊的路，得击破被她控制得感染体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						6	74		1		58	24	300	11080105				110801060	11080106	110806	11080106				24	240	10				1110822	3110822		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1								2		Square	1047		1	2	3
11090101	应答信号		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0902.png	9				1						1	77		1		60	24	300	10090401				110801040	11090101	110804	11090101				24	240	10				1110911			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1128							2		Rectangle			1	2	3
11090102	伸出援手		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0909.png	9				1						2	77		1		60	24	300	11090101				110801050	11090102	110805	11090102				24	240	10				1110912			3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1128							2		Rectangle			1	2	3
11090103	再次失去		Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0906.png	9				1						3	77		1		60	24	300	11090102				110801060	11090103	110806	11090103				24	240	10				1110913	3110913		3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1	1128							2		Rectangle			1	2	3
20010301	aa5	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						9		1	0			10						1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20010302	aa6	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						10		1	0			10						1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20010303	aa7	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						11		1	0			10						1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
80008140	玺哥测试	“或者你是一个巨大庄园的主人，或者你是一个喜欢复古不靠生态调节打理花园的主人，那么立刻点下预约，凶悍的园丁要敲门了！”生产管理型机械暴君广告语。		111				1						4	75	1	0		75	10					4	200101010	200101010	200104					10	50	3						1	3										1		4	1										Rectangle			1	2	3
20020101	实验级灾难	这片意识海里复制了之前作战中出现的高阶感染体，请注意不要被他所迷惑，一切的美好，都是虚幻而已。		101				1						13		1	0			10					1	200101010	200101010	200101					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020102	精英级灾难	这片意识海里复制了之前作战中出现的高阶感染体，请注意不要被他所迷惑，一切的美好，都是虚幻而已。		101				1						14		1	0			10		20020101			2	200101010	200101010	200101					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020103	勇者级灾难	这片意识海里复制了之前作战中出现的高阶感染体，请注意不要被他所迷惑，一切的美好，都是虚幻而已。		101				1						15		1	0			10		20020102			3	200101010	200101010	200101					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020104	骑士级灾难	这片意识海里复制了之前作战中出现的高阶感染体，请注意不要被他所迷惑，一切的美好，都是虚幻而已。		101				1						16		1	0			10		20020103			4	200101010	200101010	200101					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020201	aa17	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						1		1	0			10		20020104				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020202	aa18	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						2		1	0			10		20020201				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020203	aa19	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						3		1	0			10		20020202				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020204	aa20	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						4		1	0			10		20020203				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020301	aa21	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						5		1	0			10		20020204				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020302	aa22	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						6		1	0			10		20020301				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020303	aa23	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						7		1	0			10		20020302				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
20020304	aa24	晨风拨开浓雾，朝阳划破夜幕，悄无声息的信息港，从何处而来，又驶向何处？		101				1						8		1	0			10		20020303				1001001	200101010	10001					10	50	10						1	3										1		4	1							2			Rectangle			1	2	3
30000101	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000102	精英	这是非常牛逼的boss		111				1						2			0				300	30000101																				3							30000101					3	1										Rectangle			1	2	3
30000103	骑士	这是非常牛逼的boss		111				1						3			0				300	30000102																				3							30000101					3	1										Rectangle			1	2	3
30000104	混沌	这是非常牛逼的boss		111				1						4			0				300	30000103																				3							30000101					3	1										Rectangle			1	2	3
30000105	地狱	这是非常牛逼的boss		111				1						5			0				300	30000104																				3							30000101					2	1										Rectangle			1	2	3
30000201	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000202	精英	这是非常牛逼的boss		111				1						2			0				300	30000201																				3							30000101					3	1										Rectangle			1	2	3
30000203	骑士	这是非常牛逼的boss		111				1						3			0				300	30000202																				3							30000101					3	1										Rectangle			1	2	3
30000204	混沌	这是非常牛逼的boss		111				1						4			0				300	30000203																				3							30000101					3	1										Rectangle			1	2	3
30000205	地狱	这是非常牛逼的boss		111				1						5			0				300	30000204																				3							30000101					2	1										Rectangle			1	2	3
30000301	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000302	精英	这是非常牛逼的boss		111				1						2			0				300	30000301																				3							30000101					3	1										Rectangle			1	2	3
30000303	骑士	这是非常牛逼的boss		111				1						3			0				300	30000302																				3							30000101					3	1										Rectangle			1	2	3
30000304	混沌	这是非常牛逼的boss		111				1						4			0				300	30000303																				3							30000101					3	1										Rectangle			1	2	3
30000305	地狱	这是非常牛逼的boss		111				1						5			0				300	30000304																				3							30000101					2	1										Rectangle			1	2	3
30000401	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000402	精英	这是非常牛逼的boss		111				1						2			0				300	30000401																				3							30000101					3	1										Rectangle			1	2	3
30000403	骑士	这是非常牛逼的boss		111				1						3			0				300	30000402																				3							30000101					3	1										Rectangle			1	2	3
30000404	混沌	这是非常牛逼的boss		111				1						4			0				300	30000403																				3							30000101					3	1										Rectangle			1	2	3
30000405	地狱	这是非常牛逼的boss		111				1						5			0				300	30000404																				3							30000101					2	1										Rectangle			1	2	3
30000501	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000502	精英	这是非常牛逼的boss		111				1						2			0				300	30000501																				3							30000101					3	1										Rectangle			1	2	3
30000503	骑士	这是非常牛逼的boss		111				1						3			0				300	30000502																				3							30000101					3	1										Rectangle			1	2	3
30000504	混沌	这是非常牛逼的boss		111				1						4			0				300	30000503																				3							30000101					3	1										Rectangle			1	2	3
30000505	地狱	这是非常牛逼的boss		111				1						5			0				300	30000504																				3							30000101					2	1										Rectangle			1	2	3
30000601	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000602	精英	这是非常牛逼的boss		111				1						2			0				300	30000601																				3							30000101					3	1										Rectangle			1	2	3
30000603	骑士	这是非常牛逼的boss		111				1						3			0				300	30000602																				3							30000101					3	1										Rectangle			1	2	3
30000604	混沌	这是非常牛逼的boss		111				1						4			0				300	30000603																				3							30000101					3	1										Rectangle			1	2	3
30000605	地狱	这是非常牛逼的boss		111				1						5			0				300	30000604																				3							30000101					2	1										Rectangle			1	2	3
30000701	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000702	精英	这是非常牛逼的boss		111				1						2			0				300	30000701																				3							30000101					3	1										Rectangle			1	2	3
30000703	骑士	这是非常牛逼的boss		111				1						3			0				300	30000702																				3							30000101					3	1										Rectangle			1	2	3
30000704	混沌	这是非常牛逼的boss		111				1						4			0				300	30000703																				3							30000101					3	1										Rectangle			1	2	3
30000705	地狱	这是非常牛逼的boss		111				1						5			0				300	30000704																				3							30000101					2	1										Rectangle			1	2	3
30000801	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000802	精英	这是非常牛逼的boss		111				1						2			0				300	30000801																				3							30000101					3	1										Rectangle			1	2	3
30000803	骑士	这是非常牛逼的boss		111				1						3			0				300	30000802																				3							30000101					3	1										Rectangle			1	2	3
30000804	混沌	这是非常牛逼的boss		111				1						4			0				300	30000803																				3							30000101					3	1										Rectangle			1	2	3
30000805	地狱	这是非常牛逼的boss		111				1						5			0				300	30000804																				3							30000101					2	1										Rectangle			1	2	3
30000901	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000902	精英	这是非常牛逼的boss		111				1						2			0				300	30000901																				3							30000101					3	1										Rectangle			1	2	3
30000903	骑士	这是非常牛逼的boss		111				1						3			0				300	30000902																				3							30000101					3	1										Rectangle			1	2	3
30000904	混沌	这是非常牛逼的boss		111				1						4			0				300	30000903																				3							30000101					3	1										Rectangle			1	2	3
30000905	地狱	这是非常牛逼的boss		111				1						5			0				300	30000904																				3							30000101					2	1										Rectangle			1	2	3
30000906	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000907	精英	这是非常牛逼的boss		111				1						2			0				300	30000906																				3							30000101					3	1										Rectangle			1	2	3
30000908	骑士	这是非常牛逼的boss		111				1						3			0				300	30000907																				3							30000101					3	1										Rectangle			1	2	3
30000909	混沌	这是非常牛逼的boss		111				1						4			0				300	30000908																				3							30000101					3	1										Rectangle			1	2	3
30000910	地狱	这是非常牛逼的boss		111				1						5			0				300	30000909																				3							30000101					2	1										Rectangle			1	2	3
30000911	实验	这是非常牛逼的boss		111				1						1			0				300																					3							30000101					3	1										Rectangle			1	2	3
30000912	精英	这是非常牛逼的boss		111				1						2			0				300	30000911																				3							30000101					3	1										Rectangle			1	2	3
30000913	骑士	这是非常牛逼的boss		111				1						3			0				300	30000912																				3							30000101					3	1										Rectangle			1	2	3
30000914	混沌	这是非常牛逼的boss		111				1						4			0				300	30000913																				3							30000101					3	1										Rectangle			1	2	3
30000915	地狱	这是非常牛逼的boss		111				1						5			0				300	30000914																				3							30000101					2	1										Rectangle			1	2	3
30060101	赏金任务	这是一关赏金任务		101				1		2				1			0																									3												4	1							2			Rectangle			1	2	3
30060102	赏金任务	这是一关赏金任务		101				1		2				2			0																									3												4	1							2			Rectangle			1	2	3
30060103	赏金任务	这是一关赏金任务		101				1		2				3			0																									3												4	1							2			Rectangle			1	2	3
30060201	赏金任务	这是一关赏金任务		101				1		2				1			0																									3												4	1							2			Rectangle			1	2	3
30060202	赏金任务	这是一关赏金任务		101				1		2				2			0																									3												4	1							2			Rectangle			1	2	3
30060203	赏金任务	这是一关赏金任务		101				1		2				3			0																									3												4	1							2			Rectangle			1	2	3
30060301	赏金任务	这是一关赏金任务		101				1		2				1			0																									3												4	1							2			Rectangle			1	2	3
30060302	赏金任务	这是一关赏金任务		101				1		2				2			0																									3												4	1							2			Rectangle			1	2	3
30060303	赏金任务	这是一关赏金任务		101				1		2				3			0																									3												4	1							2			Rectangle			1	2	3
