Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
4730	30060702	50	50					22	86	54
4731	30060703	50	50					25	98	62
4732	30060801	50	50					19	73	47
4733	30060802	50	50					22	86	54
4734	30060803	50	50					25	98	62
4735	30060901	50	50					19	73	47
4736	30060902	50	50					22	86	54
4737	30060903	50	50					25	98	62
4738	30061001	50	50					19	73	47
4739	30061002	50	50					22	86	54
4740	30061003	50	50					25	98	62
4741	30061101	50	50					19	73	47
4742	30061102	50	50					22	86	54
4743	30061103	50	50					25	98	62
4744	30061201	50	50					19	73	47
4745	30061202	50	50					22	86	54
4746	30061203	50	50					25	98	62
4747	30061301	50	50					19	73	47
4748	30061302	50	50					22	86	54
4749	30061303	50	50					25	98	62
4750	30060101	60	60					24	94	60
4751	30060102	60	60					28	110	69
4752	30060103	60	60					31	124	78
4753	30060201	60	60					24	94	60
4754	30060202	60	60					28	110	69
4755	30060203	60	60					31	124	78
4756	30060301	60	60					24	94	60
4757	30060302	60	60					28	110	69
4758	30060303	60	60					31	124	78
4759	30060401	60	60					24	94	60
4760	30060402	60	60					28	110	69
4761	30060403	60	60					31	124	78
4762	30060501	60	60					24	94	60
4763	30060502	60	60					28	110	69
4764	30060503	60	60					31	124	78
4765	30060601	60	60					24	94	60
4766	30060602	60	60					28	110	69
4767	30060603	60	60					31	124	78
4768	30060701	60	60					24	94	60
4769	30060702	60	60					28	110	69
4770	30060703	60	60					31	124	78
4771	30060801	60	60					24	94	60
4772	30060802	60	60					28	110	69
4773	30060803	60	60					31	124	78
4774	30060901	60	60					24	94	60
4775	30060902	60	60					28	110	69
4776	30060903	60	60					31	124	78
4777	30061001	60	60					24	94	60
4778	30061002	60	60					28	110	69
4779	30061003	60	60					31	124	78
4780	30061101	60	60					24	94	60
4781	30061102	60	60					28	110	69
4782	30061103	60	60					31	124	78
4783	30061201	60	60					24	94	60
4784	30061202	60	60					28	110	69
4785	30061203	60	60					31	124	78
4786	30061301	60	60					24	94	60
4787	30061302	60	60					28	110	69
4788	30061303	60	60					31	124	78
4789	30060101	70	70					32	125	79
4790	30060102	70	70					36	144	91
4791	30060103	70	70					41	161	102
4792	30060201	70	70					32	125	79
4793	30060202	70	70					36	144	91
4794	30060203	70	70					41	161	102
4795	30060301	70	70					32	125	79
4796	30060302	70	70					36	144	91
4797	30060303	70	70					41	161	102
4798	30060401	70	70					32	125	79
4799	30060402	70	70					36	144	91
4800	30060403	70	70					41	161	102
4801	30060501	70	70					32	125	79
4802	30060502	70	70					36	144	91
4803	30060503	70	70					41	161	102
4804	30060601	70	70					32	125	79
4805	30060602	70	70					36	144	91
4806	30060603	70	70					41	161	102
4807	30060701	70	70					32	125	79
4808	30060702	70	70					36	144	91
4809	30060703	70	70					41	161	102
4810	30060801	70	70					32	125	79
4811	30060802	70	70					36	144	91
4812	30060803	70	70					41	161	102
4813	30060901	70	70					32	125	79
4814	30060902	70	70					36	144	91
4815	30060903	70	70					41	161	102
4816	30061001	70	70					32	125	79
4817	30061002	70	70					36	144	91
4818	30061003	70	70					41	161	102
4819	30061101	70	70					32	125	79
4820	30061102	70	70					36	144	91
4821	30061103	70	70					41	161	102
4822	30061201	70	70					32	125	79
4823	30061202	70	70					36	144	91
4824	30061203	70	70					41	161	102
4825	30061301	70	70					32	125	79
4826	30061302	70	70					36	144	91
4827	30061303	70	70					41	161	102
4828	30060101	100	80					42	165	104
4829	30060102	100	80					47	188	118
4830	30060103	100	80					52	208	131
4831	30060201	100	80					42	165	104
4832	30060202	100	80					47	188	118
4833	30060203	100	80					52	208	131
4834	30060301	100	80					42	165	104
4835	30060302	100	80					47	188	118
4836	30060303	100	80					52	208	131
4837	30060401	100	80					42	165	104
4838	30060402	100	80					47	188	118
4839	30060403	100	80					52	208	131
4840	30060501	100	80					42	165	104
4841	30060502	100	80					47	188	118
4842	30060503	100	80					52	208	131
4843	30060601	100	80					42	165	104
4844	30060602	100	80					47	188	118
4845	30060603	100	80					52	208	131
4846	30060701	100	80					42	165	104
4847	30060702	100	80					47	188	118
4848	30060703	100	80					52	208	131
4849	30060801	100	80					42	165	104
4850	30060802	100	80					47	188	118
4851	30060803	100	80					52	208	131
4852	30060901	100	80					42	165	104
4853	30060902	100	80					47	188	118
4854	30060903	100	80					52	208	131
4855	30061001	100	80					42	165	104
4856	30061002	100	80					47	188	118
4857	30061003	100	80					52	208	131
4858	30061101	100	80					42	165	104
4859	30061102	100	80					47	188	118
4860	30061103	100	80					52	208	131
4861	30061201	100	80					42	165	104
4862	30061202	100	80					47	188	118
4863	30061203	100	80					52	208	131
4864	30061301	100	80					42	165	104
4865	30061302	100	80					47	188	118
4866	30061303	100	80					52	208	131
4867	30030301	10	10					15	20	41
4868	30030301	20	20					31	41	85
4869	30030301	30	30					49	64	133
4870	30030301	40	40					69	92	191
4871	30030301	50	50					90	119	248
4872	30030301	60	60					112	148	308
4873	30030301	70	70					141	187	389
4874	30030301	100	80					161	214	446
4875	30030302	10	10					15	20	41
4876	30030302	20	20					31	41	85
4877	30030302	30	30					49	64	133
4878	30030302	40	40					69	92	191
4879	30030302	50	50					90	119	248
4880	30030302	60	60					112	148	308
4881	30030302	70	70					141	187	389
4882	30030302	100	80					161	214	446
4883	30030303	10	10					15	20	41
4884	30030303	20	20					31	41	85
4885	30030303	30	30					49	64	133
4886	30030303	40	40					69	92	191
4887	30030303	50	50					90	119	248
4888	30030303	60	60					112	148	308
4889	30030303	70	70					141	187	389
4890	30030303	100	80					161	214	446
4891	30030401	10	10					15	20	13
4892	30030401	20	20					31	41	26
4893	30030401	30	30					49	64	40
4894	30030401	40	40					69	92	58
4895	30030401	50	50					90	119	75
4896	30030401	60	60					112	148	93
4897	30030401	70	70					141	187	117
4898	30030401	100	80					161	214	134
4899	30030402	10	10					15	20	13
4900	30030402	20	20					31	41	26
4901	30030402	30	30					49	64	40
4902	30030402	40	40					69	92	58
4903	30030402	50	50					90	119	75
4904	30030402	60	60					112	148	93
4905	30030402	70	70					141	187	117
4906	30030402	100	80					161	214	134
4907	30030501	10	10					15	20	13
4908	30030501	20	20					31	41	26
4909	30030501	30	30					49	64	40
4910	30030501	40	40					69	92	58
4911	30030501	50	50					90	119	75
4912	30030501	60	60					112	148	93
4913	30030501	70	70					141	187	117
4914	30030501	100	80					161	214	134
4915	30010401	25	25	200101005		201129		34	18	15
4916	30010401	30	30	200101005		201129		51	27	21
4917	30010401	35	35	200101005		201129		72	39	30
4918	30010401	40	40	200101005		201129		97	52	41
4919	30010401	45	45	200101005		201129		135	73	57
4920	30010401	50	50	200101005		201129		150	81	64
4921	30010401	55	55	200101005		201129		188	102	80
4922	30010401	60	60	200101005		201129		224	121	95
4923	30010401	65	65	200101005		201129		248	134	105
4924	30010401	70	70	200101005		201129		273	147	115
4925	30010401	75	75	200101005		201129		299	162	126
4926	30010401	100	80	200101005		201129		325	176	137
4927	30010402	25	25	200101006		201130		69	37	30
4928	30010402	30	30	200101006		201130		85	46	36
4929	30010402	35	35	200101006		201130		103	56	44
4930	30010402	40	40	200101006		201130		122	66	52
4931	30010402	45	45	200101006		201130		135	73	57
4932	30010402	50	50	200101006		201130		150	81	64
4933	30010402	55	55	200101006		201130		188	102	80
4934	30010402	60	60	200101006		201130		224	121	95
4935	30010402	65	65	200101006		201130		248	134	105
4936	30010402	70	70	200101006		201130		273	147	115
4937	30010402	75	75	200101006		201130		299	162	126
4938	30010402	100	80	200101006		201130		325	176	137
4939	30010403	25	25	200101006		201131		69	37	30
4940	30010403	30	30	200101006		201131		85	46	36
4941	30010403	35	35	200101006		201131		103	56	44
4942	30010403	40	40	200101006		201131		122	66	52
4943	30010403	45	45	200101006		201131		135	73	57
4944	30010403	50	50	200101006		201131		150	81	64
4945	30010403	55	55	200101006		201131		188	102	80
4946	30010403	60	60	200101006		201131		224	121	95
4947	30010403	65	65	200101006		201131		248	134	105
4948	30010403	70	70	200101006		201131		273	147	115
4949	30010403	75	75	200101006		201131		299	162	126
4950	30010403	100	80	200101006		201131		325	176	137
4951	30010404	25	25	200101007		201132		69	37	30
4952	30010404	30	30	200101007		201132		85	46	36
4953	30010404	35	35	200101007		201132		103	56	44
4954	30010404	40	40	200101007		201132		122	66	52
4955	30010404	45	45	200101007		201132		135	73	57
4956	30010404	50	50	200101007		201132		150	81	64
4957	30010404	55	55	200101007		201132		188	102	80
4958	30010404	60	60	200101007		201132		224	121	95
4959	30010404	65	65	200101007		201132		248	134	105
4960	30010404	70	70	200101007		201132		273	147	115
4961	30010404	75	75	200101007		201132		299	162	126
4962	30010404	100	80	200101007		201132		325	176	137
4963	30010301	25	25	30010101		301101		34	18	15
4964	30010301	30	30	30010101		301101		51	27	21
4965	30010301	35	35	30010101		301101		72	39	30
4966	30010301	40	40	30010101		301101		97	52	41
4967	30010301	45	45	30010101		301101		135	73	57
4968	30010301	50	50	30010101		301101		150	81	64
4969	30010301	55	55	30010101		301101		188	102	80
4970	30010301	60	60	30010101		301101		224	121	95
4971	30010301	65	65	30010101		301101		248	134	105
4972	30010301	70	70	30010101		301101		273	147	115
4973	30010301	75	75	30010101		301101		299	162	126
4974	30010301	100	80	30010101		301101		325	176	137
4975	30010302	25	25	30010102		301102		69	37	30
4976	30010302	30	30	30010102		301102		85	46	36
4977	30010302	35	35	30010102		301102		103	56	44
4978	30010302	40	40	30010102		301102		122	66	52
4979	30010302	45	45	30010102		301102		135	73	57
4980	30010302	50	50	30010102		301102		150	81	64
4981	30010302	55	55	30010102		301102		188	102	80
4982	30010302	60	60	30010102		301102		224	121	95
4983	30010302	65	65	30010102		301102		248	134	105
4984	30010302	70	70	30010102		301102		273	147	115
4985	30010302	75	75	30010102		301102		299	162	126
4986	30010302	100	80	30010102		301102		325	176	137
4987	30010303	25	25	30010103		301103		69	37	30
4988	30010303	30	30	30010103		301103		85	46	36
4989	30010303	35	35	30010103		301103		103	56	44
4990	30010303	40	40	30010103		301103		122	66	52
4991	30010303	45	45	30010103		301103		135	73	57
4992	30010303	50	50	30010103		301103		150	81	64
4993	30010303	55	55	30010103		301103		188	102	80
4994	30010303	60	60	30010103		301103		224	121	95
4995	30010303	65	65	30010103		301103		248	134	105
4996	30010303	70	70	30010103		301103		273	147	115
4997	30010303	75	75	30010103		301103		299	162	126
4998	30010303	100	80	30010103		301103		325	176	137
4999	30010304	25	25	30010104		301104		69	37	30
5000	30010304	30	30	30010104		301104		85	46	36
5001	30010304	35	35	30010104		301104		103	56	44
5002	30010304	40	40	30010104		301104		122	66	52
5003	30010304	45	45	30010104		301104		135	73	57
5004	30010304	50	50	30010104		301104		150	81	64
5005	30010304	55	55	30010104		301104		188	102	80
5006	30010304	60	60	30010104		301104		224	121	95
5007	30010304	65	65	30010104		301104		248	134	105
5008	30010304	70	70	30010104		301104		273	147	115
5009	30010304	75	75	30010104		301104		299	162	126
5010	30010304	100	80	30010104		301104		325	176	137
5011	30010801	25	25	200101000		201125		34	18	15
5012	30010801	30	30	200101000		201125		51	27	21
5013	30010801	35	35	200101000		201125		72	39	30
5014	30010801	40	40	200101000		201125		97	52	41
5015	30010801	45	45	200101000		201125		135	73	57
5016	30010801	50	50	200101000		201125		150	81	64
5017	30010801	55	55	200101000		201125		188	102	80
5018	30010801	60	60	200101000		201125		224	121	95
5019	30010801	65	65	200101000		201125		248	134	105
5020	30010801	70	70	200101000		201125		273	147	115
5021	30010801	75	75	200101000		201125		299	162	126
5022	30010801	100	80	200101000		201125		325	176	137
5023	30010802	25	25	200101001		201126		69	37	30
5024	30010802	30	30	200101001		201126		85	46	36
5025	30010802	35	35	200101001		201126		103	56	44
5026	30010802	40	40	200101001		201126		122	66	52
5027	30010802	45	45	200101001		201126		135	73	57
5028	30010802	50	50	200101001		201126		150	81	64
5029	30010802	55	55	200101001		201126		188	102	80
5030	30010802	60	60	200101001		201126		224	121	95
5031	30010802	65	65	200101001		201126		248	134	105
5032	30010802	70	70	200101001		201126		273	147	115
5033	30010802	75	75	200101001		201126		299	162	126
5034	30010802	100	80	200101001		201126		325	176	137
5035	30010803	25	25	200101002		201127		69	37	30
5036	30010803	30	30	200101002		201127		85	46	36
5037	30010803	35	35	200101002		201127		103	56	44
5038	30010803	40	40	200101002		201127		122	66	52
5039	30010803	45	45	200101002		201127		135	73	57
5040	30010803	50	50	200101002		201127		150	81	64
5041	30010803	55	55	200101002		201127		188	102	80
5042	30010803	60	60	200101002		201127		224	121	95
5043	30010803	65	65	200101002		201127		248	134	105
5044	30010803	70	70	200101002		201127		273	147	115
5045	30010803	75	75	200101002		201127		299	162	126
5046	30010803	100	80	200101002		201127		325	176	137
5047	30010804	25	25	200101003		201128		69	37	30
5048	30010804	30	30	200101003		201128		85	46	36
5049	30010804	35	35	200101003		201128		103	56	44
5050	30010804	40	40	200101003		201128		122	66	52
5051	30010804	45	45	200101003		201128		135	73	57
5052	30010804	50	50	200101003		201128		150	81	64
5053	30010804	55	55	200101003		201128		188	102	80
5054	30010804	60	60	200101003		201128		224	121	95
5055	30010804	65	65	200101003		201128		248	134	105
5056	30010804	70	70	200101003		201128		273	147	115
5057	30010804	75	75	200101003		201128		299	162	126
5058	30010804	100	80	200101003		201128		325	176	137
5059	30010701	25	25	200101009		201133		34	18	15
5060	30010701	30	30	200101009		201133		51	27	21
5061	30010701	35	35	200101009		201133		72	39	30
5062	30010701	40	40	200101009		201133		97	52	41
5063	30010701	45	45	200101009		201133		135	73	57
5064	30010701	50	50	200101009		201133		150	81	64
5065	30010701	55	55	200101009		201133		188	102	80
5066	30010701	60	60	200101009		201133		224	121	95
5067	30010701	65	65	200101009		201133		248	134	105
5068	30010701	70	70	200101009		201133		273	147	115
5069	30010701	75	75	200101009		201133		299	162	126
5070	30010701	100	80	200101009		201133		325	176	137
5071	30010702	25	25	200101010		201134		69	37	30
5072	30010702	30	30	200101010		201134		85	46	36
5073	30010702	35	35	200101010		201134		103	56	44
5074	30010702	40	40	200101010		201134		122	66	52
5075	30010702	45	45	200101010		201134		135	73	57
5076	30010702	50	50	200101010		201134		150	81	64
5077	30010702	55	55	200101010		201134		188	102	80
5078	30010702	60	60	200101010		201134		224	121	95
5079	30010702	65	65	200101010		201134		248	134	105
5080	30010702	70	70	200101010		201134		273	147	115
5081	30010702	75	75	200101010		201134		299	162	126
5082	30010702	100	80	200101010		201134		325	176	137
5083	30010703	25	25	200101011		201135		69	37	30
5084	30010703	30	30	200101011		201135		85	46	36
5085	30010703	35	35	200101011		201135		103	56	44
5086	30010703	40	40	200101011		201135		122	66	52
5087	30010703	45	45	200101011		201135		135	73	57
5088	30010703	50	50	200101011		201135		150	81	64
5089	30010703	55	55	200101011		201135		188	102	80
5090	30010703	60	60	200101011		201135		224	121	95
5091	30010703	65	65	200101011		201135		248	134	105
5092	30010703	70	70	200101011		201135		273	147	115
5093	30010703	75	75	200101011		201135		299	162	126
5094	30010703	100	80	200101011		201135		325	176	137
5095	30010704	25	25	200101012		201136		69	37	30
5096	30010704	30	30	200101012		201136		85	46	36
5097	30010704	35	35	200101012		201136		103	56	44
5098	30010704	40	40	200101012		201136		122	66	52
5099	30010704	45	45	200101012		201136		135	73	57
5100	30010704	50	50	200101012		201136		150	81	64
5101	30010704	55	55	200101012		201136		188	102	80
5102	30010704	60	60	200101012		201136		224	121	95
5103	30010704	65	65	200101012		201136		248	134	105
5104	30010704	70	70	200101012		201136		273	147	115
5105	30010704	75	75	200101012		201136		299	162	126
5106	30010704	100	80	200101012		201136		325	176	137
5107	30050101	25	25	30050101		30510100		34	18	15
5108	30050101	30	30	30050101		30510100		51	27	21
5109	30050101	35	35	30050101		30510100		72	39	30
5110	30050101	40	40	30050101		30510100		97	52	41
5111	30050101	45	45	30050101		30510100		135	73	57
5112	30050101	50	50	30050101		30510100		150	81	64
5113	30050101	55	55	30050101		30510100		188	102	80
5114	30050101	60	60	30050101		30510100		224	121	95
5115	30050101	65	65	30050101		30510100		248	134	105
5116	30050101	70	70	30050101		30510100		273	147	115
5117	30050101	75	75	30050101		30510100		299	162	126
5118	30050101	100	80	30050101		30510100		325	176	137
5119	30050102	25	25	30050101		30510101		69	37	30
5120	30050102	30	30	30050101		30510101		85	46	36
5121	30050102	35	35	30050101		30510101		103	56	44
5122	30050102	40	40	30050101		30510101		122	66	52
5123	30050102	45	45	30050101		30510101		135	73	57
5124	30050102	50	50	30050101		30510101		150	81	64
5125	30050102	55	55	30050101		30510101		188	102	80
5126	30050102	60	60	30050101		30510101		224	121	95
5127	30050102	65	65	30050101		30510101		248	134	105
5128	30050102	70	70	30050101		30510101		273	147	115
5129	30050102	75	75	30050101		30510101		299	162	126
5130	30050102	100	80	30050101		30510101		325	176	137
5131	30050103	25	25	30050101		30510102		69	37	30
5132	30050103	30	30	30050101		30510102		85	46	36
5133	30050103	35	35	30050101		30510102		103	56	44
5134	30050103	40	40	30050101		30510102		122	66	52
5135	30050103	45	45	30050101		30510102		135	73	57
5136	30050103	50	50	30050101		30510102		150	81	64
5137	30050103	55	55	30050101		30510102		188	102	80
5138	30050103	60	60	30050101		30510102		224	121	95
5139	30050103	65	65	30050101		30510102		248	134	105
5140	30050103	70	70	30050101		30510102		273	147	115
5141	30050103	75	75	30050101		30510102		299	162	126
5142	30050103	100	80	30050101		30510102		325	176	137
5143	30050104	25	25	30050101		30510103		69	37	30
5144	30050104	30	30	30050101		30510103		85	46	36
5145	30050104	35	35	30050101		30510103		103	56	44
5146	30050104	40	40	30050101		30510103		122	66	52
5147	30050104	45	45	30050101		30510103		135	73	57
5148	30050104	50	50	30050101		30510103		150	81	64
5149	30050104	55	55	30050101		30510103		188	102	80
5150	30050104	60	60	30050101		30510103		224	121	95
5151	30050104	65	65	30050101		30510103		248	134	105
5152	30050104	70	70	30050101		30510103		273	147	115
5153	30050104	75	75	30050101		30510103		299	162	126
5154	30050104	100	80	30050101		30510103		325	176	137
5155	30050201	25	25	30050201		30520100		34	18	15
5156	30050201	30	30	30050201		30520100		51	27	21
5157	30050201	35	35	30050201		30520100		72	39	30
5158	30050201	40	40	30050201		30520100		97	52	41
5159	30050201	45	45	30050201		30520100		135	73	57
5160	30050201	50	50	30050201		30520100		150	81	64
5161	30050201	55	55	30050201		30520100		188	102	80
5162	30050201	60	60	30050201		30520100		224	121	95
5163	30050201	65	65	30050201		30520100		248	134	105
5164	30050201	70	70	30050201		30520100		273	147	115
5165	30050201	75	75	30050201		30520100		299	162	126
5166	30050201	100	80	30050201		30520100		325	176	137
5167	30050202	25	25	30050201		30520101		69	37	30
5168	30050202	30	30	30050201		30520101		85	46	36
5169	30050202	35	35	30050201		30520101		103	56	44
5170	30050202	40	40	30050201		30520101		122	66	52
5171	30050202	45	45	30050201		30520101		135	73	57
5172	30050202	50	50	30050201		30520101		150	81	64
5173	30050202	55	55	30050201		30520101		188	102	80
5174	30050202	60	60	30050201		30520101		224	121	95
5175	30050202	65	65	30050201		30520101		248	134	105
5176	30050202	70	70	30050201		30520101		273	147	115
5177	30050202	75	75	30050201		30520101		299	162	126
5178	30050202	100	80	30050201		30520101		325	176	137
5179	30050203	25	25	30050201		30520102		69	37	30
5180	30050203	30	30	30050201		30520102		85	46	36
5181	30050203	35	35	30050201		30520102		103	56	44
5182	30050203	40	40	30050201		30520102		122	66	52
5183	30050203	45	45	30050201		30520102		135	73	57
5184	30050203	50	50	30050201		30520102		150	81	64
5185	30050203	55	55	30050201		30520102		188	102	80
5186	30050203	60	60	30050201		30520102		224	121	95
5187	30050203	65	65	30050201		30520102		248	134	105
5188	30050203	70	70	30050201		30520102		273	147	115
5189	30050203	75	75	30050201		30520102		299	162	126
5190	30050203	100	80	30050201		30520102		325	176	137
5191	30050204	25	25	30050201		30520103		69	37	30
5192	30050204	30	30	30050201		30520103		85	46	36
5193	30050204	35	35	30050201		30520103		103	56	44
5194	30050204	40	40	30050201		30520103		122	66	52
5195	30050204	45	45	30050201		30520103		135	73	57
5196	30050204	50	50	30050201		30520103		150	81	64
5197	30050204	55	55	30050201		30520103		188	102	80
5198	30050204	60	60	30050201		30520103		224	121	95
5199	30050204	65	65	30050201		30520103		248	134	105
5200	30050204	70	70	30050201		30520103		273	147	115
5201	30050204	75	75	30050201		30520103		299	162	126
5202	30050204	100	80	30050201		30520103		325	176	137
5203	30110101	100	80	100701010	2100040	100701	2100040	351	217	169
5204	30110104	54	50	100701040	2100070	100704	2100070	152	94	74
5205	30110104	69	65	100701040	2100070	100704	2100070	241	149	117
5206	30110104	100	80	100701040	2100070	100704	2100070	351	217	169
5207	30110105	100	80	100701050	2100080	100705	2100080	351	217	169
5208	30110106	100	80	100701060	2100090	100706	2100090	351	217	169
5209	30110108	54	50	100701080	2100110	100708	2100110	152	94	74
5210	30110108	69	65	100701080	2100110	100708	2100110	241	149	117
5211	30110108	100	80	100701080	2100110	100708	2100110	351	217	169
5212	30110110	54	50	100701100	2100080	100710	2100080	152	94	74
5213	30110110	69	65	100701100	2100080	100710	2100080	241	149	117
5214	30110110	100	80	100701100	2100080	100710	2100080	351	217	169
5215	30110111	100	80	100701110	2100090	100711	2100090	351	217	169
5216	30110112	100	80	100701120	2100100	100712	2100100	351	217	169
5217	30090101	54	50	2100121	2100120	210012	2100120	162	100	79
5218	30090102	54	50	2100141	2100130	210014	2100130	162	100	79
5219	30090103	54	50	2100131	2100140	210013	2100140	162	100	79
5220	30090104	54	50	2100151	2100150	210015	2100150	162	100	79
5221	30090105	54	50	2100161	2100160	210016	2100160	162	100	79
5222	30090301	54	50	2100171	2100170	210017	2100170	195	121	94
5223	30090302	54	50	2100191	2100180	210019	2100180	195	121	94
5224	30090303	54	50	2100181	2100190	210018	2100190	195	121	94
5225	30090304	54	50	2100201	2100200	210020	2100200	195	121	94
5226	30090305	54	50	2100211	2100210	210021	2100210	195	121	94
5227	30090101	69	65	2100121	2100120	210012	2100120	272	168	131
5228	30090102	69	65	2100141	2100130	210014	2100130	272	168	131
5229	30090103	69	65	2100131	2100140	210013	2100140	272	168	131
5230	30090104	69	65	2100151	2100150	210015	2100150	272	168	131
5231	30090105	69	65	2100161	2100160	210016	2100160	272	168	131
5232	30090301	69	65	2100171	2100170	210017	2100170	322	199	155
5233	30090302	69	65	2100191	2100180	210019	2100180	322	199	155
5234	30090303	69	65	2100181	2100190	210018	2100190	322	199	155
5235	30090304	69	65	2100201	2100200	210020	2100200	322	199	155
5236	30090305	69	65	2100211	2100210	210021	2100210	322	199	155
5237	30090101	100	80	2100121	2100120	210012	2100120	372	230	179
5238	30090102	100	80	2100141	2100130	210014	2100130	372	230	179
5239	30090103	100	80	2100131	2100140	210013	2100140	372	230	179
5240	30090104	100	80	2100151	2100150	210015	2100150	372	230	179
5241	30090105	100	80	2100161	2100160	210016	2100160	372	230	179
5242	30090301	100	80	2100171	2100170	210017	2100170	425	262	205
5243	30090302	100	80	2100191	2100180	210019	2100180	425	262	205
5244	30090303	100	80	2100181	2100190	210018	2100190	425	262	205
5245	30090304	100	80	2100201	2100200	210020	2100200	425	262	205
5246	30090305	100	80	2100211	2100210	210021	2100210	425	262	205
5247	30090201	54	50	100701010	2100220	100701	2100220	138	75	59
5248	30090202	54	50	100701020	2100230	100702	2100230	177	77	60
5249	30090203	54	50	100701030	2100240	100703	2100240	218	79	62
5250	30090204	54	50	100701040	2100250	100704	2100250	303	88	69
5251	30090205	54	50	100701050	2100260	100705	2100260	400	96	76
5252	30090201	69	65	100701010	2100220	100701	2100220	198	130	102
5253	30090202	69	65	100701020	2100230	100702	2100230	296	136	107
5254	30090203	69	65	100701030	2100240	100703	2100240	395	143	112
5255	30090204	69	65	100701040	2100250	100704	2100250	515	149	116
5256	30090205	69	65	100701050	2100260	100705	2100260	644	155	121
5257	30090201	100	80	100701010	2100220	100701	2100220	270	188	147
5258	30090202	100	80	100701020	2100230	100702	2100230	414	195	152
5259	30090203	100	80	100701030	2100240	100703	2100240	572	202	158
5260	30090204	100	80	100701040	2100250	100704	2100250	740	209	164
5261	30090205	100	80	100701050	2100260	100705	2100260	827	217	169
5262	30090211	54	50	100701060	2100220	100706	2100220	138	75	59
5263	30090212	54	50	100701070	2100230	100707	2100230	177	77	60
5264	30090213	54	50	100701080	2100240	100708	2100240	218	79	62
5265	30090214	54	50	100701090	2100250	100709	2100250	303	88	69
5266	30090215	54	50	100701100	2100260	100710	2100260	400	96	76
5267	30090211	69	65	100701060	2100220	100706	2100220	198	130	102
5268	30090212	69	65	100701070	2100230	100707	2100230	296	136	107
5269	30090213	69	65	100701080	2100240	100708	2100240	395	143	112
5270	30090214	69	65	100701090	2100250	100709	2100250	515	149	116
5271	30090215	69	65	100701100	2100260	100710	2100260	644	155	121
5272	30090211	100	80	100701060	2100220	100706	2100220	270	188	147
5273	30090212	100	80	100701070	2100230	100707	2100230	414	195	152
5274	30090213	100	80	100701080	2100240	100708	2100240	572	202	158
5275	30090214	100	80	100701090	2100250	100709	2100250	740	209	164
5276	30090215	100	80	100701100	2100260	100710	2100260	827	217	169
5277	30090221	54	50	100701110	2100220	100711	2100220	138	75	59
5278	30090222	54	50	100701120	2100230	100712	2100230	177	77	60
5279	30090223	54	50	100701100	2100240	100710	2100240	218	79	62
5280	30090224	54	50	100701110	2100250	100711	2100250	303	88	69
5281	30090225	54	50	100701120	2100260	100712	2100260	400	96	76
5282	30090221	69	65	100701110	2100220	100711	2100220	198	130	102
5283	30090222	69	65	100701120	2100230	100712	2100230	296	136	107
5284	30090223	69	65	100701100	2100240	100710	2100240	395	143	112
5285	30090224	69	65	100701110	2100250	100711	2100250	515	149	116
5286	30090225	69	65	100701120	2100260	100712	2100260	644	155	121
5287	30090221	100	80	100701110	2100220	100711	2100220	270	188	147
5288	30090222	100	80	100701120	2100230	100712	2100230	414	195	152
5289	30090223	100	80	100701100	2100240	100710	2100240	572	202	158
5290	30090224	100	80	100701110	2100250	100711	2100250	740	209	164
5291	30090225	100	80	100701120	2100260	100712	2100260	827	217	169
